Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1689109200.0 11634.502 238 189 0 881 1027 0 293 302 158 248 402 236
1689109200.0 11634.503 244 195 0 876 1038 0 293 313 168 241 417 244
1689109200.0 11634.504 238 136 NA 877 962 NA 292 147 NA 251 230 NA
1689109200.0 11634.506 241 186 0 880 1012 0 291 305 166 239 407 249
1689109200.0 11634.507 240 196 0 879 1035 0 286 315 166 231 414 243
1689109200.0 11634.508 240 138 NA 878 965 NA 294 150 NA 251 235 NA
1689109200.0 11634.512 244 158 0 879 832 0 296 265 126 248 365 203
1689109200.0 11634.513 241 161 0 882 831 0 286 270 123 239 375 199
1689109200.0 11634.514 244 144 NA 879 795 NA 294 1242 NA 253 1334 NA
1689109200.0 11634.522 241 148 0 878 799 0 295 259 133 244 371 215
1689109200.0 11634.523 241 155 0 866 798 0 293 262 124 243 379 203
1689109200.0 11634.524 243 145 NA 878 790 NA 291 906 NA 240 997 NA
1689109200.0 11634.582 242 231 0 879 1076 0 284 358 180 235 435 256
1689109200.0 11634.583 241 241 0 867 1101 0 286 371 186 236 456 269
1689109200.0 11634.586 243 233 0 879 1092 0 289 368 182 233 459 265
1689109200.0 11634.587 239 243 0 878 1098 0 291 377 192 236 451 280
1689109200.0 11634.592 240 638 0 878 1568 0 287 1279 322 244 1239 401
1689109200.0 11634.593 239 646 0 886 1642 0 298 1275 327 265 1241 416
1689109200.0 11634.596 238 642 0 879 1584 0 301 1259 319 264 1258 394
1689109200.0 11634.597 241 646 0 882 1575 0 298 1287 326 263 1244 400
1689109200.0 11650.502 237 186 0 876 1009 0 281 289 148 246 406 227
1689109200.0 11650.503 234 196 0 872 1014 0 280 303 164 252 417 243
1689109200.0 11650.504 235 103 NA 866 958 NA 275 141 NA 235 225 NA
1689109200.0 11650.506 233 187 0 871 1014 0 281 294 152 246 397 230
1689109200.0 11650.507 235 192 0 863 1040 0 275 295 163 230 413 235
1689109200.0 11650.508 234 136 NA 879 966 NA 278 148 NA 234 231 NA
1689109200.0 12434.502 444 209 0 1362 1024 0 679 367 163 554 469 244
1689109200.0 12434.503 446 217 0 1347 1040 0 685 368 169 554 485 246
1689109200.0 12434.504 445 173 NA 1348 982 NA 666 306 NA 527 398 NA
1689109200.0 12434.506 445 210 0 1373 1040 0 671 366 156 536 469 234
1689109200.0 12434.507 443 217 0 1370 1055 0 670 353 165 525 467 240
1689109200.0 12434.508 442 175 NA 1358 1002 NA 678 308 NA 540 392 NA
1689109200.0 12434.512 440 192 0 1342 870 0 684 326 121 553 436 197
1689109200.0 12434.513 438 191 0 1359 869 0 683 330 131 556 442 206
1689109200.0 12434.514 440 156 NA 1350 811 NA 687 197 NA 539 283 NA
1689109200.0 12434.522 446 187 0 1357 839 0 667 343 130 537 439 206
1689109200.0 12434.523 442 190 0 1353 844 0 684 336 130 557 434 213
1689109200.0 12434.524 442 155 NA 1367 797 NA 669 196 NA 542 265 NA
1689109200.0 12434.582 449 255 0 1358 1101 0 689 426 187 559 477 270
1689109200.0 12434.583 445 266 0 1369 1101 0 657 436 186 518 475 270
1689109200.0 12434.586 446 257 0 1364 1110 0 671 439 180 527 492 255
1689109200.0 12434.587 444 266 0 1365 1109 0 668 441 187 535 482 263
1689109200.0 12434.592 447 699 0 1356 1645 0 779 1534 392 695 1424 473
1689109200.0 12434.593 446 706 0 1352 1713 0 800 1546 400 710 1424 478
1689109200.0 12434.596 450 698 0 1358 1681 0 852 1510 395 756 1429 470
1689109200.0 12434.597 449 705 0 1354 1648 0 802 1548 407 703 1427 500
1689109200.0 12450.502 435 209 0 1369 1036 0 653 350 155 560 460 233
1689109200.0 12450.503 439 214 0 1350 1042 0 634 354 161 523 455 241
1689109200.0 12450.504 439 169 NA 1332 986 NA 647 202 NA 526 284 NA
1689109200.0 12450.506 434 209 0 1355 1022 0 640 341 154 532 446 231
1689109200.0 12450.507 440 217 0 1369 1048 0 652 348 165 557 456 246
1689109200.0 12450.508 433 168 NA 1324 1002 NA 642 204 NA 530 288 NA
1689109200.0 140.065506 418 214 0 1345 1051 0 2035 565 124 878 503 206
1689109200.0 140.065512 419 188 0 1354 857 0 2010 382 122 871 441 199
1689109200.0 140.065522 420 191 0 1350 842 0 1996 416 119 859 445 195
