Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1689195600.0 11634.502 242 187 0 885 1016 0 283 274 136 218 332 193
1689195600.0 11634.503 242 193 0 880 1036 0 287 273 144 234 328 199
1689195600.0 11634.504 237 139 NA 874 963 NA 282 128 NA 224 183 NA
1689195600.0 11634.506 241 187 0 878 1017 0 286 274 141 222 334 195
1689195600.0 11634.507 241 196 0 878 1039 0 286 279 150 224 327 209
1689195600.0 11634.508 243 138 NA 870 967 NA 289 127 NA 228 179 NA
1689195600.0 11634.512 238 158 0 880 835 0 281 239 110 221 309 162
1689195600.0 11634.513 241 162 0 881 840 0 283 243 109 211 302 165
1689195600.0 11634.514 242 124 NA 889 783 NA 290 111 NA 227 158 NA
1689195600.0 11634.522 240 156 0 882 799 0 280 231 110 218 302 161
1689195600.0 11634.523 241 155 0 873 802 0 283 226 109 217 293 161
1689195600.0 11634.524 241 122 NA 872 770 NA 280 117 NA 217 169 NA
1689195600.0 11634.582 239 232 0 879 1076 0 285 329 158 220 360 213
1689195600.0 11634.583 240 243 0 887 1091 0 285 333 168 224 361 226
1689195600.0 11634.586 243 233 0 868 1086 0 285 320 160 227 351 218
1689195600.0 11634.587 245 244 0 880 1088 0 285 334 172 227 371 224
1689195600.0 11634.592 243 573 0 883 1593 0 288 1359 314 244 1247 369
1689195600.0 11634.593 240 599 0 880 1592 0 288 1304 310 246 1197 362
1689195600.0 11634.596 243 609 0 875 1580 0 297 1266 309 246 1214 367
1689195600.0 11634.597 240 580 0 876 1620 0 292 1325 309 246 1228 373
1689195600.0 11650.502 236 187 0 876 1015 0 268 254 136 214 317 191
1689195600.0 11650.503 235 197 0 873 1023 0 266 258 139 215 320 190
1689195600.0 11650.504 235 137 NA 879 962 NA 271 127 NA 228 181 NA
1689195600.0 11650.506 233 186 0 868 1021 0 266 256 141 217 322 197
1689195600.0 11650.507 235 192 0 865 1033 0 264 266 140 222 335 189
1689195600.0 11650.508 235 136 NA 865 965 NA 268 125 NA 213 181 NA
1689195600.0 12434.502 446 210 0 1348 1027 0 664 326 142 499 379 198
1689195600.0 12434.503 441 217 0 1337 1047 0 653 336 147 509 387 208
1689195600.0 12434.504 447 169 NA 1356 990 NA 659 184 NA 498 239 NA
1689195600.0 12434.506 446 208 0 1356 1037 0 661 329 139 508 396 191
1689195600.0 12434.507 450 215 0 1362 1034 0 663 325 149 507 379 202
1689195600.0 12434.508 443 169 NA 1354 985 NA 659 192 NA 501 247 NA
1689195600.0 12434.512 442 191 0 1345 875 0 657 299 111 494 365 161
1689195600.0 12434.513 441 194 0 1359 866 0 668 301 110 507 355 162
1689195600.0 12434.514 443 158 NA 1372 820 NA 662 179 NA 498 233 NA
1689195600.0 12434.522 444 187 0 1342 839 0 666 302 112 503 342 166
1689195600.0 12434.523 439 190 0 1363 838 0 677 306 106 507 352 160
1689195600.0 12434.524 444 155 NA 1360 799 NA 669 175 NA 521 221 NA
1689195600.0 12434.582 444 254 0 1350 1088 0 651 388 157 494 396 210
1689195600.0 12434.583 444 265 0 1335 1098 0 653 402 174 505 389 235
1689195600.0 12434.586 449 256 0 1362 1104 0 657 395 157 495 395 211
1689195600.0 12434.587 439 265 0 1362 1101 0 656 406 167 494 401 224
1689195600.0 12434.592 435 654 0 1352 1674 0 838 1534 388 673 1410 447
1689195600.0 12434.593 433 662 0 1354 1695 0 822 1714 380 674 1499 434
1689195600.0 12434.596 441 554 0 1328 1662 0 785 1632 383 659 1459 442
1689195600.0 12434.597 433 665 0 1347 1682 0 814 1532 382 668 1468 445
1689195600.0 12450.502 432 208 0 1362 1028 0 642 315 136 514 392 189
1689195600.0 12450.503 432 217 0 1334 1056 0 625 320 142 512 380 195
1689195600.0 12450.504 433 167 NA 1348 993 NA 640 182 NA 506 232 NA
1689195600.0 12450.506 437 208 0 1331 1035 0 631 313 140 495 383 190
1689195600.0 12450.507 438 215 0 1341 1051 0 624 314 145 490 373 198
1689195600.0 12450.508 429 167 NA 1347 993 NA 632 181 NA 495 237 NA
1689195600.0 140.065506 415 215 0 1349 1040 0 1995 551 102 827 421 161
1689195600.0 140.065512 421 188 0 1348 867 0 2017 353 105 830 365 160
1689195600.0 140.065522 419 191 0 1336 839 0 2023 382 104 837 356 164
