Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1680814800.0 10824.502 276 217 0 858 856 0 1246 340 155 600 454 192
1680814800.0 10824.503 274 223 0 852 857 0 1244 334 159 580 436 194
1680814800.0 10824.504 276 166 NA 850 784 NA 1245 183 NA 595 299 NA
1680814800.0 10824.506 276 217 0 868 847 0 1239 337 159 591 438 193
1680814800.0 10824.507 274 224 0 863 858 0 1243 334 166 600 430 201
1680814800.0 10824.508 276 165 NA 864 791 NA 1245 182 NA 593 289 NA
1680814800.0 10824.512 278 192 0 861 805 0 1248 253 116 590 279 151
1680814800.0 10824.513 275 193 0 860 805 0 1257 259 115 598 280 149
1680814800.0 10824.514 275 155 NA 862 757 NA 1246 119 NA 600 150 NA
1680814800.0 10824.522 276 184 0 858 764 0 1243 243 119 591 270 153
1680814800.0 10824.523 277 187 0 858 765 0 1245 236 117 586 266 151
1680814800.0 10824.524 277 152 NA 869 732 NA 1248 120 NA 593 154 NA
1680814800.0 10824.582 276 261 0 861 935 0 1231 403 182 588 485 217
1680814800.0 10824.583 252 271 0 881 917 0 1249 421 189 606 494 225
1680814800.0 10824.586 275 262 0 861 924 0 1241 417 181 591 483 222
1680814800.0 10824.587 275 272 0 853 922 0 1241 417 190 587 491 228
1680814800.0 10824.592 277 724 0 877 1653 0 1217 1557 373 567 1413 410
1680814800.0 10824.593 277 716 0 863 1642 0 1246 1555 366 724 1459 408
1680814800.0 10824.596 251 720 0 858 1650 0 1239 1549 361 598 1423 398
1680814800.0 10824.597 276 718 0 866 1639 0 1235 1563 362 597 1443 395
1680814800.0 10842.502 272 215 0 860 853 0 1231 319 148 577 438 184
1680814800.0 10842.503 271 221 0 862 855 0 1223 325 159 587 448 200
1680814800.0 10842.504 271 165 NA 864 792 NA 1234 184 NA 590 300 NA
1680814800.0 10842.506 271 215 0 859 843 0 1220 315 151 581 430 188
1680814800.0 10842.507 271 221 0 854 847 0 1232 322 163 578 442 204
1680814800.0 10842.508 270 167 NA 861 798 NA 1227 183 NA 592 296 NA
1680814800.0 11634.502 488 242 0 1160 883 0 786 376 157 599 395 189
1680814800.0 11634.503 489 249 0 1192 870 0 801 374 166 610 381 198
1680814800.0 11634.504 488 199 NA 1182 830 NA 785 214 NA 595 250 NA
1680814800.0 11634.506 489 242 0 1176 877 0 791 379 169 606 394 220
1680814800.0 11634.507 485 248 0 1147 861 0 796 381 171 612 391 204
1680814800.0 11634.508 491 199 NA 1174 822 NA 801 208 NA 608 241 NA
1680814800.0 11634.512 487 227 0 1173 841 0 813 339 116 622 368 151
1680814800.0 11634.513 488 227 0 1165 846 0 792 347 114 602 379 148
1680814800.0 11634.514 487 186 NA 1175 783 NA 783 197 NA 591 227 NA
1680814800.0 11634.522 487 221 0 1179 806 0 787 330 122 600 360 158
1680814800.0 11634.523 489 224 0 1145 810 0 805 327 116 622 345 151
1680814800.0 11634.524 485 184 NA 1183 765 NA 777 194 NA 589 221 NA
1680814800.0 11634.582 488 291 0 1181 960 0 779 454 183 599 437 215
1680814800.0 11634.583 461 299 0 1174 952 0 803 463 194 612 426 229
1680814800.0 11634.586 491 288 0 1175 957 0 779 450 186 591 412 222
1680814800.0 11634.587 460 300 0 1177 948 0 801 464 198 621 433 236
1680814800.0 11634.592 488 746 0 1196 1479 0 797 1797 468 611 1498 506
1680814800.0 11634.593 492 750 0 1167 1503 0 800 1804 441 716 1539 489
1680814800.0 11634.596 488 740 0 1155 1480 0 802 1797 459 613 1512 500
1680814800.0 11634.597 487 750 0 1192 1483 0 801 1805 456 715 1545 494
1680814800.0 11650.502 470 238 0 1153 879 0 766 349 150 607 382 182
1680814800.0 11650.503 473 246 0 1161 861 0 765 355 157 620 383 191
1680814800.0 11650.504 473 199 NA 1150 815 NA 734 202 NA 579 244 NA
1680814800.0 11650.506 473 241 0 1165 887 0 758 349 154 607 379 188
1680814800.0 11650.507 472 247 0 1156 882 0 750 348 161 612 370 197
1680814800.0 11650.508 470 199 NA 1158 830 NA 745 207 NA 592 243 NA
1680814800.0 136.885502 154 207 0 717 846 0 308 403 106 307 453 144
1680814800.0 136.885512 154 189 0 718 798 0 326 296 115 313 288 152
1680814800.0 136.885522 155 183 0 722 761 0 322 306 111 323 280 147
1680814800.0 136.888502 155 206 0 710 853 0 317 403 109 326 435 147
1680814800.0 136.888512 155 190 0 708 804 0 328 306 118 331 289 154
1680814800.0 136.888522 155 182 0 717 762 0 328 314 113 314 279 144
