Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1681333200.0 10824.502 297 209 0 890 967 0 882 285 137 576 492 184
1681333200.0 10824.503 295 213 0 892 978 0 883 299 127 568 512 178
1681333200.0 10824.506 296 212 0 895 960 0 867 299 126 577 502 175
1681333200.0 10824.507 294 214 0 891 983 0 882 301 131 579 522 175
1681333200.0 10824.582 296 255 0 890 1032 0 888 372 148 595 573 194
1681333200.0 10824.583 293 267 0 898 1052 0 885 390 149 639 633 201
1681333200.0 10824.586 283 255 0 883 1042 0 878 354 157 631 548 204
1681333200.0 10824.587 295 265 0 905 1049 0 882 379 145 728 576 198
1681333200.0 10824.592 294 700 0 895 1738 0 883 1215 294 593 1296 348
1681333200.0 10824.593 296 708 0 894 1705 0 883 1209 295 571 1322 350
1681333200.0 10824.596 295 701 0 885 1807 0 876 1233 284 643 1315 331
1681333200.0 10824.597 295 711 0 892 1697 0 874 1181 294 570 1284 343
1681333200.0 10842.502 290 207 0 898 971 0 866 289 124 571 497 184
1681333200.0 10842.503 292 214 0 889 974 0 852 288 132 574 519 184
1681333200.0 10842.506 291 207 0 886 961 0 865 283 126 579 491 177
1681333200.0 10842.507 290 211 0 879 969 0 868 305 128 588 526 175
1681333200.0 11634.502 466 236 0 1297 1003 0 1386 301 131 1472 355 178
1681333200.0 11634.503 451 241 0 1278 1017 0 1367 312 132 1379 369 192
1681333200.0 11634.504 461 192 NA 1292 945 NA 605 159 NA 516 214 NA
1681333200.0 11634.506 461 237 0 1289 997 0 606 292 132 561 350 184
1681333200.0 11634.507 478 241 0 1298 1011 0 623 291 136 559 351 184
1681333200.0 11634.508 459 191 NA 1277 950 NA 608 169 NA 530 221 NA
1681333200.0 11634.514 480 181 NA 1294 783 NA 564 150 NA 470 196 NA
1681333200.0 11634.524 481 176 NA 1294 754 NA 580 170 NA 491 208 NA
1681333200.0 11634.582 479 284 0 1293 1060 0 595 358 153 548 387 202
1681333200.0 11634.583 458 291 0 1287 1080 0 609 361 162 565 363 212
1681333200.0 11634.586 458 283 0 1285 1056 0 601 361 153 565 364 200
1681333200.0 11634.587 480 293 0 1273 1077 0 576 377 155 529 374 206
1681333200.0 11634.592 463 714 0 1293 1598 0 1537 1367 387 1483 1242 444
1681333200.0 11634.593 463 722 0 1281 1611 0 1525 1373 365 1478 1232 417
1681333200.0 11634.596 462 718 0 1286 1588 0 1531 1376 360 1480 1251 420
1681333200.0 11634.597 461 722 0 1295 1596 0 1526 1371 394 1482 1225 443
1681333200.0 11650.502 434 231 0 1260 996 0 1172 278 125 1162 341 186
1681333200.0 11650.503 460 241 0 1257 1011 0 572 290 122 550 361 169
1681333200.0 11650.504 467 193 NA 1267 945 NA 549 165 NA 464 227 NA
1681333200.0 11650.506 437 233 0 1261 998 0 1157 265 130 1145 329 169
1681333200.0 11650.507 429 239 0 1272 1013 0 1308 289 136 1370 350 181
1681333200.0 11650.508 461 191 NA 1270 951 NA 553 167 NA 508 219 NA
1681333200.0 136.885502 176 203 0 717 964 0 247 348 91 360 511 133
