Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1681160400.0 10824.502 298 210 0 888 968 0 890 303 128 580 511 174
1681160400.0 10824.503 296 218 0 903 976 0 874 280 132 561 461 184
1681160400.0 10824.504 299 160 NA 892 923 NA 870 170 NA 571 350 NA
1681160400.0 10824.506 297 212 0 900 968 0 858 290 132 518 494 184
1681160400.0 10824.507 296 214 0 898 975 0 892 315 136 598 522 188
1681160400.0 10824.508 296 157 NA 897 910 NA 895 167 NA 566 368 NA
1681160400.0 10824.512 295 183 0 892 797 0 893 206 93 584 272 144
1681160400.0 10824.513 297 187 0 901 799 0 886 202 98 563 258 150
1681160400.0 10824.514 296 149 NA 910 756 NA 881 109 NA 569 162 NA
1681160400.0 10824.522 297 176 0 896 764 0 882 204 101 576 266 150
1681160400.0 10824.523 296 180 0 890 773 0 872 211 100 546 301 154
1681160400.0 10824.524 297 145 NA 887 731 NA 883 116 NA 566 167 NA
1681160400.0 10824.582 296 256 0 883 1038 0 866 377 142 556 578 189
1681160400.0 10824.583 292 265 0 895 1040 0 904 365 145 618 561 200
1681160400.0 10824.586 294 256 0 895 1040 0 881 357 145 587 532 192
1681160400.0 10824.587 292 264 0 900 1035 0 877 363 153 585 535 215
1681160400.0 10824.592 297 694 0 887 1752 0 878 1263 288 596 1365 344
1681160400.0 10824.593 295 703 0 886 1686 0 884 1253 313 581 1352 358
1681160400.0 10824.596 295 697 0 885 1754 0 875 1225 287 579 1349 334
1681160400.0 10824.597 298 707 0 899 1773 0 882 1248 299 581 1341 360
1681160400.0 10842.502 293 207 0 901 965 0 864 279 123 562 498 177
1681160400.0 10842.503 293 213 0 883 974 0 881 290 125 584 497 169
1681160400.0 10842.504 293 159 NA 896 917 NA 875 171 NA 590 374 NA
1681160400.0 10842.506 290 205 0 887 968 0 883 299 125 553 512 178
1681160400.0 10842.507 292 215 0 882 986 0 859 303 125 563 509 174
1681160400.0 10842.508 292 157 NA 891 921 NA 858 192 NA 566 380 NA
1681160400.0 11634.502 458 237 0 1293 1000 0 611 294 129 531 341 180
1681160400.0 11634.503 478 241 0 1284 1008 0 581 287 141 528 338 195
1681160400.0 11634.504 484 192 NA 1272 956 NA 583 168 NA 478 224 NA
1681160400.0 11634.506 460 238 0 1286 1006 0 605 288 132 538 338 181
1681160400.0 11634.507 473 242 0 1291 1013 0 608 297 135 526 348 192
1681160400.0 11634.508 482 191 NA 1297 943 NA 579 172 NA 474 220 NA
1681160400.0 11634.512 457 217 0 1272 824 0 585 279 98 505 339 161
1681160400.0 11634.513 478 218 0 1282 822 0 604 272 100 530 330 152
1681160400.0 11634.514 485 179 NA 1285 785 NA 585 160 NA 491 217 NA
1681160400.0 11634.522 473 212 0 1283 802 0 589 256 99 501 305 148
1681160400.0 11634.523 485 211 0 1308 794 0 573 267 93 484 308 144
1681160400.0 11634.524 477 176 NA 1283 753 NA 597 159 NA 498 206 NA
1681160400.0 11634.582 479 284 0 1290 1063 0 585 356 150 504 366 203
1681160400.0 11634.583 464 296 0 1280 1070 0 604 355 158 537 360 210
1681160400.0 11634.586 454 284 0 1286 1063 0 608 361 145 536 366 191
1681160400.0 11634.587 478 296 0 1269 1067 0 591 369 159 513 372 219
1681160400.0 11634.592 461 718 0 1298 1602 0 1526 1361 351 1462 1249 403
1681160400.0 11634.593 460 726 0 1272 1596 0 1507 1423 386 1453 1296 436
1681160400.0 11634.596 463 717 0 1300 1599 0 1522 1391 358 1456 1260 408
1681160400.0 11634.597 460 721 0 1300 1604 0 1498 1367 370 1451 1238 417
1681160400.0 11650.502 461 233 0 1259 995 0 548 271 123 486 322 174
1681160400.0 11650.503 444 240 0 1250 1015 0 587 273 124 533 333 175
1681160400.0 11650.504 445 191 NA 1281 943 NA 543 159 NA 486 225 NA
1681160400.0 11650.506 462 232 0 1270 998 0 566 273 126 496 331 178
1681160400.0 11650.507 464 238 0 1260 1011 0 545 290 136 491 355 188
1681160400.0 11650.508 465 193 NA 1270 962 NA 543 168 NA 479 215 NA
1681160400.0 136.885502 175 199 0 723 944 0 262 358 91 414 530 145
1681160400.0 136.885512 177 181 0 725 791 0 256 240 101 389 261 148
1681160400.0 136.885522 177 175 0 724 770 0 256 244 96 373 264 146
1681160400.0 136.888502 177 200 0 714 949 0 262 373 96 387 523 145
1681160400.0 136.888512 173 183 0 717 781 0 264 242 99 383 253 144
1681160400.0 136.888522 178 175 0 716 768 0 287 245 98 408 268 147
