Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1680728400.0 10824.502 296 209 0 895 969 0 879 316 124 592 523 171
1680728400.0 10824.503 266 216 0 906 983 0 1053 315 129 671 532 183
1680728400.0 10824.504 264 158 NA 888 917 NA 889 173 NA 601 356 NA
1680728400.0 10824.506 296 207 0 900 966 0 873 321 130 563 563 182
1680728400.0 10824.507 297 213 0 886 972 0 874 327 130 579 533 181
1680728400.0 10824.508 296 158 NA 897 909 NA 872 184 NA 562 389 NA
1680728400.0 10824.512 295 184 0 879 786 0 900 206 98 557 277 160
1680728400.0 10824.513 268 188 0 898 798 0 915 216 97 626 278 151
1680728400.0 10824.514 296 148 NA 897 755 NA 875 100 NA 549 162 NA
1680728400.0 10824.522 296 177 0 894 771 0 885 208 110 578 291 159
1680728400.0 10824.523 295 179 0 887 773 0 882 200 98 568 277 142
1680728400.0 10824.524 297 143 NA 891 726 NA 883 119 NA 570 169 NA
1680728400.0 10824.582 297 255 0 894 1028 0 876 345 147 569 554 194
1680728400.0 10824.583 296 268 0 885 1040 0 890 367 153 594 579 205
1680728400.0 10824.586 280 199 0 887 1023 0 878 385 147 557 597 200
1680728400.0 10824.587 272 267 0 891 1053 0 891 351 149 570 552 201
1680728400.0 10824.592 296 717 0 902 1724 0 901 1189 300 602 1324 352
1680728400.0 10824.593 296 726 0 885 1706 0 891 1223 308 603 1339 363
1680728400.0 10824.596 296 723 0 888 1730 0 902 1217 290 606 1319 341
1680728400.0 10824.597 296 728 0 893 1770 0 888 1187 293 594 1308 352
1680728400.0 10842.502 291 205 0 890 958 0 842 308 124 612 545 173
1680728400.0 10842.503 291 214 0 899 971 0 855 305 138 582 534 187
1680728400.0 10842.504 290 103 NA 897 918 NA 876 178 NA 569 394 NA
1680728400.0 10842.506 260 208 0 887 970 0 853 301 120 587 517 173
1680728400.0 10842.507 291 213 0 889 976 0 860 317 149 584 559 200
1680728400.0 10842.508 291 156 NA 895 911 NA 884 177 NA 573 388 NA
1680728400.0 11634.502 484 232 0 1276 986 0 585 294 125 497 361 177
1680728400.0 11634.503 483 241 0 1293 1010 0 561 303 146 458 350 197
1680728400.0 11634.504 481 191 NA 1270 960 NA 566 166 NA 479 222 NA
1680728400.0 11634.506 486 212 0 1281 1000 0 578 307 132 502 377 184
1680728400.0 11634.507 485 241 0 1268 1023 0 564 306 140 556 366 190
1680728400.0 11634.508 483 190 NA 1285 947 NA 561 160 NA 462 219 NA
1680728400.0 11634.512 483 216 0 1303 829 0 570 278 97 475 337 149
1680728400.0 11634.513 485 219 0 1302 815 0 565 272 94 462 337 139
1680728400.0 11634.514 486 182 NA 1297 778 NA 581 148 NA 480 206 NA
1680728400.0 11634.522 463 212 0 1288 802 0 580 266 105 498 338 155
1680728400.0 11634.523 482 214 0 1297 802 0 563 276 101 482 331 147
1680728400.0 11634.524 483 174 NA 1284 753 NA 570 155 NA 476 195 NA
1680728400.0 11634.582 483 286 0 1278 1060 0 569 352 151 537 356 205
1680728400.0 11634.583 486 293 0 1280 1070 0 587 342 148 533 340 201
1680728400.0 11634.586 482 284 0 1295 1061 0 597 351 149 519 365 199
1680728400.0 11634.587 488 294 0 1305 1076 0 588 358 167 524 397 224
1680728400.0 11634.592 486 737 0 1309 1590 0 1521 1329 354 1481 1202 418
1680728400.0 11634.593 483 747 0 1290 1599 0 1500 1330 375 1482 1199 449
1680728400.0 11634.596 483 740 0 1292 1593 0 570 1323 379 504 1229 432
1680728400.0 11634.597 484 745 0 1309 1575 0 1522 1342 375 1477 1208 428
1680728400.0 11650.502 468 233 0 1268 994 0 542 280 134 473 361 185
1680728400.0 11650.503 468 237 0 1277 1002 0 538 277 123 480 348 172
1680728400.0 11650.504 465 192 NA 1278 947 NA 557 163 NA 483 218 NA
1680728400.0 11650.506 466 233 0 1265 987 0 537 283 127 468 358 175
1680728400.0 11650.507 466 240 0 1272 1016 0 556 286 142 510 352 195
1680728400.0 11650.508 467 192 NA 1267 952 NA 551 157 NA 491 210 NA
1680728400.0 136.885502 176 199 0 718 952 0 256 364 87 383 534 134
1680728400.0 136.885512 175 179 0 716 784 0 265 243 95 425 266 150
1680728400.0 136.885522 176 175 0 724 768 0 265 232 92 405 244 137
1680728400.0 136.888502 177 198 0 712 951 0 278 373 89 411 547 140
1680728400.0 136.888512 176 182 0 718 785 0 263 258 107 406 280 154
1680728400.0 136.888522 134 175 0 717 768 0 289 246 94 433 277 137
