Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1680386400.0 1.0 52 70 127 NA NA NA NA NA 97 146 183 NA NA NA NA NA 1511 275 797 NA NA NA NA NA 1572 310 835 NA NA NA NA NA
1680386400.0 10.0 NA 79 193 0 NA NA NA NA NA 147 257 0 NA NA NA NA NA 1772 1606 397 NA NA NA NA NA 1829 1699 440 NA NA NA NA
1680386400.0 1000.0 NA 216 124 0 41 NA NA NA NA 288 181 0 78 NA NA NA NA 2397 464 415 118 NA NA NA NA 2471 504 445 132 NA NA NA
1680386400.0 1001.0 NA 192 169 0 0 0 0 0 NA 250 218 0 0 0 0 0 NA 1454 296 5 40 529 27 579 NA 1523 313 19 46 550 38 598
1680386400.0 1002.0 NA 210 60 NA NA NA NA NA NA 275 99 NA NA NA NA NA NA 1882 132 NA NA NA NA NA NA 1962 147 NA NA NA NA NA
1680386400.0 10021.0 NA 86 127 0 NA NA NA NA NA 177 180 0 NA NA NA NA NA 491 529 179 NA NA NA NA NA 564 616 211 NA NA NA NA
1680386400.0 10023.0 NA 86 131 0 NA NA NA NA NA 176 181 0 NA NA NA NA NA 431 371 188 NA NA NA NA NA 533 459 220 NA NA NA NA
1680386400.0 10024.0 NA 92 132 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 504 508 212 NA NA NA NA NA 615 629 241 NA NA NA NA
1680386400.0 10025.0 NA 86 129 0 NA NA NA NA NA 176 180 0 NA NA NA NA NA 455 393 195 NA NA NA NA NA 525 480 216 NA NA NA NA
1680386400.0 10026.0 NA 91 133 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 522 566 213 NA NA NA NA NA 622 675 235 NA NA NA NA
1680386400.0 1003.0 NA 175 0 NA NA NA NA NA NA 246 0 NA NA NA NA NA NA 2282 286 NA NA NA NA NA NA 2392 326 NA NA NA NA NA
1680386400.0 1004.0 NA 176 132 0 0 0 0 NA NA 237 180 0 0 0 0 NA NA 403 176 6 40 574 532 NA NA 464 201 10 46 591 540 NA
1680386400.0 101.0 82 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 737 NA NA NA NA NA NA NA 751 NA NA NA NA NA NA NA
1680386400.0 102.0 83 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 548 NA NA NA NA NA NA NA 559 NA NA NA NA NA NA NA
1680386400.0 10224.0 NA 125 201 0 NA NA NA NA NA 190 277 0 NA NA NA NA NA 2254 1903 226 NA NA NA NA NA 3376 2789 279 NA NA NA NA
1680386400.0 10225.0 NA 124 193 0 NA NA NA NA NA 194 275 0 NA NA NA NA NA 2263 1804 222 NA NA NA NA NA 3477 3011 260 NA NA NA NA
