Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1689195600.0 11634.504 243 137 NA 872 965 NA 315 152 NA 259 229 NA
1689195600.0 11634.508 241 136 NA 884 962 NA 305 157 NA 243 246 NA
1689195600.0 11634.524 240 121 NA 885 768 NA 307 147 NA 252 241 NA
1689195600.0 11634.583 241 243 0 881 1094 0 312 377 198 261 436 296
1689195600.0 11634.587 243 245 0 881 1086 0 305 389 201 251 446 295
1689195600.0 11634.592 240 638 0 870 1636 0 313 1364 329 265 1306 406
1689195600.0 11634.593 238 649 0 878 1621 0 311 1355 329 264 1292 410
1689195600.0 11634.596 243 639 0 873 1612 0 310 1375 331 261 1329 415
1689195600.0 11634.597 243 647 0 881 1616 0 313 1391 332 263 1336 409
1689195600.0 11650.508 236 136 NA 880 973 NA 343 152 NA 808 230 NA
1689195600.0 12434.504 445 171 NA 1340 996 NA 716 219 NA 567 308 NA
1689195600.0 12434.508 440 169 NA 1343 981 NA 725 218 NA 580 307 NA
1689195600.0 12434.514 443 160 NA 1362 822 NA 728 212 NA 579 307 NA
1689195600.0 12434.583 448 264 0 1363 1102 0 700 501 197 555 548 294
1689195600.0 12434.587 443 267 0 1339 1120 0 718 498 193 568 542 279
1689195600.0 12434.592 447 710 0 1359 1698 0 865 1654 410 743 1537 490
1689195600.0 12434.593 446 715 0 1339 1698 0 835 1683 409 720 1509 490
1689195600.0 12434.596 449 708 0 1337 1699 0 836 1664 401 721 1511 479
1689195600.0 12434.597 453 715 0 1342 1677 0 833 1690 412 722 1522 491
1689195600.0 12450.508 440 170 NA 1366 993 NA 692 214 NA 562 292 NA
