Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1689109200.0 11634.502 239 188 0 873 1012 0 290 287 142 228 346 202
1689109200.0 11634.503 238 197 0 872 1034 0 283 282 144 222 357 199
1689109200.0 11634.504 243 104 NA 878 961 NA 290 133 NA 235 196 NA
1689109200.0 11634.506 240 189 0 878 1020 0 288 277 141 225 338 195
1689109200.0 11634.507 241 195 0 885 1035 0 290 285 152 225 342 208
1689109200.0 11634.508 244 138 NA 879 963 NA 294 134 NA 230 195 NA
1689109200.0 11634.512 239 158 0 879 829 0 285 250 106 225 319 164
1689109200.0 11634.513 240 162 0 873 844 0 282 252 103 221 319 166
1689109200.0 11634.514 245 126 NA 872 790 NA 289 120 NA 231 177 NA
1689109200.0 11634.522 241 154 0 889 801 0 288 237 112 236 308 165
1689109200.0 11634.523 238 155 0 895 805 0 282 228 110 222 290 161
1689109200.0 11634.524 243 123 NA 885 759 NA 279 122 NA 221 181 NA
1689109200.0 11634.582 241 231 0 887 1076 0 285 326 161 225 364 219
1689109200.0 11634.583 238 244 0 883 1086 0 283 354 176 222 392 243
1689109200.0 11634.586 242 231 0 886 1077 0 281 345 158 223 391 213
1689109200.0 11634.587 241 241 0 874 1083 0 287 357 171 226 387 234
1689109200.0 11634.592 242 643 0 877 1586 0 294 1286 309 242 1189 366
1689109200.0 11634.593 241 646 0 885 1603 0 294 1272 303 243 1176 361
1689109200.0 11634.596 238 645 0 884 1574 0 292 1448 306 242 1375 364
1689109200.0 11634.597 241 649 0 870 1636 0 290 1279 309 244 1173 369
1689109200.0 11650.502 234 184 0 868 1008 0 265 270 139 213 344 200
1689109200.0 11650.503 235 194 0 867 1036 0 265 279 143 221 360 205
1689109200.0 11650.504 234 136 NA 867 958 NA 275 131 NA 232 191 NA
1689109200.0 11650.506 235 186 0 877 1020 0 269 272 143 226 342 203
1689109200.0 11650.507 234 192 0 875 1027 0 269 278 147 223 351 208
1689109200.0 11650.508 235 134 NA 872 968 NA 269 135 NA 220 206 NA
1689109200.0 12434.502 440 209 0 1337 1037 0 650 359 141 508 422 201
1689109200.0 12434.503 442 214 0 1347 1033 0 647 357 150 507 406 209
1689109200.0 12434.504 439 168 NA 1339 996 NA 662 195 NA 511 272 NA
1689109200.0 12434.506 439 209 0 1329 1024 0 647 366 139 494 428 194
1689109200.0 12434.507 442 214 0 1329 1034 0 660 365 152 502 421 209
1689109200.0 12434.508 448 168 NA 1338 990 NA 662 193 NA 511 254 NA
1689109200.0 12434.512 440 190 0 1356 871 0 649 326 111 495 404 165
1689109200.0 12434.513 447 194 0 1369 869 0 665 336 111 517 405 164
1689109200.0 12434.514 447 158 NA 1345 818 NA 657 179 NA 502 236 NA
1689109200.0 12434.522 438 188 0 1332 837 0 649 332 115 496 375 174
1689109200.0 12434.523 445 189 0 1362 846 0 652 345 107 498 397 160
1689109200.0 12434.524 442 155 NA 1319 801 NA 657 179 NA 496 223 NA
1689109200.0 12434.582 445 255 0 1349 1110 0 649 429 161 496 437 216
1689109200.0 12434.583 443 264 0 1345 1113 0 659 440 175 514 434 242
1689109200.0 12434.586 444 253 0 1339 1097 0 661 419 155 521 432 213
1689109200.0 12434.587 448 266 0 1345 1109 0 665 439 174 516 435 238
1689109200.0 12434.592 444 727 0 1351 1704 0 770 2575 368 657 2418 428
1689109200.0 12434.593 445 714 0 1332 1703 0 773 1552 394 656 1375 460
1689109200.0 12434.596 451 723 0 1359 1700 0 766 2572 377 657 2401 436
1689109200.0 12434.597 448 716 0 1351 1678 0 777 1570 388 665 1371 447
1689109200.0 12450.502 433 208 0 1336 1032 0 618 350 138 499 410 199
1689109200.0 12450.503 435 217 0 1335 1061 0 617 349 149 488 417 207
1689109200.0 12450.504 435 169 NA 1364 989 NA 633 190 NA 506 255 NA
1689109200.0 12450.506 437 209 0 1339 1022 0 634 330 143 499 395 202
1689109200.0 12450.507 433 216 0 1331 1030 0 630 353 149 497 423 210
1689109200.0 12450.508 430 168 NA 1338 983 NA 631 187 NA 500 248 NA
1689109200.0 141.008506 419 215 0 1339 1048 0 2237 611 101 895 441 154
1689109200.0 141.008512 420 198 0 1339 865 0 2254 360 112 900 378 174
1689109200.0 141.008522 420 196 0 1349 846 0 2223 374 104 900 369 165
