Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1680469200.0 1.0 83 120 183 NA NA NA NA NA NA 257 222 397 NA NA NA NA NA NA 1351 372 960 NA NA NA NA NA NA 1493 998 1855 NA NA NA NA NA NA
1680469200.0 10.0 NA 145 301 0 NA NA NA NA NA NA 277 541 0 NA NA NA NA NA NA 1461 2976 466 NA NA NA NA NA NA 1066 2946 639 NA NA NA NA NA
1680469200.0 1000.0 NA 275 151 0 69 NA NA NA NA NA 538 324 0 171 NA NA NA NA NA 2655 821 379 327 NA NA NA NA NA 3475 1438 776 444 NA NA NA NA
1680469200.0 10001.0 NA 222 440 0 87 93 NA NA NA NA 450 812 0 204 223 NA NA NA NA 2508 1754 496 411 600 NA NA NA NA 2294 3754 1383 1023 1340 NA NA NA
1680469200.0 10002.0 NA 219 438 0 88 94 NA NA NA NA 444 778 0 210 231 NA NA NA NA 2568 1781 489 408 582 NA NA NA NA 1758 4101 916 882 796 NA NA NA
1680469200.0 10003.0 NA 221 442 0 90 94 NA NA NA NA 449 796 0 206 231 NA NA NA NA 2613 1784 492 419 600 NA NA NA NA 1786 3491 1109 2354 1097 NA NA NA
1680469200.0 10004.0 NA 222 438 0 87 92 NA NA NA NA 437 860 0 205 232 NA NA NA NA 2590 1732 487 400 603 NA NA NA NA 1487 3538 1106 650 1159 NA NA NA
1680469200.0 10005.0 NA 217 438 0 87 94 NA NA NA NA 445 847 0 204 232 NA NA NA NA 2587 1744 486 391 591 NA NA NA NA 2004 3186 780 637 883 NA NA NA
1680469200.0 10006.0 NA 219 428 0 86 87 NA NA NA NA 460 776 0 207 217 NA NA NA NA 2518 1683 493 392 550 NA NA NA NA 1560 2390 830 937 802 NA NA NA
1680469200.0 10007.0 NA 221 433 0 115 87 NA NA NA NA 455 781 0 284 217 NA NA NA NA 2569 1779 486 552 572 NA NA NA NA 1552 3341 931 987 1038 NA NA NA
1680469200.0 10008.0 NA 223 434 0 114 88 NA NA NA NA 454 806 0 278 225 NA NA NA NA 2615 1802 492 567 570 NA NA NA NA 1604 3819 899 959 1028 NA NA NA
1680469200.0 10009.0 NA 218 437 0 114 91 NA NA NA NA 449 781 0 283 224 NA NA NA NA 2568 1777 495 555 567 NA NA NA NA 1712 4051 762 883 885 NA NA NA
1680469200.0 1001.0 NA 266 126 0 0 0 0 0 0 NA 485 261 0 0 0 0 0 0 NA 2259 501 114 100 136 279 155 277 NA 4179 2419 368 869 874 509 323 370
1680469200.0 1001.2 NA 508 166 0 0 0 0 NA NA NA 922 332 0 0 0 0 NA NA NA 10780 1138 131 161 156 178 NA NA NA 6666 1479 210 525 278 559 NA NA
1680469200.0 1001.3 NA 465 194 0 NA NA NA NA NA NA 832 339 0 NA NA NA NA NA NA 4268 975 270 NA NA NA NA NA NA 4088 1374 394 NA NA NA NA NA
1680469200.0 1002.0 NA 282 78 NA NA NA NA NA NA NA 502 164 NA NA NA NA NA NA NA 2660 245 NA NA NA NA NA NA NA 3429 320 NA NA NA NA NA NA
1680469200.0 1002.3 NA 466 151 0 NA NA NA NA NA NA 837 317 0 NA NA NA NA NA NA 4558 905 287 NA NA NA NA NA NA 3638 1435 1048 NA NA NA NA NA
