Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1680901200.0 10824.502 289 166 0 867 896 0 850 324 142 547 568 218
1680901200.0 10824.503 290 172 0 875 912 0 858 336 143 591 588 217
1680901200.0 10824.504 289 115 NA 861 848 NA 856 180 NA 575 402 NA
1680901200.0 10824.506 289 165 0 867 900 0 879 310 135 615 549 199
1680901200.0 10824.507 293 168 0 873 904 0 861 285 152 573 535 235
1680901200.0 10824.508 290 111 NA 872 849 NA 841 186 NA 539 401 NA
1680901200.0 10824.512 290 139 0 862 714 0 857 205 99 567 298 166
1680901200.0 10824.513 289 141 0 865 710 0 877 220 112 590 321 184
1680901200.0 10824.514 292 104 NA 863 674 NA 851 95 NA 574 166 NA
1680901200.0 10824.522 288 133 0 864 688 0 868 200 103 588 314 172
1680901200.0 10824.523 292 133 0 858 689 0 852 225 101 574 317 169
1680901200.0 10824.524 260 99 NA 863 650 NA 859 109 NA 607 175 NA
1680901200.0 10824.582 294 203 0 856 967 0 872 351 156 594 555 233
1680901200.0 10824.583 289 217 0 871 981 0 850 363 169 543 565 230
1680901200.0 10824.586 286 210 0 863 962 0 841 366 150 524 575 217
1680901200.0 10824.587 289 223 0 868 981 0 859 353 165 592 544 239
1680901200.0 10824.592 293 659 0 867 1683 0 878 1139 299 574 1258 383
1680901200.0 10824.593 288 669 0 870 1668 0 851 1106 290 586 1201 379
1680901200.0 10824.596 289 660 0 855 1690 0 864 1095 304 580 1234 384
1680901200.0 10824.597 288 663 0 862 1685 0 877 1099 291 594 1260 385
1680901200.0 10842.502 284 163 0 859 889 0 850 312 134 551 551 213
1680901200.0 10842.503 288 167 0 856 915 0 865 297 138 583 562 215
1680901200.0 10842.504 288 114 NA 856 847 NA 865 184 NA 653 444 NA
1680901200.0 10842.506 288 162 0 866 891 0 848 312 128 581 606 192
1680901200.0 10842.507 283 167 0 870 914 0 846 318 142 576 589 213
1680901200.0 10842.508 284 113 NA 869 850 NA 845 180 NA 569 424 NA
1680901200.0 11634.502 409 185 0 1212 927 0 600 319 132 492 420 201
1680901200.0 11634.503 408 187 0 1233 942 0 599 321 143 500 422 211
1680901200.0 11634.504 428 147 NA 1228 879 NA 591 171 NA 501 248 NA
1680901200.0 11634.506 424 190 0 1203 929 0 584 295 136 502 388 208
1680901200.0 11634.507 411 199 0 1226 942 0 589 317 163 538 398 244
1680901200.0 11634.508 427 147 NA 1232 883 NA 560 169 NA 484 236 NA
1680901200.0 11634.512 437 172 0 1213 740 0 587 277 113 505 385 181
1680901200.0 11634.513 431 174 0 1221 739 0 589 281 104 499 387 174
1680901200.0 11634.514 413 136 NA 1210 706 NA 593 158 NA 474 237 NA
1680901200.0 11634.522 409 169 0 1221 722 0 583 269 112 483 368 179
1680901200.0 11634.523 412 165 0 1212 725 0 588 286 97 517 388 160
1680901200.0 11634.524 413 130 NA 1224 673 NA 576 146 NA 489 217 NA
1680901200.0 11634.582 428 239 0 1210 992 0 571 351 145 476 410 210
1680901200.0 11634.583 410 246 0 1217 1001 0 584 356 153 475 396 218
1680901200.0 11634.586 407 241 0 1217 992 0 571 374 168 477 447 248
1680901200.0 11634.587 406 249 0 1209 996 0 595 369 164 493 430 242
1680901200.0 11634.592 429 677 0 1221 1506 0 715 1258 378 639 1176 451
1680901200.0 11634.593 410 684 0 1219 1529 0 584 1330 354 489 1206 432
1680901200.0 11634.596 416 677 0 1209 1546 0 711 1295 357 622 1195 426
1680901200.0 11634.597 405 688 0 1219 1546 0 603 1264 390 499 1153 467
1680901200.0 11650.502 391 188 0 1203 923 0 577 299 125 505 403 186
1680901200.0 11650.503 394 192 0 1201 940 0 547 283 147 513 382 217
1680901200.0 11650.504 392 146 NA 1206 888 NA 555 154 NA 484 227 NA
1680901200.0 11650.506 384 188 0 1212 924 0 566 276 129 489 378 187
1680901200.0 11650.507 389 195 0 1185 943 0 548 288 147 482 386 217
1680901200.0 11650.508 421 148 NA 1204 883 NA 539 159 NA 479 227 NA
1680901200.0 136.885502 168 153 0 249 878 0 277 379 103 434 576 180
1680901200.0 136.885512 172 135 0 249 709 0 260 260 102 417 306 179
1680901200.0 136.885522 173 131 0 247 692 0 263 255 104 419 305 172
1680901200.0 136.888502 171 154 0 245 889 0 264 375 103 390 572 171
1680901200.0 136.888512 171 136 0 250 708 0 282 268 110 420 320 186
1680901200.0 136.888522 171 130 0 246 691 0 256 261 105 382 319 171
