Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1681160400.0 10824.502 293 162 0 862 896 0 844 320 124 542 568 187
1681160400.0 10824.513 264 140 0 868 714 0 845 218 100 604 330 167
1681160400.0 10824.522 293 132 0 868 688 0 855 197 110 569 291 188
1681160400.0 10824.524 293 99 NA 876 650 NA 857 94 NA 569 152 NA
1681160400.0 10824.586 293 211 0 868 955 0 850 361 154 555 570 221
1681160400.0 10824.597 265 683 0 874 1710 0 869 1134 281 607 1271 347
1681160400.0 10842.504 288 113 NA 855 854 NA 872 166 NA 638 391 NA
1681160400.0 11634.503 436 199 0 1219 943 0 590 313 153 498 410 225
1681160400.0 11634.504 437 146 NA 1206 878 NA 555 164 NA 482 235 NA
1681160400.0 11634.507 437 197 0 1214 941 0 588 307 159 506 399 225
1681160400.0 11634.586 441 239 0 1226 991 0 578 342 158 491 403 238
1681160400.0 11634.587 435 249 0 1217 1005 0 594 375 174 496 441 247
1681160400.0 11634.592 425 692 0 1208 1534 0 706 1264 396 651 1194 491
1681160400.0 11634.596 425 692 0 1203 1546 0 721 1225 390 659 1166 462
1681160400.0 136.885502 173 154 0 249 884 0 267 341 98 411 517 176
1681160400.0 136.888512 172 137 0 230 710 0 284 247 106 408 291 176
