Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1680469200.0 10824.502 292 166 0 870 904 0 888 349 138 580 595 217
1680469200.0 10824.503 293 170 0 866 910 0 872 360 154 532 665 230
1680469200.0 10824.504 276 112 NA 868 850 NA 927 179 NA 611 383 NA
1680469200.0 10824.506 292 164 0 862 898 0 898 317 146 558 521 219
1680469200.0 10824.507 293 172 0 875 909 0 912 349 170 589 638 257
1680469200.0 10824.508 293 115 NA 862 883 NA 909 284 NA 611 508 NA
1680469200.0 10824.512 292 138 0 858 711 0 898 244 106 535 363 176
1680469200.0 10824.513 294 143 0 868 712 0 921 239 109 574 363 174
1680469200.0 10824.514 291 101 NA 863 676 NA 904 102 NA 595 197 NA
1680469200.0 10824.522 293 131 0 869 692 0 871 243 123 524 353 205
1680469200.0 10824.523 294 133 0 870 688 0 889 250 102 534 353 167
1680469200.0 10824.524 292 98 NA 870 649 NA 909 108 NA 646 195 NA
1680469200.0 10824.582 275 211 0 876 961 0 926 386 155 582 632 234
1680469200.0 10824.583 294 219 0 863 974 0 907 373 169 577 553 240
1680469200.0 10824.586 293 210 0 863 961 0 874 347 161 555 555 237
1680469200.0 10824.587 293 216 0 863 974 0 890 383 180 547 586 267
1680469200.0 10824.592 274 674 0 856 1718 0 919 1173 312 592 1364 413
1680469200.0 10824.593 293 677 0 864 1625 0 924 1135 322 589 1328 406
1680469200.0 10824.596 275 672 0 867 1642 0 924 1184 316 573 1339 414
1680469200.0 10824.597 294 680 0 859 1672 0 944 1116 302 600 1288 388
1680469200.0 10842.502 288 160 0 865 891 0 879 292 148 561 504 232
1680469200.0 10842.503 288 167 0 852 908 0 881 316 153 549 574 245
1680469200.0 10842.504 287 114 NA 863 889 NA 915 308 NA 622 538 NA
1680469200.0 10842.506 287 162 0 857 896 0 889 325 144 589 569 220
1680469200.0 10842.507 288 168 0 859 908 0 861 346 145 516 645 232
1680469200.0 10842.508 288 114 NA 855 847 NA 877 179 NA 612 391 NA
1680469200.0 11634.502 435 191 0 1218 926 0 581 300 142 489 374 223
1680469200.0 11634.503 436 197 0 1235 949 0 592 348 172 508 455 260
1680469200.0 11634.504 435 147 NA 1221 888 NA 604 178 NA 542 256 NA
1680469200.0 11634.506 436 190 0 1229 930 0 585 305 149 494 398 236
1680469200.0 11634.507 436 199 0 1201 942 0 574 331 152 498 433 226
1680469200.0 11634.508 435 146 NA 1195 882 NA 591 174 NA 516 241 NA
1680469200.0 11634.512 437 172 0 1197 744 0 600 314 114 508 424 193
1680469200.0 11634.513 432 176 0 1207 751 0 732 300 117 673 424 190
1680469200.0 11634.514 435 138 NA 1202 716 NA 599 178 NA 522 260 NA
1680469200.0 11634.522 436 169 0 1214 722 0 592 291 123 514 406 212
1680469200.0 11634.523 436 170 0 1217 727 0 719 285 104 678 403 185
1680469200.0 11634.524 436 134 NA 1218 679 NA 597 176 NA 506 237 NA
1680469200.0 11634.582 435 240 0 1205 988 0 574 371 167 491 428 249
1680469200.0 11634.583 437 248 0 1218 1011 0 581 373 178 498 436 256
1680469200.0 11634.586 433 240 0 1217 991 0 584 374 156 504 460 238
1680469200.0 11634.587 433 246 0 1217 1005 0 586 368 187 502 441 274
1680469200.0 11634.592 435 691 0 1201 1525 0 714 1415 376 677 1373 463
1680469200.0 11634.593 433 701 0 1222 1533 0 731 1377 373 684 1331 453
1680469200.0 11634.596 410 695 0 1211 1532 0 589 1271 380 513 1220 459
1680469200.0 11634.597 439 700 0 1219 1545 0 594 1253 378 514 1194 476
1680469200.0 11650.502 421 189 0 1208 922 0 565 301 149 504 403 237
1680469200.0 11650.503 422 193 0 1218 945 0 550 342 142 487 463 228
1680469200.0 11650.504 395 147 NA 1214 885 NA 545 168 NA 503 239 NA
1680469200.0 11650.506 422 188 0 1217 926 0 575 310 141 509 424 218
1680469200.0 11650.507 422 195 0 1202 939 0 682 320 148 610 430 216
1680469200.0 11650.508 422 146 NA 1199 883 NA 567 168 NA 512 231 NA
1680469200.0 136.885502 172 154 0 248 884 0 253 382 101 361 584 168
1680469200.0 136.885512 173 136 0 248 713 0 257 275 106 386 355 174
1680469200.0 136.885522 173 132 0 250 692 0 256 265 108 364 322 193
1680469200.0 136.888502 173 154 0 237 885 0 262 376 103 374 551 180
1680469200.0 136.888512 171 137 0 235 708 0 304 283 114 429 390 191
1680469200.0 136.888522 173 131 0 241 685 0 274 258 114 395 305 189
