Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1680814800.0 10824.502 292 165 0 871 903 0 854 319 137 542 707 246
1680814800.0 10824.503 293 172 0 868 920 0 845 319 139 552 725 254
1680814800.0 10824.504 292 112 NA 871 847 NA 867 179 NA 684 560 NA
1680814800.0 10824.506 292 165 0 877 898 0 859 315 142 786 763 273
1680814800.0 10824.507 294 171 0 857 912 0 849 319 146 732 886 276
1680814800.0 10824.508 294 112 NA 871 846 NA 856 177 NA 688 579 NA
1680814800.0 10824.512 293 138 0 865 712 0 851 227 109 557 427 219
1680814800.0 10824.513 293 142 0 863 710 0 860 227 102 567 425 225
1680814800.0 10824.514 293 109 NA 857 687 NA 861 113 NA 710 233 NA
1680814800.0 10824.522 293 133 0 868 689 0 844 217 111 553 382 225
1680814800.0 10824.523 293 134 0 868 695 0 861 211 110 560 371 231
1680814800.0 10824.524 293 99 NA 861 647 NA 860 103 NA 774 229 NA
1680814800.0 10824.582 263 210 0 866 963 0 863 361 158 749 777 249
1680814800.0 10824.583 293 222 0 871 981 0 856 364 165 714 794 282
1680814800.0 10824.586 293 211 0 865 968 0 846 366 154 544 747 263
1680814800.0 10824.587 293 218 0 855 973 0 838 363 164 531 690 303
1680814800.0 10824.592 293 670 0 857 1628 0 873 1136 311 743 1521 433
1680814800.0 10824.593 293 683 0 865 1684 0 850 1125 299 754 1396 436
1680814800.0 10824.596 295 671 0 871 1636 0 846 1153 313 639 1611 459
1680814800.0 10824.597 294 680 0 872 1698 0 864 1145 313 575 1621 444
1680814800.0 10842.502 289 161 0 858 895 0 850 303 135 700 648 270
1680814800.0 10842.503 288 169 0 859 909 0 852 311 137 693 713 275
1680814800.0 10842.504 289 112 NA 848 845 NA 852 178 NA 776 613 NA
1680814800.0 10842.506 289 162 0 858 895 0 845 304 138 783 777 238
1680814800.0 10842.507 289 168 0 858 905 0 846 300 140 752 742 265
1680814800.0 10842.508 289 113 NA 863 849 NA 848 177 NA 712 549 NA
1680814800.0 11634.502 435 191 0 1218 926 0 581 307 134 594 525 247
1680814800.0 11634.503 436 197 0 1223 939 0 563 310 144 476 514 273
1680814800.0 11634.504 437 146 NA 1225 879 NA 577 171 NA 644 314 NA
1680814800.0 11634.506 442 190 0 1209 930 0 588 312 143 609 548 255
1680814800.0 11634.507 437 199 0 1228 956 0 588 318 156 511 520 280
1680814800.0 11634.508 437 151 NA 1224 911 NA 584 284 NA 569 387 NA
1680814800.0 11634.512 440 172 0 1211 750 0 575 290 105 572 504 205
1680814800.0 11634.513 438 175 0 1209 740 0 579 285 108 481 457 213
1680814800.0 11634.514 436 136 NA 1226 702 NA 586 154 NA 590 293 NA
1680814800.0 11634.522 440 169 0 1239 717 0 580 276 116 565 462 230
1680814800.0 11634.523 438 170 0 1210 726 0 595 277 109 682 428 226
1680814800.0 11634.524 439 132 NA 1222 679 NA 589 163 NA 582 283 NA
1680814800.0 11634.582 437 239 0 1223 986 0 593 369 162 577 563 307
1680814800.0 11634.583 435 246 0 1221 993 0 575 364 167 576 505 276
1680814800.0 11634.586 440 240 0 1208 987 0 566 367 160 470 522 292
1680814800.0 11634.587 439 248 0 1208 1010 0 586 360 169 502 518 315
1680814800.0 11634.592 439 690 0 1216 1541 0 691 1279 402 623 1401 558
1680814800.0 11634.593 440 700 0 1247 1563 0 566 1298 371 487 1314 494
1680814800.0 11634.596 437 690 0 1210 1537 0 711 1271 369 637 1450 515
1680814800.0 11634.597 437 702 0 1218 1530 0 588 1265 393 588 1304 536
1680814800.0 11650.502 421 189 0 1190 923 0 566 300 137 601 480 269
1680814800.0 11650.503 418 194 0 1188 938 0 555 295 139 515 496 268
1680814800.0 11650.504 419 146 NA 1205 893 NA 551 167 NA 543 287 NA
1680814800.0 11650.506 416 188 0 1188 925 0 554 295 142 583 489 248
1680814800.0 11650.507 419 195 0 1212 940 0 561 300 148 565 464 247
1680814800.0 11650.508 420 146 NA 1206 884 NA 560 161 NA 566 290 NA
1680814800.0 136.885502 174 155 0 255 880 0 251 363 102 394 728 212
1680814800.0 136.885512 172 137 0 245 707 0 258 266 109 626 410 222
1680814800.0 136.885522 173 130 0 245 688 0 259 251 102 395 360 217
1680814800.0 136.888502 174 156 0 239 887 0 271 371 102 629 700 229
1680814800.0 136.888512 174 137 0 240 705 0 275 272 110 395 387 221
1680814800.0 136.888522 174 130 0 245 687 0 264 260 103 603 456 174
