Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1681074000.0 10824.502 294 167 0 875 901 0 861 321 144 604 565 216
1681074000.0 10824.513 290 139 0 858 712 0 877 213 101 645 335 172
1681074000.0 10824.522 292 131 0 859 688 0 839 212 107 531 303 183
1681074000.0 10824.523 295 134 0 876 685 0 852 211 102 574 299 174
1681074000.0 10824.524 295 99 NA 873 646 NA 860 97 NA 607 169 NA
1681074000.0 10824.586 294 210 0 856 960 0 851 363 150 583 586 225
1681074000.0 10824.587 294 220 0 878 973 0 842 387 164 555 599 241
1681074000.0 10824.597 294 678 0 865 1633 0 865 1089 295 634 1247 372
1681074000.0 10842.504 289 111 NA 865 853 NA 840 186 NA 566 431 NA
1681074000.0 11634.503 437 197 0 1207 947 0 724 305 135 667 407 210
1681074000.0 11634.504 436 147 NA 1218 895 NA 555 173 NA 494 248 NA
1681074000.0 11634.507 442 197 0 1225 931 0 594 327 155 503 409 228
1681074000.0 11634.513 437 173 0 1209 741 0 708 300 113 632 402 185
1681074000.0 11634.586 441 239 0 1221 985 0 579 357 155 496 416 232
1681074000.0 11634.587 437 248 0 1225 1004 0 714 350 175 642 398 252
1681074000.0 11634.592 429 684 0 1200 1531 0 706 1270 355 649 1193 439
1681074000.0 11634.596 420 677 0 1216 1523 0 711 1284 399 653 1193 481
1681074000.0 136.885502 172 153 0 242 877 0 250 362 100 372 555 172
1681074000.0 136.885522 174 130 0 247 688 0 259 255 107 381 304 176
1681074000.0 136.888512 173 137 0 236 708 0 275 273 105 399 326 182
