Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1680728400.0 10824.502 295 166 0 861 899 0 861 309 133 603 533 201
1680728400.0 10824.503 295 171 0 866 918 0 842 314 154 548 581 223
1680728400.0 10824.504 294 113 NA 870 854 NA 847 178 NA 551 407 NA
1680728400.0 10824.506 293 165 0 870 894 0 846 320 143 581 582 214
1680728400.0 10824.507 294 171 0 872 915 0 1004 294 156 604 584 236
1680728400.0 10824.508 293 111 NA 857 847 NA 849 188 NA 569 425 NA
1680728400.0 10824.512 293 141 0 865 712 0 840 227 102 515 332 167
1680728400.0 10824.513 291 140 0 859 718 0 889 203 100 625 286 168
1680728400.0 10824.514 293 104 NA 862 675 NA 857 97 NA 577 157 NA
1680728400.0 10824.522 294 133 0 858 686 0 841 197 112 566 266 186
1680728400.0 10824.523 294 136 0 875 685 0 845 199 102 549 292 170
1680728400.0 10824.524 295 100 NA 871 649 NA 858 95 NA 578 159 NA
1680728400.0 10824.582 293 212 0 875 962 0 839 358 148 540 593 220
1680728400.0 10824.583 293 221 0 862 985 0 846 357 178 545 577 245
1680728400.0 10824.586 294 209 0 865 959 0 828 348 154 530 547 227
1680728400.0 10824.587 293 219 0 872 977 0 859 382 164 587 602 240
1680728400.0 10824.592 293 672 0 865 1627 0 850 1117 283 550 1249 355
1680728400.0 10824.593 293 683 0 863 1668 0 831 1139 291 538 1242 367
1680728400.0 10824.596 295 672 0 863 1695 0 835 1134 283 537 1269 357
1680728400.0 10824.597 291 682 0 863 1615 0 885 1105 282 622 1260 361
1680728400.0 10842.502 289 162 0 853 890 0 855 316 133 554 545 203
1680728400.0 10842.503 287 166 0 870 909 0 840 302 142 538 544 217
1680728400.0 10842.504 289 111 NA 854 847 NA 842 187 NA 599 421 NA
1680728400.0 10842.506 289 163 0 858 892 0 952 287 138 605 559 212
1680728400.0 10842.507 288 169 0 857 905 0 829 292 143 559 547 221
1680728400.0 10842.508 288 114 NA 869 855 NA 825 166 NA 551 377 NA
1680728400.0 11634.502 436 191 0 1214 936 0 590 283 128 491 361 195
1680728400.0 11634.503 439 196 0 1222 948 0 573 298 136 482 391 200
1680728400.0 11634.504 436 145 NA 1208 891 NA 554 177 NA 475 255 NA
1680728400.0 11634.506 438 192 0 1226 935 0 555 309 134 478 411 200
1680728400.0 11634.507 440 197 0 1235 946 0 556 291 153 480 368 228
1680728400.0 11634.508 434 148 NA 1201 883 NA 564 172 NA 472 241 NA
1680728400.0 11634.512 436 172 0 1239 743 0 575 278 98 498 377 175
1680728400.0 11634.513 435 175 0 1208 743 0 563 264 102 474 360 164
1680728400.0 11634.514 438 134 NA 1216 703 NA 574 156 NA 499 228 NA
1680728400.0 11634.522 439 170 0 1230 728 0 582 260 110 488 353 189
1680728400.0 11634.523 436 170 0 1227 726 0 552 262 105 491 364 175
1680728400.0 11634.524 436 130 NA 1219 674 NA 576 160 NA 482 233 NA
1680728400.0 11634.582 445 238 0 1235 987 0 584 336 159 492 396 237
1680728400.0 11634.583 436 248 0 1215 997 0 587 357 157 491 415 220
1680728400.0 11634.586 439 238 0 1225 995 0 581 333 154 486 386 224
1680728400.0 11634.587 439 248 0 1214 1007 0 586 339 164 494 402 239
1680728400.0 11634.592 440 695 0 1223 1545 0 692 1218 375 635 1139 461
1680728400.0 11634.593 436 702 0 1207 1537 0 590 1233 403 510 1148 475
1680728400.0 11634.596 437 695 0 1202 1532 0 704 1208 355 643 1126 429
1680728400.0 11634.597 438 701 0 1220 1539 0 560 1225 355 476 1110 430
1680728400.0 11650.502 420 188 0 1194 922 0 567 315 133 502 419 207
1680728400.0 11650.503 419 195 0 1213 945 0 547 276 138 492 377 203
1680728400.0 11650.504 424 146 NA 1212 882 NA 538 174 NA 486 244 NA
1680728400.0 11650.506 421 190 0 1196 937 0 571 291 137 500 385 214
1680728400.0 11650.507 419 195 0 1191 937 0 548 300 152 494 394 225
1680728400.0 11650.508 420 146 NA 1211 887 NA 557 170 NA 500 244 NA
1680728400.0 136.885502 173 153 0 246 881 0 262 355 108 394 520 171
1680728400.0 136.885512 172 136 0 244 708 0 257 240 111 429 303 193
1680728400.0 136.885522 174 131 0 250 687 0 265 236 108 398 284 173
1680728400.0 136.888502 173 155 0 236 890 0 268 359 97 411 533 167
1680728400.0 136.888512 173 138 0 238 713 0 262 253 114 381 298 188
1680728400.0 136.888522 173 130 0 241 686 0 247 254 107 377 300 167
