Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1689109200.0 10824.504 256 84 NA 873 847 NA 894 221 NA 648 503 NA
1689109200.0 10824.508 256 84 NA 858 851 NA 885 209 NA 654 474 NA
1689109200.0 10824.586 257 176 0 872 969 0 883 427 168 653 686 250
1689109200.0 10824.587 256 186 0 867 978 0 883 435 180 646 679 252
1689109200.0 10824.592 256 626 0 873 1742 0 883 1301 329 740 1435 411
1689109200.0 10824.593 255 634 0 864 1720 0 863 1338 329 626 1489 408
1689109200.0 10824.596 257 625 0 867 1732 0 879 1331 318 623 1455 402
1689109200.0 10824.597 231 633 0 868 1723 0 858 1341 327 621 1458 423
1689109200.0 10842.504 250 85 NA 866 849 NA 869 215 NA 656 467 NA
1689109200.0 10842.508 251 84 NA 871 849 NA 881 211 NA 624 455 NA
1689109200.0 11634.592 232 585 0 845 1472 0 303 1223 316 268 1198 397
1689109200.0 11634.593 233 595 0 851 1481 0 290 1238 320 237 1212 407
1689109200.0 11634.596 232 587 0 834 1470 0 296 1255 330 259 1223 413
1689109200.0 11634.597 233 595 0 852 1485 0 294 1249 325 240 1217 400
1689109200.0 12434.504 387 119 NA 1230 892 NA 821 202 NA 567 288 NA
1689109200.0 12434.508 387 120 NA 1263 891 NA 803 189 NA 559 275 NA
1689109200.0 12434.514 386 109 NA 1238 705 NA 807 190 NA 566 279 NA
1689109200.0 12434.592 387 642 0 1240 1545 0 913 1494 396 701 1369 489
1689109200.0 12434.593 385 652 0 1240 1555 0 904 1486 393 693 1408 478
1689109200.0 12434.596 386 617 0 1250 1538 0 810 1508 388 572 1364 469
1689109200.0 12434.597 386 650 0 1243 1554 0 901 1495 390 694 1371 475
1689109200.0 12450.504 373 120 NA 1249 892 NA 773 187 NA 559 276 NA
1689109200.0 12450.508 375 120 NA 1249 884 NA 774 199 NA 552 301 NA
