Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1689109200.0 101.0 122 NA NA NA NA 3633 NA NA NA NA 2646 NA NA NA NA 1907 NA NA NA NA
1689109200.0 102.0 121 NA NA NA NA 3626 NA NA NA NA 2459 NA NA NA NA 1881 NA NA NA NA
1689109200.0 123.1 389 NA NA NA NA 3913 NA NA NA NA 2879 NA NA NA NA 2406 NA NA NA NA
1689109200.0 123.2 387 NA NA NA NA 3894 NA NA NA NA 3340 NA NA NA NA 2557 NA NA NA NA
1689109200.0 123.3 320 NA NA NA NA 3805 NA NA NA NA 2515 NA NA NA NA 1839 NA NA NA NA
1689109200.0 124.1 384 NA NA NA NA 3882 NA NA NA NA 2479 NA NA NA NA 2071 NA NA NA NA
1689109200.0 124.2 390 NA NA NA NA 3883 NA NA NA NA 2651 NA NA NA NA 1868 NA NA NA NA
1689109200.0 124.4 384 NA NA NA NA 3872 NA NA NA NA 2413 NA NA NA NA 1792 NA NA NA NA
1689109200.0 124.5 385 NA NA NA NA 3871 NA NA NA NA 2476 NA NA NA NA 2082 NA NA NA NA
1689109200.0 124.6 327 NA NA NA NA 3816 NA NA NA NA 2448 NA NA NA NA 2024 NA NA NA NA
1689109200.0 1325.1 NA 193 217 0 NA NA 5350 3688 0 NA NA 1275 1734 858 NA NA 1239 1494 895 NA
1689109200.0 1325.3 NA 187 210 0 NA NA 5341 3689 0 NA NA 905 1507 886 NA NA 650 1309 926 NA
1689109200.0 135.13 572 0 NA NA NA 5856 0 NA NA NA 2633 918 NA NA NA 1669 959 NA NA NA
1689109200.0 136.9 NA 209 197 290 173 NA 5401 3680 5521 5282 NA 17853 2799 4362 3083 NA 18147 2913 4498 3242
1689109200.0 138.3 NA 31 492 0 NA NA 3427 5838 0 NA NA 107 120316 973 NA NA 272 46112 1021 NA
1689109200.0 158.5 112 247 530 83 0 3593 5371 5881 3506 0 12350 1174 6076 630 1702 12256 1005 4725 694 2195
1689109200.0 159.03 187 278 192 322 161 3698 5505 3590 5546 5290 39134 5884 586 3653 1492 38450 5518 411 2779 1188
1689109200.0 160.03 94 164 95 238 153 3552 5296 3430 5421 5272 3357 706 235 1300 1079 2910 536 252 1218 941
1689109200.0 20034.0 126 465 465 0 153 3585 5656 5705 0 3609 14092 6435 11128 1553 4854 6707 3673 8638 1593 4378
1689109200.0 2017.13 1020 0 NA NA NA 6403 0 NA NA NA 2778 1109 NA NA NA 1725 1155 NA NA NA
1689109200.0 2018.13 973 0 NA NA NA 6397 0 NA NA NA 3042 1104 NA NA NA 1796 1144 NA NA NA
1689109200.0 20834.0 NA 531 495 0 153 NA 5763 5771 0 3614 NA 7099 7159 1676 4919 NA 4443 5729 1715 4436
1689109200.0 20834.9 NA 530 490 0 182 NA 5759 5751 0 3618 NA 7003 6979 1895 4819 NA 4457 5552 1953 4497
1689109200.0 22034.0 128 457 473 0 178 3594 5672 5719 0 3606 16864 7390 10712 1823 4969 6909 4677 8127 1896 4705
1689109200.0 22434.0 135 455 457 0 170 3599 5661 5709 0 3614 16572 6819 9766 1671 5071 6848 4317 7426 1713 4369
1689109200.0 23234.0 136 476 478 0 174 3602 5667 5716 0 3616 20079 8010 8665 2037 5292 7733 5148 6541 2089 4930
1689109200.0 23634.0 NA 538 464 0 155 NA 5762 5724 0 3610 NA 7473 10212 1580 4941 NA 4936 7818 1629 4464
1689109200.0 23634.103 NA 552 484 0 185 NA 5787 5748 0 3618 NA 8579 8902 1692 5168 NA 4891 6661 1757 4749
1689109200.0 23634.9 NA 539 480 0 173 NA 5747 5740 0 3614 NA 6986 10750 1726 4998 NA 4390 8467 1770 4752
1689109200.0 23634.911 137 534 486 0 154 3614 5747 5757 0 3614 31811 16483 21540 6111 5095 12994 9684 10675 6178 4656
1689109200.0 24034.0 NA 473 456 0 154 NA 5696 5720 0 3602 NA 7021 10753 1565 4898 NA 5027 8260 1617 4275
1689109200.0 24434.0 128 463 463 0 154 3585 5672 5747 0 3610 17196 5866 10821 1573 4921 7260 3711 8396 1612 4467
1689109200.0 24834.0 128 459 476 0 170 3593 5694 5723 0 3601 17768 5605 6846 1698 5016 7330 3572 5229 1739 4693
1689109200.0 25234.0 134 458 469 0 203 3598 5672 5734 0 3598 16876 7591 10812 1663 4799 6857 4807 8533 1707 4326
1689109200.0 25234.911 142 462 470 0 155 3617 5651 5712 0 3598 31784 16480 21723 6237 4952 13085 9433 10848 6308 4461
1689109200.0 5.1 408 0 NA NA NA 3894 0 NA NA NA 2840 649 NA NA NA 1908 684 NA NA NA
1689109200.0 5.6 394 0 NA NA NA 3910 0 NA NA NA 2676 655 NA NA NA 1876 695 NA NA NA
1689109200.0 546.0 79 79 NA NA NA 3473 3503 NA NA NA 681 700 NA NA NA 591 759 NA NA NA
