Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1689238800.0 128.0 90 146 315 NA NA NA 3513 3540 3793 NA NA NA 1524 867 4782 NA NA NA 1345 593 4452 NA NA NA
1689238800.0 1361.17 0 NA NA NA NA NA 0 NA NA NA NA NA 1773 NA NA NA NA NA 1599 NA NA NA NA NA
1689238800.0 1361.18 0 NA NA NA NA NA 0 NA NA NA NA NA 1756 NA NA NA NA NA 1536 NA NA NA NA NA
1689238800.0 1362.17 0 NA NA NA NA NA 0 NA NA NA NA NA 1717 NA NA NA NA NA 1542 NA NA NA NA NA
1689238800.0 1362.18 0 NA NA NA NA NA 0 NA NA NA NA NA 1710 NA NA NA NA NA 1508 NA NA NA NA NA
1689238800.0 1363.17 0 NA NA NA NA NA 0 NA NA NA NA NA 1825 NA NA NA NA NA 1607 NA NA NA NA NA
1689238800.0 1363.18 0 NA NA NA NA NA 0 NA NA NA NA NA 1769 NA NA NA NA NA 1584 NA NA NA NA NA
1689238800.0 144.6 NA 323 NA NA NA NA NA 3824 NA NA NA NA NA 9882 NA NA NA NA NA 7379 NA NA NA NA
1689238800.0 20034.0 130 425 457 0 151 NA 3566 3901 4023 0 3583 NA 18191 8068 10519 1495 5007 NA 7036 5283 8111 1524 4517 NA
1689238800.0 20834.0 NA 503 472 0 158 NA NA 4026 4043 0 3586 NA NA 7999 10995 1543 5097 NA NA 4951 8467 1571 4615 NA
1689238800.0 20834.103 NA 510 470 0 153 NA NA 4034 4049 0 3585 NA NA 13722 10528 1325 5029 NA NA 6756 8024 1362 4568 NA
1689238800.0 20834.75 NA 499 465 301 0 159 NA 4036 4041 3899 0 3584 NA 7293 11581 5523 1527 5104 NA 4378 9295 4240 1555 4685
1689238800.0 20834.76 NA 509 468 0 154 NA NA 3999 4028 0 3574 NA NA 8337 11179 1618 5408 NA NA 5425 8722 1651 4917 NA
1689238800.0 20834.9 NA 500 472 0 159 NA NA 4023 4055 0 3582 NA NA 8946 11860 1584 4976 NA NA 5694 9271 1613 4572 NA
1689238800.0 21061.97 858 NA NA NA NA NA 4724 NA NA NA NA NA 24717 NA NA NA NA NA 12283 NA NA NA NA NA
1689238800.0 22034.0 128 422 460 0 156 NA 3559 3903 4010 0 3576 NA 19400 7969 10211 1544 4633 NA 7772 5227 8016 1568 4213 NA
1689238800.0 22434.0 137 427 456 0 151 NA 3575 3895 4016 0 3574 NA 18846 7491 9122 1758 4929 NA 7655 4774 7060 1787 4411 NA
1689238800.0 23234.0 137 439 470 0 158 NA 3572 3925 4016 0 3588 NA 21396 7843 10880 1523 5345 NA 8125 5276 8435 1557 4757 NA
1689238800.0 23634.0 133 498 474 0 157 NA 3564 4008 4067 0 3572 NA 19678 8941 10960 1437 5185 NA 7812 5647 8308 1461 4686 NA
1689238800.0 24434.0 129 428 459 0 153 NA 3564 3904 4008 0 3578 NA 19955 6821 9407 1561 5294 NA 7615 4375 7369 1600 4811 NA
1689238800.0 24834.0 131 433 473 0 159 NA 3565 3920 4023 0 3586 NA 18121 7372 10308 1491 4934 NA 7121 4846 8125 1515 4527 NA
1689238800.0 25234.0 136 430 474 0 153 NA 3578 3888 4016 0 3586 NA 20179 7907 10654 1696 4958 NA 7953 4999 8114 1730 4480 NA
