Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1689109200.0 1.0 148 166 280 NA NA NA NA 285 266 430 NA NA NA NA 1222 310 853 NA NA NA NA 1117 792 1220 NA NA NA NA
1689109200.0 1000.0 NA 371 241 0 108 NA NA NA 539 341 0 189 NA NA NA 2273 681 326 238 NA NA NA 3755 811 858 344 NA NA
1689109200.0 10001.0 NA 250 530 0 145 150 NA NA 386 808 0 226 258 NA NA 1374 1441 391 302 414 NA NA 1112 1985 610 563 985 NA
1689109200.0 10002.0 NA 283 536 0 146 149 NA NA 388 818 0 232 257 NA NA 1361 1468 394 300 403 NA NA 877 2327 678 459 557 NA
1689109200.0 10003.0 NA 288 534 0 146 150 NA NA 403 843 0 235 249 NA NA 1375 1492 398 309 417 NA NA 1190 2537 593 566 581 NA
1689109200.0 10004.0 NA 285 530 0 146 149 NA NA 404 824 0 231 254 NA NA 1357 1431 388 303 400 NA NA 1075 2414 697 533 543 NA
1689109200.0 10005.0 NA 287 526 0 145 149 NA NA 388 820 0 235 249 NA NA 1369 1432 391 307 409 NA NA 799 1884 609 635 579 NA
1689109200.0 10006.0 NA 251 529 0 145 145 NA NA 397 835 0 235 254 NA NA 1369 1429 391 303 378 NA NA 952 3161 637 571 468 NA
1689109200.0 10007.0 NA 286 533 0 176 148 NA NA 396 873 0 306 246 NA NA 1385 1463 398 320 403 NA NA 1180 1997 688 1136 800 NA
1689109200.0 10008.0 NA 289 545 0 177 148 NA NA 389 842 0 311 253 NA NA 1372 1483 402 319 439 NA NA 995 2860 613 555 766 NA
1689109200.0 10009.0 NA 288 535 0 176 149 NA NA 389 818 0 315 252 NA NA 1378 1502 394 318 405 NA NA 831 2519 552 623 489 NA
1689109200.0 1001.2 NA 598 226 0 0 0 0 NA 938 368 0 0 0 0 NA 9272 721 101 119 116 133 NA 4689 1024 189 428 174 208
1689109200.0 1001.3 NA 597 218 0 NA NA NA NA 937 353 0 NA NA NA NA 7303 796 218 NA NA NA NA 3375 1217 291 NA NA NA
1689109200.0 1002.0 NA 341 107 NA NA NA NA NA 519 169 NA NA NA NA NA 2403 184 NA NA NA NA NA 3244 168 NA NA NA NA
1689109200.0 1002.3 NA 582 218 0 NA NA NA NA 909 356 0 NA NA NA NA 5777 607 224 NA NA NA NA 2742 742 446 NA NA NA
1689109200.0 1002.4 NA 595 0 NA NA NA NA NA 920 0 NA NA NA NA NA 8955 420 NA NA NA NA NA 4216 726 NA NA NA NA
1689109200.0 10023.0 NA 287 533 0 145 145 NA NA 399 825 0 226 253 NA NA 1374 1436 400 303 413 NA NA 974 2673 665 495 1209 NA
1689109200.0 10024.0 NA 298 558 0 178 152 NA NA 406 819 0 309 258 NA NA 1408 1626 428 327 420 NA NA 1171 1925 754 757 536 NA
1689109200.0 10025.0 NA 265 550 0 147 142 NA NA 396 839 0 233 253 NA NA 1397 1484 420 307 442 NA NA 1573 2479 620 517 777 NA
1689109200.0 10026.0 NA 289 521 0 149 152 NA NA 407 846 0 228 258 NA NA 1447 1807 418 310 432 NA NA 1421 3089 588 642 595 NA
1689109200.0 1004.0 NA 268 147 0 0 0 0 NA 419 229 0 0 0 0 NA 835 224 68 90 209 211 NA 1637 646 240 278 366 308
1689109200.0 10042.0 NA 285 549 0 178 150 NA NA 396 816 0 307 258 NA NA 1402 1501 417 324 419 NA NA 1260 2489 700 734 827 NA
