Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1681128000.0 1.0 81 113 182 NA NA NA 282 256 402 NA NA NA 1356 366 998 NA NA NA 1992 683 2096 NA NA NA
1681128000.0 10003.0 NA 208 455 0 87 94 NA 376 810 0 228 248 NA 1608 1777 503 414 516 NA 1803 2737 990 1200 1076
1681128000.0 10006.0 NA 214 450 0 86 83 NA 376 805 0 231 250 NA 1611 1719 496 402 492 NA 1274 2482 775 1071 1011
1681128000.0 10008.0 NA 221 457 0 115 90 NA 398 806 0 309 249 NA 1611 1798 493 424 500 NA 1210 3210 730 1096 905
1681128000.0 10025.0 NA 221 456 0 88 89 NA 388 828 0 232 255 NA 1625 1802 515 402 515 NA 1256 3295 827 1145 956
1681128000.0 10026.0 NA 229 473 0 91 94 NA 398 823 0 241 257 NA 1662 2184 529 412 526 NA 1485 3721 803 1194 1029
1681128000.0 103.0 62 0 0 NA NA NA 223 0 0 NA NA NA 623 150 1301 NA NA NA 1087 455 2128 NA NA NA
1681128000.0 106.0 63 0 0 NA NA NA 220 0 0 NA NA NA 626 155 1335 NA NA NA 1180 649 2449 NA NA NA
1681128000.0 107.0 87 116 272 NA NA NA 287 268 511 NA NA NA 1816 395 1626 NA NA NA 1563 1263 2821 NA NA NA
1681128000.0 108.0 85 118 277 NA NA NA 294 272 492 NA NA NA 2149 392 1650 NA NA NA 1960 823 1982 NA NA NA
1681128000.0 10802.0 NA 206 444 0 88 92 NA 376 823 0 226 263 NA 1554 1778 492 406 520 NA 1326 3018 766 1181 951
1681128000.0 10804.0 NA 209 441 0 87 95 NA 384 808 0 227 258 NA 1559 1759 497 404 520 NA 1336 3334 807 1142 1058
1681128000.0 10808.0 NA 210 445 0 114 90 NA 372 800 0 310 261 NA 1583 1814 505 424 525 NA 1166 2969 836 1296 1044
1681128000.0 10871.0 NA 220 458 0 107 95 NA 409 862 0 234 257 NA 1619 2000 529 413 547 NA 1173 3293 880 1286 1130
1681128000.0 109.0 90 123 285 NA NA NA 292 271 497 NA NA NA 2380 398 1701 NA NA NA 1846 1385 3043 NA NA NA
1681128000.0 110.0 67 114 277 NA NA NA 232 259 484 NA NA NA 686 370 1539 NA NA NA 1772 1070 2765 NA NA NA
1681128000.0 111.0 84 118 270 NA NA NA 287 265 496 NA NA NA 1224 333 1556 NA NA NA 1030 864 2102 NA NA NA
1681128000.0 112.0 82 118 264 NA NA NA 283 268 507 NA NA NA 1491 387 1564 NA NA NA 1329 968 2794 NA NA NA
1681128000.0 11224.6 NA 183 433 0 NA NA NA 349 724 0 NA NA NA 476 1969 535 NA NA NA 1084 3510 1086 NA NA
1681128000.0 113.0 98 116 280 NA NA NA 301 265 498 NA NA NA 1632 399 1602 NA NA NA 1302 1651 2883 NA NA NA
1681128000.0 114.0 92 119 269 NA NA NA 303 261 504 NA NA NA 1735 397 1595 NA NA NA 1378 971 1982 NA NA NA
1681128000.0 115.0 92 119 274 NA NA NA 302 262 514 NA NA NA 1980 407 1624 NA NA NA 1982 1300 2100 NA NA NA
1681128000.0 116.0 90 121 277 NA NA NA 294 271 497 NA NA NA 1938 401 1626 NA NA NA 1746 946 2100 NA NA NA
1681128000.0 11634.601 NA 196 198 619 0 NA NA 366 416 1007 0 NA NA 510 840 2994 660 NA NA 625 1415 4057 868 NA
1681128000.0 11634.7 NA 320 611 0 NA NA NA 567 1025 0 NA NA NA 1138 2998 666 NA NA NA 1441 3443 952 NA NA
1681128000.0 11634.91 NA 317 613 0 125 NA NA 565 1031 0 279 NA NA 1155 2959 674 446 NA NA 1626 3830 1039 788 NA
1681128000.0 11650.914 80 291 597 0 117 NA 231 528 1002 0 283 NA 1308 1019 2591 654 441 NA 2292 2405 4460 1292 674 NA
1681128000.0 117.0 82 117 272 NA NA NA 292 271 518 NA NA NA 2085 405 1655 NA NA NA 1431 1449 2038 NA NA NA
1681128000.0 11723.17 NA 319 629 0 NA NA NA 568 1029 0 NA NA NA 1230 3352 696 NA NA NA 1280 3842 1103 NA NA
1681128000.0 118.0 92 125 280 NA NA NA 291 268 512 NA NA NA 2555 417 1755 NA NA NA 1885 1155 3206 NA NA NA
1681128000.0 11834.24 NA 231 564 0 NA NA NA 463 992 0 NA NA NA 815 2583 644 NA NA NA 1230 4088 991 NA NA
1681128000.0 119.0 90 116 267 NA NA NA 281 265 515 NA NA NA 1253 382 1532 NA NA NA 1641 1230 1957 NA NA NA
1681128000.0 120.0 66 114 257 NA NA NA 233 257 487 NA NA NA 614 359 1520 NA NA NA 1966 974 2628 NA NA NA
1681128000.0 12034.0 NA 313 611 0 NA NA NA 565 1021 0 NA NA NA 1105 2920 649 NA NA NA 1500 3458 811 NA NA
1681128000.0 121.0 91 125 279 NA NA NA 294 272 515 NA NA NA 2702 416 1743 NA NA NA 1654 1033 1976 NA NA NA
1681128000.0 122.0 68 107 254 NA NA NA 236 254 481 NA NA NA 700 275 1441 NA NA NA 1427 931 1948 NA NA NA
1681128000.0 125.0 90 120 271 NA NA NA 289 269 503 NA NA NA 1854 386 1592 NA NA NA 1455 555 2167 NA NA NA
1681128000.0 126.0 70 114 260 NA NA NA 249 258 502 NA NA NA 1099 364 1552 NA NA NA 1563 1142 2757 NA NA NA
1681128000.0 127.0 66 115 262 NA NA NA 225 256 492 NA NA NA 840 371 1514 NA NA NA 937 841 1936 NA NA NA
1681128000.0 128.0 66 114 261 NA NA NA 222 258 474 NA NA NA 599 359 1531 NA NA NA 1249 606 3052 NA NA NA
1681128000.0 129.0 67 113 257 NA NA NA 223 257 478 NA NA NA 600 363 1517 NA NA NA 1591 1044 2715 NA NA NA
1681128000.0 130.0 67 115 289 NA NA NA 232 266 503 NA NA NA 633 363 1532 NA NA NA 1550 965 2573 NA NA NA
