Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1681246800.0 107.0 94 119 269 261 238 484 1727 374 1352 1382 1193 1683
1681246800.0 110.0 70 113 259 200 235 488 630 346 1289 959 735 1640
1681246800.0 111.0 89 112 270 260 230 482 1151 327 1314 1559 908 1832
1681246800.0 113.0 91 115 268 266 234 485 1612 378 1331 2053 1186 1632
1681246800.0 126.0 68 112 258 221 232 476 1040 344 1284 1942 787 1781
1681246800.0 127.0 68 113 257 208 231 476 800 346 1277 1264 914 1576
1681246800.0 129.0 68 112 256 209 226 469 560 352 1265 989 945 1675
1681246800.0 132.0 82 117 273 260 238 487 1939 371 1406 1979 532 1622
1681246800.0 144.6 NA 277 NA NA 491 NA NA 2578 NA NA 3811 NA
1681246800.0 21061.97 878 NA NA 1428 NA NA 8170 NA NA 5745 NA NA
1681246800.0 4006.0 69 177 330 219 326 554 777 607 1720 1223 1376 1835
