Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1681333200.0 10004.0 NA 241 482 0 119 114 NA 358 789 0 200 223 NA 2042 1943 522 443 471 NA 1194 2185 590 767 535
1681333200.0 10007.0 NA 242 483 0 147 113 NA 358 790 0 279 220 NA 1805 2115 540 421 487 NA 833 2344 629 541 545
1681333200.0 10008.0 NA 242 487 0 127 113 NA 377 783 0 283 225 NA 1976 2122 541 423 497 NA 958 2234 631 567 570
1681333200.0 10009.0 NA 241 489 0 146 114 NA 371 799 0 281 230 NA 2055 2057 547 461 515 NA 1066 2148 604 773 570
1681333200.0 10023.0 NA 243 481 0 118 111 NA 360 807 0 208 216 NA 1904 2092 542 388 473 NA 943 2243 626 512 543
1681333200.0 10026.0 NA 251 509 0 121 117 NA 370 814 0 207 232 NA 2123 2457 613 429 515 NA 1098 2238 756 654 586
1681333200.0 10042.0 NA 247 492 0 147 113 NA 369 804 0 278 230 NA 1967 2164 579 441 477 NA 948 2344 683 681 529
1681333200.0 10059.0 NA 253 503 0 121 117 NA 376 819 0 209 230 NA 2116 3174 571 449 516 NA 1004 2593 641 771 586
1681333200.0 10071.0 NA 249 498 0 120 117 NA 356 791 0 209 231 NA 1956 2323 571 413 499 NA 918 2327 644 551 534
1681333200.0 10224.0 NA 434 718 0 112 NA NA 623 1126 0 230 NA NA 3934 4622 564 505 NA NA 1692 3323 628 552 NA
1681333200.0 10225.0 NA 431 712 0 116 NA NA 600 1089 0 220 NA NA 3977 4259 527 514 NA NA 1738 3246 598 565 NA
1681333200.0 107.0 119 138 304 NA NA NA 262 238 471 NA NA NA 2397 483 1845 NA NA NA 1597 580 1940 NA NA NA
1681333200.0 10804.0 NA 233 474 0 119 118 NA 348 796 0 206 230 NA 2043 1972 559 443 528 NA 1190 2208 665 771 583
1681333200.0 10808.0 NA 236 477 0 146 117 NA 357 788 0 278 229 NA 1980 2107 555 439 508 NA 1004 2338 699 652 563
1681333200.0 10823.0 NA 234 475 0 118 116 NA 354 771 0 202 232 NA 1977 2011 556 404 502 NA 992 2312 636 553 553
1681333200.0 10824.0 NA 244 495 0 146 120 NA 360 837 0 286 237 NA 2016 2298 554 434 516 NA 900 2253 645 571 569
1681333200.0 10824.6 NA 244 495 0 148 120 NA 375 802 0 286 233 NA 1906 2300 565 403 527 NA 905 2382 646 497 596
1681333200.0 10825.0 NA 233 484 0 120 105 NA 347 804 0 203 230 NA 2012 2119 564 412 522 NA 928 2288 640 613 579
1681333200.0 10826.0 NA 245 496 0 122 120 NA 368 810 0 210 232 NA 1916 2498 594 449 513 NA 887 2460 761 766 570
1681333200.0 10859.0 NA 253 502 0 122 104 NA 370 831 0 212 231 NA 2002 3291 588 458 523 NA 936 2519 670 780 571
1681333200.0 10871.0 NA 244 493 0 122 120 NA 359 827 0 210 232 NA 2056 2315 583 437 524 NA 1031 2396 636 687 570
1681333200.0 110.0 95 133 295 NA NA NA 198 232 478 NA NA NA 862 496 1747 NA NA NA 957 703 1922 NA NA NA
1681333200.0 11024.6 NA 470 801 0 120 NA NA 704 1197 0 228 NA NA 5421 5437 558 542 NA NA 2286 3060 626 594 NA
1681333200.0 111.0 114 138 303 NA NA NA 258 232 474 NA NA NA 1573 390 1772 NA NA NA 1186 459 1969 NA NA NA
1681333200.0 113.0 120 137 303 NA NA NA 274 232 484 NA NA NA 2168 530 1801 NA NA NA 1508 732 1970 NA NA NA
1681333200.0 114.0 121 138 304 NA NA NA 261 239 472 NA NA NA 2276 493 1823 NA NA NA 1369 591 1943 NA NA NA
1681333200.0 118.0 122 141 310 NA NA NA 263 241 484 NA NA NA 3300 527 1970 NA NA NA 1637 681 2012 NA NA NA
