Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1681074000.0 1.0 89 113 183 NA NA NA NA NA NA 286 253 399 NA NA NA NA NA NA 1490 406 1063 NA NA NA NA NA NA 1728 1831 1624 NA NA NA NA NA NA
1681074000.0 10.0 NA 143 292 0 NA NA NA NA NA NA 311 551 0 NA NA NA NA NA NA 1585 3213 480 NA NA NA NA NA NA 1174 3673 918 NA NA NA NA NA
1681074000.0 1000.0 NA 276 152 0 68 NA NA NA NA NA 542 345 0 186 NA NA NA NA NA 2393 760 345 278 NA NA NA NA NA 2314 1231 848 420 NA NA NA NA
1681074000.0 10001.0 NA 217 453 0 87 89 NA NA NA NA 389 807 0 233 245 NA NA NA NA 1438 1560 439 365 455 NA NA NA NA 1616 2552 719 750 620 NA NA NA
1681074000.0 10002.0 NA 214 453 0 87 91 NA NA NA NA 387 793 0 230 252 NA NA NA NA 1410 1586 445 373 478 NA NA NA NA 1064 2246 707 756 1034 NA NA NA
1681074000.0 10003.0 NA 217 457 0 87 91 NA NA NA NA 382 820 0 232 253 NA NA NA NA 1440 1599 431 363 472 NA NA NA NA 1968 2710 561 682 792 NA NA NA
1681074000.0 10004.0 NA 217 452 0 87 93 NA NA NA NA 395 865 0 231 248 NA NA NA NA 1420 1565 436 369 466 NA NA NA NA 1156 3653 713 851 890 NA NA NA
1681074000.0 10005.0 NA 218 450 0 87 91 NA NA NA NA 398 822 0 230 250 NA NA NA NA 1414 1583 441 372 469 NA NA NA NA 1075 2571 612 748 807 NA NA NA
1681074000.0 10006.0 NA 206 449 0 86 96 NA NA NA NA 384 799 0 221 244 NA NA NA NA 1407 1538 435 366 441 NA NA NA NA 1127 2546 814 1171 895 NA NA NA
1681074000.0 10007.0 NA 212 453 0 114 87 NA NA NA NA 385 852 0 305 250 NA NA NA NA 1432 1598 447 381 464 NA NA NA NA 1300 2555 855 800 775 NA NA NA
1681074000.0 10008.0 NA 212 458 0 116 101 NA NA NA NA 401 830 0 309 244 NA NA NA NA 1433 1588 440 384 456 NA NA NA NA 1322 2736 576 794 906 NA NA NA
1681074000.0 10009.0 NA 215 455 0 115 89 NA NA NA NA 386 819 0 310 249 NA NA NA NA 1648 1845 492 423 520 NA NA NA NA 1662 3344 966 1058 1087 NA NA NA
1681074000.0 1001.0 NA 259 125 0 0 0 0 0 0 NA 478 268 0 0 0 0 0 0 NA 2434 495 112 92 130 294 161 292 NA 3790 791 323 426 593 534 478 376
1681074000.0 1001.2 NA 525 168 0 0 0 0 NA NA NA 942 364 0 0 0 0 NA NA NA 11217 942 137 161 150 173 NA NA NA 6324 1946 418 670 274 353 NA NA
1681074000.0 1001.3 NA 513 159 0 NA NA NA NA NA NA 908 359 0 NA NA NA NA NA NA 7666 854 257 NA NA NA NA NA NA 3827 770 801 NA NA NA NA NA
1681074000.0 1002.0 NA 274 86 NA NA NA NA NA NA NA 511 166 NA NA NA NA NA NA NA 2802 238 NA NA NA NA NA NA NA 3398 297 NA NA NA NA NA NA
1681074000.0 1002.3 NA 497 159 0 NA NA NA NA NA NA 923 352 0 NA NA NA NA NA NA 7124 770 280 NA NA NA NA NA NA 3661 979 572 NA NA NA NA NA
1681074000.0 1002.4 NA 507 0 NA NA NA NA NA NA NA 928 0 NA NA NA NA NA NA NA 10797 478 NA NA NA NA NA NA NA 4829 650 NA NA NA NA NA NA
1681074000.0 10023.0 NA 216 449 0 87 89 NA NA NA NA 394 827 0 229 248 NA NA NA NA 1429 1553 444 368 449 NA NA NA NA 1149 2715 926 828 822 NA NA NA
1681074000.0 10024.0 NA 228 469 0 117 92 NA NA NA NA 408 834 0 306 251 NA NA NA NA 1673 2048 521 426 534 NA NA NA NA 1886 3388 1018 1367 1066 NA NA NA
1681074000.0 10024.1 NA 226 240 0 NA NA NA NA NA NA 412 522 0 NA NA NA NA NA NA 1503 726 414 NA NA NA NA NA NA 1250 1103 642 NA NA NA NA NA
