Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1680386400.0 10008.0 NA 221 667 94 0 NA NA NA NA 481 824 143 0 NA NA NA NA 1371 2263 414 1805 NA NA NA NA 1879 4125 1442 2545 NA NA NA
1680386400.0 10009.0 NA 220 659 94 0 NA NA NA NA 482 799 145 0 NA NA NA NA 1379 2321 417 1836 NA NA NA NA 1877 5137 1015 2606 NA NA NA
1680386400.0 1001.0 NA 363 178 0 0 0 0 0 NA 464 229 0 0 0 0 0 NA 2273 503 78 89 264 131 269 NA 3041 636 282 296 308 250 349
1680386400.0 1002.0 NA 414 64 NA NA NA NA NA NA 509 123 NA NA NA NA NA NA 2746 411 NA NA NA NA NA NA 3055 375 NA NA NA NA NA
1680386400.0 10023.0 NA 189 655 84 0 NA NA NA NA 481 807 133 0 NA NA NA NA 1308 2133 369 1695 NA NA NA NA 2372 4177 1033 2451 NA NA NA
1680386400.0 10024.0 NA 244 681 96 0 NA NA NA NA 485 838 147 0 NA NA NA NA 1543 2495 421 1833 NA NA NA NA 2163 3276 1254 2297 NA NA NA
1680386400.0 10024.1 NA 214 268 0 NA NA NA NA NA 484 370 0 NA NA NA NA NA 1513 838 305 NA NA NA NA NA 2110 2621 413 NA NA NA NA
1680386400.0 10024.2 NA 243 682 0 NA NA NA NA NA 482 835 0 NA NA NA NA NA 1503 2487 1791 NA NA NA NA NA 1998 3919 2159 NA NA NA NA
1680386400.0 10024.3 NA 212 240 0 NA NA NA NA NA 473 320 0 NA NA NA NA NA 1617 865 296 NA NA NA NA NA 3156 2186 454 NA NA NA NA
1680386400.0 10024.4 NA 244 681 0 NA NA NA NA NA 481 817 0 NA NA NA NA NA 1554 2504 1829 NA NA NA NA NA 1989 4204 2304 NA NA NA NA
1680386400.0 10024.5 NA 214 264 0 NA NA NA NA NA 484 367 0 NA NA NA NA NA 1494 830 312 NA NA NA NA NA 2041 1613 427 NA NA NA NA
1680386400.0 10024.6 NA 247 672 0 NA NA NA NA NA 474 837 0 NA NA NA NA NA 1544 2488 1788 NA NA NA NA NA 2390 3782 2080 NA NA NA NA
1680386400.0 10025.0 NA 203 672 84 0 NA NA NA NA 480 830 134 0 NA NA NA NA 1400 2290 376 1718 NA NA NA NA 2459 4816 846 1996 NA NA NA
1680386400.0 10026.0 NA 249 684 94 0 NA NA NA NA 474 814 145 0 NA NA NA NA 1543 2609 432 1834 NA NA NA NA 1998 3475 2236 2367 NA NA NA
1680386400.0 1003.0 NA 317 0 NA NA NA NA NA NA 402 0 NA NA NA NA NA NA 2787 438 NA NA NA NA NA NA 2356 570 NA NA NA NA NA
1680386400.0 1004.0 NA 309 161 0 0 0 0 NA NA 394 213 0 0 0 0 NA NA 907 311 70 82 251 250 NA NA 2301 529 389 174 331 317 NA
1680386400.0 10042.0 NA 199 669 95 0 NA NA NA NA 474 836 145 0 NA NA NA NA 1421 2286 405 1731 NA NA NA NA 2599 4000 2064 2382 NA NA NA
1680386400.0 10059.0 NA 252 690 94 0 NA NA NA NA 477 849 145 0 NA NA NA NA 1690 2989 415 1835 NA NA NA NA 2043 3985 865 2497 NA NA NA
1680386400.0 10071.0 NA 237 681 92 0 NA NA NA NA 480 836 135 0 NA NA NA NA 1480 2395 398 1818 NA NA NA NA 1933 4292 1089 2230 NA NA NA
1680386400.0 101.0 79 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 865 NA NA NA NA NA NA NA 1058 NA NA NA NA NA NA NA
1680386400.0 1010.0 NA 28 70 0 NA NA NA NA NA 68 120 0 NA NA NA NA NA 108 180 90 NA NA NA NA NA 322 314 142 NA NA NA NA
1680386400.0 102.0 79 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 692 NA NA NA NA NA NA NA 925 NA NA NA NA NA NA NA
1680386400.0 1020.0 NA 35 NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA 219 NA NA NA NA NA NA NA 346 NA NA NA NA NA NA
1680386400.0 10224.0 NA 381 934 0 NA NA NA NA NA 581 1180 0 NA NA NA NA NA 4003 4832 1749 NA NA NA NA NA 5358 6860 2256 NA NA NA NA
1680386400.0 10225.0 NA 378 915 0 NA NA NA NA NA 579 1128 0 NA NA NA NA NA 3945 4423 1737 NA NA NA NA NA 5567 6279 2738 NA NA NA NA
1680386400.0 103.0 43 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 750 223 1370 NA NA NA NA NA 936 350 2849 NA NA NA NA NA
1680386400.0 1030.0 NA 175 36 0 NA NA NA NA NA 317 84 0 NA NA NA NA NA 8053 248 64 NA NA NA NA NA 3342 318 132 NA NA NA NA
1680386400.0 10424.0 NA 245 677 0 NA NA NA NA NA 477 806 0 NA NA NA NA NA 1524 2475 1839 NA NA NA NA NA 2306 3195 2255 NA NA NA NA
1680386400.0 105.0 87 82 23 NA NA NA NA NA 185 359 65 NA NA NA NA NA 1457 459 117 NA NA NA NA NA 1091 636 201 NA NA NA NA NA
1680386400.0 106.0 43 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 1253 236 1353 NA NA NA NA NA 2509 636 2079 NA NA NA NA NA
1680386400.0 107.0 89 87 431 NA NA NA NA NA 183 360 542 NA NA NA NA NA 3905 513 1627 NA NA NA NA NA 2489 878 2421 NA NA NA NA NA
1680386400.0 108.0 95 89 441 NA NA NA NA NA 192 360 542 NA NA NA NA NA 4468 554 1753 NA NA NA NA NA 2237 1243 2214 NA NA NA NA NA
1680386400.0 10823.0 65 188 658 83 0 NA NA NA 123 477 829 134 0 NA NA NA 1618 1332 2139 377 1684 NA NA NA 1749 2508 4884 2150 1968 NA NA NA
1680386400.0 10824.0 73 217 685 96 0 NA NA NA 135 477 849 145 0 NA NA NA 4205 1509 2454 410 1740 NA NA NA 2353 2143 4496 961 2175 NA NA NA
1680386400.0 10825.0 68 204 674 85 0 NA NA NA 128 480 834 135 0 NA NA NA 3520 1455 2312 383 1769 NA NA NA 2393 2251 5408 1173 2243 NA NA NA
1680386400.0 10826.0 74 218 688 94 0 NA NA NA 140 472 856 143 0 NA NA NA 6128 1555 2701 400 1710 NA NA NA 3691 2734 3753 1164 2085 NA NA NA
1680386400.0 10842.0 58 188 654 95 0 NA NA NA 110 479 804 145 0 NA NA NA 1409 1223 2124 395 1700 NA NA NA 1521 2126 3952 1110 2176 NA NA NA
1680386400.0 109.0 90 90 442 NA NA NA NA NA 189 367 556 NA NA NA NA NA 4311 507 1648 NA NA NA NA NA 2366 509 2466 NA NA NA NA NA
1680386400.0 11.0 NA 96 470 0 58 NA NA NA NA 363 579 0 105 NA NA NA NA 1821 1667 575 232 NA NA NA NA 2117 2725 789 1044 NA NA NA
1680386400.0 110.0 59 86 422 NA NA NA NA NA 125 359 547 NA NA NA NA NA 1148 440 1470 NA NA NA NA NA 1534 938 2412 NA NA NA NA NA
1680386400.0 1102.0 NA 112 463 139 82 NA NA NA NA 371 573 225 163 NA NA NA NA 2590 4057 1572 388 NA NA NA NA 1527 2754 883 293 NA NA NA
1680386400.0 111.0 81 85 434 NA NA NA NA NA 183 367 537 NA NA NA NA NA 2100 376 1474 NA NA NA NA NA 1649 885 2782 NA NA NA NA NA
1680386400.0 112.0 90 86 432 NA NA NA NA NA 190 367 536 NA NA NA NA NA 2878 496 1553 NA NA NA NA NA 1540 745 2686 NA NA NA NA NA
1680386400.0 11224.0 73 220 686 0 NA NA NA NA 135 479 845 0 NA NA NA NA 4147 1548 2472 1728 NA NA NA NA 1976 3097 3251 2223 NA NA NA NA
1680386400.0 113.0 87 85 432 NA NA NA NA NA 185 360 545 NA NA NA NA NA 3261 550 1604 NA NA NA NA NA 2091 1460 2050 NA NA NA NA NA
1680386400.0 114.0 86 86 432 NA NA NA NA NA 185 367 550 NA NA NA NA NA 3800 512 1633 NA NA NA NA NA 2758 1193 2540 NA NA NA NA NA
1680386400.0 115.0 100 85 438 NA NA NA NA NA 187 367 542 NA NA NA NA NA 3181 520 1664 NA NA NA NA NA 1919 1118 2501 NA NA NA NA NA
1680386400.0 116.0 83 89 435 NA NA NA NA NA 178 360 547 NA NA NA NA NA 3252 533 1641 NA NA NA NA NA 2072 1505 2108 NA NA NA NA NA
1680386400.0 11623.0 63 193 667 83 0 NA NA NA 110 479 829 133 0 NA NA NA 1637 1430 2334 399 1782 NA NA NA 2944 2289 4284 1147 2021 NA NA NA
1680386400.0 11624.0 70 217 690 95 0 NA NA NA 120 480 854 146 0 NA NA NA 3599 1676 2615 482 1807 NA NA NA 2423 3294 4276 2138 2184 NA NA NA
1680386400.0 11625.0 67 203 677 88 0 NA NA NA 114 482 837 135 0 NA NA NA 2739 1521 2498 414 1803 NA NA NA 1922 2374 3605 1949 2031 NA NA NA
1680386400.0 11626.0 72 234 692 93 0 NA NA NA 122 473 850 145 0 NA NA NA 5785 1821 2793 483 1821 NA NA NA 4727 4673 4258 1046 2449 NA NA NA
1680386400.0 11642.0 56 188 666 94 0 NA NA NA 103 473 808 144 0 NA NA NA 1290 1283 2224 468 1808 NA NA NA 2257 2653 3488 1000 2083 NA NA NA
1680386400.0 117.0 85 87 437 NA NA NA NA NA 188 367 555 NA NA NA NA NA 4179 531 1707 NA NA NA NA NA 2877 869 3524 NA NA NA NA NA
1680386400.0 118.0 87 89 439 NA NA NA NA NA 188 360 544 NA NA NA NA NA 4056 554 1746 NA NA NA NA NA 2020 830 3439 NA NA NA NA NA
1680386400.0 119.0 84 85 433 NA NA NA NA NA 181 367 550 NA NA NA NA NA 2645 479 1537 NA NA NA NA NA 1287 605 2082 NA NA NA NA NA
1680386400.0 12.0 NA 110 456 0 NA NA NA NA NA 371 575 0 NA NA NA NA NA 2131 3238 545 NA NA NA NA NA 1512 4461 681 NA NA NA NA
1680386400.0 120.0 58 77 423 NA NA NA NA NA 136 367 544 NA NA NA NA NA 947 473 1532 NA NA NA NA NA 1935 1531 2515 NA NA NA NA NA
1680386400.0 12024.0 71 218 694 0 NA NA NA NA 121 482 824 0 NA NA NA NA 3754 1706 2668 1826 NA NA NA NA 2439 3079 3683 2335 NA NA NA NA
1680386400.0 121.0 88 87 438 NA NA NA NA NA 188 360 534 NA NA NA NA NA 3996 542 1751 NA NA NA NA NA 2439 864 2502 NA NA NA NA NA
1680386400.0 122.0 58 77 418 NA NA NA NA NA 129 367 524 NA NA NA NA NA 944 370 1503 NA NA NA NA NA 1054 946 2254 NA NA NA NA NA
1680386400.0 123.1 317 NA NA NA NA NA NA NA 502 NA NA NA NA NA NA NA 1100 NA NA NA NA NA NA NA 1226 NA NA NA NA NA NA NA
1680386400.0 123.2 318 NA NA NA NA NA NA NA 508 NA NA NA NA NA NA NA 1174 NA NA NA NA NA NA NA 1598 NA NA NA NA NA NA NA
1680386400.0 123.3 262 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 954 NA NA NA NA NA NA NA 1525 NA NA NA NA NA NA NA
1680386400.0 124.1 309 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 973 NA NA NA NA NA NA NA 1154 NA NA NA NA NA NA NA
1680386400.0 124.2 313 NA NA NA NA NA NA NA 507 NA NA NA NA NA NA NA 1103 NA NA NA NA NA NA NA 1193 NA NA NA NA NA NA NA
1680386400.0 124.4 306 NA NA NA NA NA NA NA 502 NA NA NA NA NA NA NA 980 NA NA NA NA NA NA NA 1246 NA NA NA NA NA NA NA
1680386400.0 124.5 308 NA NA NA NA NA NA NA 600 NA NA NA NA NA NA NA 989 NA NA NA NA NA NA NA 1321 NA NA NA NA NA NA NA
1680386400.0 124.6 265 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 970 NA NA NA NA NA NA NA 1198 NA NA NA NA NA NA NA
1680386400.0 125.0 85 84 434 NA NA NA NA NA 187 367 550 NA NA NA NA NA 2716 482 1535 NA NA NA NA NA 1331 583 2815 NA NA NA NA NA
1680386400.0 126.0 60 79 425 NA NA NA NA NA 148 360 537 NA NA NA NA NA 1288 446 1479 NA NA NA NA NA 1134 943 3046 NA NA NA NA NA
1680386400.0 127.0 58 79 430 NA NA NA NA NA 125 367 545 NA NA NA NA NA 1142 452 1463 NA NA NA NA NA 803 778 2806 NA NA NA NA NA
1680386400.0 128.0 56 82 418 NA NA NA NA NA 114 367 535 NA NA NA NA NA 858 432 1457 NA NA NA NA NA 1017 887 2436 NA NA NA NA NA
1680386400.0 129.0 58 80 422 NA NA NA NA NA 130 359 545 NA NA NA NA NA 783 453 1427 NA NA NA NA NA 929 1074 2113 NA NA NA NA NA
1680386400.0 13.0 NA 91 441 0 NA NA NA NA NA 363 559 0 NA NA NA NA NA 456 2031 487 NA NA NA NA NA 508 4119 638 NA NA NA NA
1680386400.0 130.0 60 80 431 NA NA NA NA NA 132 367 529 NA NA NA NA NA 959 432 1468 NA NA NA NA NA 1373 705 2257 NA NA NA NA NA
1680386400.0 1301.0 84 96 213 NA NA NA NA NA 151 377 327 NA NA NA NA NA 1560 528 1111 NA NA NA NA NA 1519 987 1539 NA NA NA NA NA
1680386400.0 1302.0 96 104 227 NA NA NA NA NA 167 369 349 NA NA NA NA NA 3846 670 1264 NA NA NA NA NA 1640 629 1616 NA NA NA NA NA
1680386400.0 1303.0 83 105 230 NA NA NA NA NA 157 369 351 NA NA NA NA NA 7059 603 1493 NA NA NA NA NA 3349 1207 2104 NA NA NA NA NA
1680386400.0 1306.0 NA 97 543 0 NA NA NA NA NA 373 659 0 NA NA NA NA NA 504 1624 608 NA NA NA NA NA 1757 2455 723 NA NA NA NA
1680386400.0 1307.0 NA 92 181 49 0 NA NA NA NA 379 262 86 0 NA NA NA NA 517 616 145 231 NA NA NA NA 987 1112 369 390 NA NA NA
1680386400.0 1308.0 NA 91 176 45 0 NA NA NA NA 371 260 85 0 NA NA NA NA 452 523 145 218 NA NA NA NA 658 889 307 313 NA NA NA
1680386400.0 1309.0 NA 106 570 0 NA NA NA NA NA 381 692 0 NA NA NA NA NA 590 1891 634 NA NA NA NA NA 971 2348 812 NA NA NA NA
1680386400.0 131.0 63 83 427 NA NA NA NA NA 141 367 539 NA NA NA NA NA 1311 441 1495 NA NA NA NA NA 962 738 2075 NA NA NA NA NA
1680386400.0 1310.0 NA 102 561 0 NA NA NA NA NA 381 672 0 NA NA NA NA NA 558 1782 626 NA NA NA NA NA 742 2896 819 NA NA NA NA
1680386400.0 1311.0 NA 97 484 0 57 NA NA NA NA 373 601 0 105 NA NA NA NA 485 1203 628 217 NA NA NA NA 891 2263 955 441 NA NA NA
1680386400.0 1312.0 NA 103 562 0 NA NA NA NA NA 381 680 0 NA NA NA NA NA 570 1832 638 NA NA NA NA NA 891 2581 827 NA NA NA NA
1680386400.0 1313.0 NA 106 567 0 NA NA NA NA NA 373 688 0 NA NA NA NA NA 454 2046 602 NA NA NA NA NA 1461 2780 882 NA NA NA NA
1680386400.0 1314.0 NA 110 560 0 NA NA NA NA NA 381 679 0 NA NA NA NA NA 501 1788 631 NA NA NA NA NA 1671 3468 786 NA NA NA NA
1680386400.0 1315.0 NA 94 550 0 NA NA NA NA NA 373 667 0 NA NA NA NA NA 495 1672 605 NA NA NA NA NA 1180 3944 740 NA NA NA NA
1680386400.0 1316.0 NA 96 551 0 NA NA NA NA NA 373 657 0 NA NA NA NA NA 468 1598 586 NA NA NA NA NA 1299 3210 796 NA NA NA NA
1680386400.0 1317.0 NA 95 550 0 NA NA NA NA NA 381 671 0 NA NA NA NA NA 461 1579 586 NA NA NA NA NA 947 3473 1007 NA NA NA NA
1680386400.0 1318.0 NA 94 547 0 NA NA NA NA NA 373 659 0 NA NA NA NA NA 486 1697 608 NA NA NA NA NA 848 3707 814 NA NA NA NA
1680386400.0 1319.0 NA 95 554 0 NA NA NA NA NA 380 677 0 NA NA NA NA NA 479 1655 603 NA NA NA NA NA 998 2437 691 NA NA NA NA
1680386400.0 132.0 85 88 434 NA NA NA NA NA 174 360 546 NA NA NA NA NA 3022 501 1578 NA NA NA NA NA 1766 771 2216 NA NA NA NA NA
1680386400.0 1320.0 NA 97 550 0 NA NA NA NA NA 381 658 0 NA NA NA NA NA 535 1709 612 NA NA NA NA NA 1257 3220 714 NA NA NA NA
1680386400.0 1321.0 NA 98 555 0 NA NA NA NA NA 380 673 0 NA NA NA NA NA 512 1658 613 NA NA NA NA NA 1620 2056 729 NA NA NA NA
1680386400.0 1322.0 NA 94 551 0 NA NA NA NA NA 381 658 0 NA NA NA NA NA 472 1621 590 NA NA NA NA NA 588 4349 937 NA NA NA NA
1680386400.0 1323.0 NA 93 543 0 NA NA NA NA NA 380 657 0 NA NA NA NA NA 465 1624 604 NA NA NA NA NA 934 2272 700 NA NA NA NA
1680386400.0 1324.0 NA 106 564 0 NA NA NA NA NA 381 675 0 NA NA NA NA NA 565 1821 638 NA NA NA NA NA 990 2691 770 NA NA NA NA
1680386400.0 1325.0 NA 109 567 0 68 NA NA NA NA 380 689 0 116 NA NA NA NA 587 1875 648 274 NA NA NA NA 789 3925 1009 859 NA NA NA
1680386400.0 1325.1 NA 108 219 0 NA NA NA NA NA 381 294 0 NA NA NA NA NA 576 686 271 NA NA NA NA NA 824 1060 390 NA NA NA NA
1680386400.0 1325.2 NA 106 568 0 NA NA NA NA NA 381 670 0 NA NA NA NA NA 543 1792 607 NA NA NA NA NA 894 3321 1064 NA NA NA NA
1680386400.0 1325.3 NA 106 213 0 NA NA NA NA NA 381 266 0 NA NA NA NA NA 541 663 264 NA NA NA NA NA 911 1376 388 NA NA NA NA
1680386400.0 1325.4 NA 108 570 0 NA NA NA NA NA 373 677 0 NA NA NA NA NA 591 1915 647 NA NA NA NA NA 1135 3493 836 NA NA NA NA
1680386400.0 1325.5 NA 192 0 NA NA NA NA NA NA 275 0 NA NA NA NA NA NA 4643 138 NA NA NA NA NA NA 6285 464 NA NA NA NA NA
1680386400.0 1325.51 NA 179 0 NA NA NA NA NA NA 248 0 NA NA NA NA NA NA 1438 132 NA NA NA NA NA NA 2035 208 NA NA NA NA NA
1680386400.0 1325.6 NA 164 NA NA NA NA NA NA NA 242 NA NA NA NA NA NA NA 2258 NA NA NA NA NA NA NA 2850 NA NA NA NA NA NA
1680386400.0 1325.7 NA 166 0 NA NA NA NA NA NA 238 0 NA NA NA NA NA NA 2207 125 NA NA NA NA NA NA 3296 213 NA NA NA NA NA
1680386400.0 1325.8 NA 165 0 NA NA NA NA NA NA 236 0 NA NA NA NA NA NA 2261 123 NA NA NA NA NA NA 3476 192 NA NA NA NA NA
1680386400.0 1325.9 NA 157 0 NA NA NA NA NA NA 230 0 NA NA NA NA NA NA 1691 123 NA NA NA NA NA NA 1536 278 NA NA NA NA NA
1680386400.0 1326.0 NA 106 559 0 NA NA NA NA NA 381 679 0 NA NA NA NA NA 500 1721 622 NA NA NA NA NA 1787 2352 826 NA NA NA NA
1680386400.0 1327.0 NA 101 555 0 NA NA NA NA NA 373 678 0 NA NA NA NA NA 547 1727 622 NA NA NA NA NA 777 2466 755 NA NA NA NA
1680386400.0 1328.0 NA 103 560 0 NA NA NA NA NA 373 673 0 NA NA NA NA NA 522 1706 603 NA NA NA NA NA 1095 3160 822 NA NA NA NA
1680386400.0 1329.0 NA 100 554 0 NA NA NA NA NA 381 661 0 NA NA NA NA NA 508 1635 595 NA NA NA NA NA 1351 3111 807 NA NA NA NA
1680386400.0 1329.1 NA 176 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 1917 124 NA NA NA NA NA NA 2337 443 NA NA NA NA NA
1680386400.0 133.0 91 90 444 NA NA NA NA NA 190 367 540 NA NA NA NA NA 5109 532 1727 NA NA NA NA NA 2129 1069 1997 NA NA NA NA NA
1680386400.0 1330.0 NA 103 556 0 NA NA NA NA NA 380 668 0 NA NA NA NA NA 551 1735 634 NA NA NA NA NA 708 2736 997 NA NA NA NA
1680386400.0 1331.0 NA 101 558 0 NA NA NA NA NA 373 664 0 NA NA NA NA NA 505 1633 602 NA NA NA NA NA 1268 3030 834 NA NA NA NA
1680386400.0 1332.0 NA 106 565 0 NA NA NA NA NA 381 685 0 NA NA NA NA NA 559 1797 636 NA NA NA NA NA 1021 2264 948 NA NA NA NA
1680386400.0 1333.0 NA 101 563 0 NA NA NA NA NA 373 682 0 NA NA NA NA NA 551 1714 635 NA NA NA NA NA 2009 3190 1066 NA NA NA NA
1680386400.0 1334.0 NA 105 565 0 NA NA NA NA NA 381 669 0 NA NA NA NA NA 580 1844 636 NA NA NA NA NA 1379 3307 806 NA NA NA NA
1680386400.0 1335.0 NA 100 557 0 NA NA NA NA NA 373 663 0 NA NA NA NA NA 515 1632 602 NA NA NA NA NA 997 3201 755 NA NA NA NA
1680386400.0 1336.0 NA 106 568 0 NA NA NA NA NA 381 688 0 NA NA NA NA NA 611 2232 628 NA NA NA NA NA 1439 2486 739 NA NA NA NA
1680386400.0 1337.0 NA 110 575 0 NA NA NA NA NA 381 687 0 NA NA NA NA NA 659 2185 640 NA NA NA NA NA 1552 2808 794 NA NA NA NA
1680386400.0 1338.0 NA 106 567 0 NA NA NA NA NA 381 672 0 NA NA NA NA NA 546 1905 635 NA NA NA NA NA 1142 3691 819 NA NA NA NA
1680386400.0 1339.0 NA 110 579 0 NA NA NA NA NA 373 687 0 NA NA NA NA NA 588 1961 605 NA NA NA NA NA 955 3364 813 NA NA NA NA
1680386400.0 134.0 NA 426 31 0 NA NA NA NA NA 518 76 0 NA NA NA NA NA 3070 128 74 NA NA NA NA NA 3425 236 117 NA NA NA NA
1680386400.0 134.701 NA 28 502 0 NA NA NA NA NA 81 610 0 NA NA NA NA NA 259 4771 685 NA NA NA NA NA 517 3394 895 NA NA NA NA
1680386400.0 134.702 NA 30 502 0 NA NA NA NA NA 82 597 0 NA NA NA NA NA 264 5594 626 NA NA NA NA NA 559 3585 880 NA NA NA NA
1680386400.0 134.703 NA 33 512 0 NA NA NA NA NA 89 609 0 NA NA NA NA NA 301 5930 663 NA NA NA NA NA 635 3550 769 NA NA NA NA
1680386400.0 134.704 NA 30 504 0 NA NA NA NA NA 85 598 0 NA NA NA NA NA 278 5506 642 NA NA NA NA NA 329 3579 848 NA NA NA NA
1680386400.0 134.705 NA 32 513 0 NA NA NA NA NA 84 611 0 NA NA NA NA NA 263 6301 708 NA NA NA NA NA 1000 3969 926 NA NA NA NA
1680386400.0 134.706 NA 36 511 0 NA NA NA NA NA 86 607 0 NA NA NA NA NA 255 6383 716 NA NA NA NA NA 557 3444 1078 NA NA NA NA
1680386400.0 134.707 NA 42 504 0 NA NA NA NA NA 85 598 0 NA NA NA NA NA 262 5715 667 NA NA NA NA NA 491 3760 839 NA NA NA NA
1680386400.0 134.708 NA 30 500 0 NA NA NA NA NA 83 611 0 NA NA NA NA NA 267 5138 633 NA NA NA NA NA 370 3494 785 NA NA NA NA
1680386400.0 134.709 NA 34 683 0 NA NA NA NA NA 84 790 0 NA NA NA NA NA 277 5504 646 NA NA NA NA NA 984 3397 855 NA NA NA NA
1680386400.0 134.71 NA 30 493 0 NA NA NA NA NA 76 600 0 NA NA NA NA NA 247 4270 655 NA NA NA NA NA 438 5206 789 NA NA NA NA
1680386400.0 134.801 NA 32 503 0 NA NA NA NA NA 87 605 0 NA NA NA NA NA 255 4440 648 NA NA NA NA NA 494 5164 862 NA NA NA NA
1680386400.0 134.802 NA 31 509 0 NA NA NA NA NA 85 612 0 NA NA NA NA NA 288 7174 656 NA NA NA NA NA 353 5651 795 NA NA NA NA
1680386400.0 134.803 NA 30 510 0 NA NA NA NA NA 85 616 0 NA NA NA NA NA 310 6559 685 NA NA NA NA NA 1386 3727 909 NA NA NA NA
1680386400.0 134.804 NA 34 518 0 NA NA NA NA NA 88 622 0 NA NA NA NA NA 321 7074 650 NA NA NA NA NA 595 3567 743 NA NA NA NA
1680386400.0 134.805 NA 40 514 0 NA NA NA NA NA 90 617 0 NA NA NA NA NA 322 7023 659 NA NA NA NA NA 816 3542 759 NA NA NA NA
1680386400.0 134.806 NA 30 515 0 NA NA NA NA NA 90 618 0 NA NA NA NA NA 278 7664 661 NA NA NA NA NA 608 3753 791 NA NA NA NA
1680386400.0 134.807 NA 89 539 0 NA NA NA NA NA 195 673 0 NA NA NA NA NA 1404 8063 776 NA NA NA NA NA 2079 4613 898 NA NA NA NA
1680386400.0 134.808 NA 91 546 0 NA NA NA NA NA 194 680 0 NA NA NA NA NA 1446 8117 723 NA NA NA NA NA 1636 4194 895 NA NA NA NA
1680386400.0 134.809 NA 30 508 0 NA NA NA NA NA 83 605 0 NA NA NA NA NA 291 6710 655 NA NA NA NA NA 666 4019 753 NA NA NA NA
1680386400.0 134.81 NA 28 511 0 NA NA NA NA NA 81 613 0 NA NA NA NA NA 281 6781 659 NA NA NA NA NA 513 4185 1002 NA NA NA NA
1680386400.0 134.811 NA 39 510 0 NA NA NA NA NA 90 618 0 NA NA NA NA NA 311 7053 650 NA NA NA NA NA 377 3534 825 NA NA NA NA
