Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1680991200.0 10002.0 NA 189 664 83 0 NA 486 818 134 0 NA 1313 2131 370 1672 NA 2738 5157 863 2239
1680991200.0 10003.0 NA 194 662 84 0 NA 468 818 134 0 NA 1351 2171 366 1692 NA 2143 3417 570 2137
1680991200.0 10004.0 NA 187 657 83 0 NA 480 822 135 0 NA 1312 2113 373 1679 NA 2502 3573 1200 2330
1680991200.0 10005.0 NA 191 656 84 0 NA 480 817 135 0 NA 1303 2131 371 1689 NA 2174 3499 1012 2124
1680991200.0 10006.0 NA 190 655 83 0 NA 481 789 133 0 NA 1312 2083 372 1683 NA 2179 3826 1031 3070
1680991200.0 10007.0 NA 189 656 94 0 NA 482 822 145 0 NA 1322 2162 395 1681 NA 2396 4281 1808 2158
1680991200.0 10008.0 NA 192 663 94 0 NA 482 793 143 0 NA 1343 2188 392 1686 NA 2142 6427 2050 2190
1680991200.0 10009.0 NA 189 669 93 0 NA 481 801 146 0 NA 1337 2181 386 1691 NA 2425 2920 1077 2216
1680991200.0 10023.0 NA 190 655 83 0 NA 488 813 133 0 NA 1288 2093 376 1687 NA 2258 3993 1221 2300
1680991200.0 10024.0 NA 214 682 96 0 NA 476 820 145 0 NA 1504 2393 401 1727 NA 2213 3863 1039 2193
1680991200.0 10024.4 NA 213 675 0 NA NA 475 838 0 NA NA 1473 2396 1730 NA NA 2693 3689 2118 NA
1680991200.0 10024.6 NA 216 674 0 NA NA 482 811 0 NA NA 1531 2375 1686 NA NA 2456 5002 2169 NA
1680991200.0 10026.0 NA 216 680 96 0 NA 480 818 145 0 NA 1500 2516 394 1729 NA 3064 6517 1650 2674
1680991200.0 10042.0 NA 202 668 95 0 NA 481 835 145 0 NA 1415 2275 404 1713 NA 2297 5250 2246 2324
1680991200.0 10059.0 NA 226 683 101 0 NA 481 850 145 0 NA 1613 2910 405 1753 NA 2235 3612 885 2221
1680991200.0 10224.0 NA 390 941 0 NA NA 589 1166 0 NA NA 3940 4838 1733 NA NA 6217 4833 2158 NA
1680991200.0 10225.0 NA 384 915 0 NA NA 574 1135 0 NA NA 4091 4614 1736 NA NA 5772 5066 2572 NA
1680991200.0 103.0 43 0 0 NA NA 90 0 0 NA NA 1041 216 1277 NA NA 1566 313 2569 NA NA
1680991200.0 10424.0 NA 215 675 0 NA NA 481 841 0 NA NA 1482 2407 1726 NA NA 2511 4368 2123 NA
1680991200.0 106.0 43 0 0 NA NA 89 0 0 NA NA 664 232 1271 NA NA 695 356 2444 NA NA
1680991200.0 107.0 88 86 437 NA NA 182 367 555 NA NA 3452 480 1544 NA NA 2277 753 2014 NA NA
1680991200.0 108.0 94 90 442 NA NA 192 360 560 NA NA 4049 516 1635 NA NA 2529 731 2527 NA NA
1680991200.0 10825.0 69 201 673 85 0 128 473 813 136 0 2943 1404 2307 378 1715 2685 2390 2887 1285 2288
1680991200.0 109.0 91 90 442 NA NA 190 367 562 NA NA 4584 521 1624 NA NA 2363 871 1989 NA NA
1680991200.0 11.0 NA 97 467 0 57 NA 371 577 0 105 NA 1705 1565 550 217 NA 1432 3350 892 456
1680991200.0 110.0 60 80 424 NA NA 124 359 531 NA NA 859 428 1458 NA NA 1184 803 1981 NA NA
1680991200.0 111.0 81 86 427 NA NA 184 367 531 NA NA 1521 417 1496 NA NA 1302 999 3240 NA NA
1680991200.0 112.0 90 87 432 NA NA 190 360 532 NA NA 3084 507 1515 NA NA 2063 1298 2841 NA NA
1680991200.0 113.0 87 87 434 NA NA 185 360 545 NA NA 3189 515 1544 NA NA 1990 1812 2690 NA NA
1680991200.0 114.0 87 87 431 NA NA 186 360 537 NA NA 2970 496 1552 NA NA 2258 1053 2892 NA NA
1680991200.0 115.0 87 86 434 NA NA 182 367 534 NA NA 3378 505 1569 NA NA 1756 966 2006 NA NA
1680991200.0 116.0 84 87 434 NA NA 178 367 541 NA NA 3102 480 1563 NA NA 1919 812 2898 NA NA
1680991200.0 11626.0 73 225 689 93 0 121 482 863 144 0 5937 1769 2836 478 1803 5002 2713 4282 1034 2257
1680991200.0 117.0 86 88 437 NA NA 191 360 540 NA NA 3482 495 1612 NA NA 1741 903 2937 NA NA
1680991200.0 118.0 89 87 442 NA NA 188 367 561 NA NA 3884 498 1613 NA NA 2096 619 2554 NA NA
1680991200.0 120.0 59 79 421 NA NA 137 367 543 NA NA 826 440 1451 NA NA 1134 1062 2809 NA NA
1680991200.0 12024.0 71 219 692 0 NA 121 473 855 0 NA 3754 1653 2612 1870 NA 1972 2159 5138 2999 NA
1680991200.0 121.0 89 88 437 NA NA 192 367 542 NA NA 3650 537 1649 NA NA 2436 1390 2099 NA NA
1680991200.0 122.0 61 78 416 NA NA 130 367 519 NA NA 1029 335 1406 NA NA 1404 854 2275 NA NA
