Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1680469200.0 1.0 97 124 193 NA NA NA NA NA NA 308 279 438 NA NA NA NA NA NA 1371 413 1149 NA NA NA NA NA NA 1499 613 1663 NA NA NA NA NA NA
1680469200.0 10.0 NA 146 315 0 NA NA NA NA NA NA 343 566 0 NA NA NA NA NA NA 1563 3350 828 NA NA NA NA NA NA 1160 3700 904 NA NA NA NA NA
1680469200.0 1000.0 NA 288 158 0 63 NA NA NA NA NA 572 366 0 206 NA NA NA NA NA 3167 1191 500 386 NA NA NA NA NA 4891 2065 830 452 NA NA NA NA
1680469200.0 10001.0 NA 223 463 0 98 106 NA NA NA NA 418 849 0 258 269 NA NA NA NA 1536 1909 662 574 731 NA NA NA NA 1188 4330 1227 1196 868 NA NA NA
1680469200.0 10002.0 NA 227 466 0 98 110 NA NA NA NA 432 845 0 251 267 NA NA NA NA 1521 1924 671 593 731 NA NA NA NA 1197 3772 1616 1919 793 NA NA NA
1680469200.0 10003.0 NA 232 465 0 99 103 NA NA NA NA 424 919 0 261 269 NA NA NA NA 1537 1969 659 590 764 NA NA NA NA 1525 3760 935 2486 1154 NA NA NA
1680469200.0 10004.0 NA 229 465 0 107 104 NA NA NA NA 410 856 0 258 273 NA NA NA NA 1540 1945 645 575 747 NA NA NA NA 1731 4126 1824 1616 1261 NA NA NA
1680469200.0 10005.0 NA 230 465 0 109 103 NA NA NA NA 432 848 0 255 269 NA NA NA NA 1530 1912 657 572 731 NA NA NA NA 2185 2696 1301 1531 871 NA NA NA
1680469200.0 10006.0 NA 219 460 0 98 101 NA NA NA NA 408 839 0 252 270 NA NA NA NA 1519 1901 640 570 709 NA NA NA NA 1501 3740 886 1007 968 NA NA NA
1680469200.0 10007.0 NA 226 463 0 129 101 NA NA NA NA 416 858 0 327 265 NA NA NA NA 1531 1941 678 577 742 NA NA NA NA 1455 3889 1014 891 1321 NA NA NA
1680469200.0 10008.0 NA 228 468 0 126 110 NA NA NA NA 410 838 0 336 272 NA NA NA NA 1542 1924 670 584 728 NA NA NA NA 1731 3212 826 1081 1549 NA NA NA
1680469200.0 10009.0 NA 232 467 0 155 106 NA NA NA NA 418 866 0 331 268 NA NA NA NA 1542 1958 688 580 749 NA NA NA NA 1327 3455 1507 1335 1013 NA NA NA
1680469200.0 1001.0 NA 272 137 0 0 0 0 0 0 NA 512 299 0 0 0 0 0 0 NA 2870 692 130 119 176 731 219 735 NA 3937 2105 378 462 507 1144 578 1011
1680469200.0 1001.2 NA 541 180 0 0 0 0 NA NA NA 986 392 0 0 0 0 NA NA NA 10744 1186 154 190 216 240 NA NA NA 5378 1118 579 899 346 677 NA NA
1680469200.0 1001.3 NA 518 170 0 NA NA NA NA NA NA 949 394 0 NA NA NA NA NA NA 8781 1316 379 NA NA NA NA NA NA 5070 1376 2161 NA NA NA NA NA
1680469200.0 1002.0 NA 294 88 NA NA NA NA NA NA NA 533 195 NA NA NA NA NA NA NA 3061 469 NA NA NA NA NA NA NA 4896 506 NA NA NA NA NA NA
1680469200.0 1002.3 NA 506 170 0 NA NA NA NA NA NA 925 387 0 NA NA NA NA NA NA 7184 1034 358 NA NA NA NA NA NA 5194 1913 495 NA NA NA NA NA
1680469200.0 1002.4 NA 522 0 NA NA NA NA NA NA NA 936 0 NA NA NA NA NA NA NA 10526 665 NA NA NA NA NA NA NA 4971 1072 NA NA NA NA NA NA
1680469200.0 10023.0 NA 231 460 0 99 100 NA NA NA NA 428 828 0 262 267 NA NA NA NA 1518 1911 666 580 714 NA NA NA NA 1124 4180 860 1827 997 NA NA NA
1680469200.0 10024.0 NA 241 484 0 130 108 NA NA NA NA 438 867 0 339 279 NA NA NA NA 1571 2131 807 601 791 NA NA NA NA 1204 4313 1456 1655 1412 NA NA NA
1680469200.0 10024.1 NA 238 247 0 NA NA NA NA NA NA 434 545 0 NA NA NA NA NA NA 1585 975 889 NA NA NA NA NA NA 2400 2679 1125 NA NA NA NA NA
1680469200.0 10024.2 NA 241 481 0 NA NA NA NA NA NA 436 837 0 NA NA NA NA NA NA 1595 2119 789 NA NA NA NA NA NA 1491 3548 1388 NA NA NA NA NA
1680469200.0 10024.3 NA 238 237 0 NA NA NA NA NA NA 437 532 0 NA NA NA NA NA NA 1581 931 770 NA NA NA NA NA NA 1320 1787 1028 NA NA NA NA NA
1680469200.0 10024.4 NA 241 477 0 NA NA NA NA NA NA 427 849 0 NA NA NA NA NA NA 1575 2089 753 NA NA NA NA NA NA 1730 2927 800 NA NA NA NA NA
1680469200.0 10024.5 NA 239 106 0 NA NA NA NA NA NA 432 344 0 NA NA NA NA NA NA 1589 638 308 NA NA NA NA NA NA 1331 1323 417 NA NA NA NA NA
