Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1681074000.0 103.0 77 0 0 NA NA 241 0 0 NA NA 631 205 1666 NA NA 1797 524 2543 NA NA
1681074000.0 106.0 76 0 0 NA NA 243 0 0 NA NA 681 212 1807 NA NA 1339 553 3061 NA NA
1681074000.0 108.0 103 128 285 NA NA 316 289 524 NA NA 2352 501 2289 NA NA 2836 959 3397 NA NA
1681074000.0 110.0 81 123 278 NA NA 244 278 523 NA NA 724 444 2016 NA NA 2805 1363 3047 NA NA
1681074000.0 111.0 102 147 283 NA NA 310 287 519 NA NA 1278 423 2058 NA NA 1867 1393 2933 NA NA
1681074000.0 113.0 103 130 283 NA NA 325 281 542 NA NA 1767 502 2153 NA NA 1984 1540 3117 NA NA
1681074000.0 114.0 103 129 285 NA NA 309 287 522 NA NA 1694 438 1938 NA NA 1647 602 2866 NA NA
1681074000.0 115.0 101 132 287 NA NA 321 296 538 NA NA 2106 516 2237 NA NA 2500 1569 3202 NA NA
1681074000.0 117.0 100 126 288 NA NA 318 293 528 NA NA 2257 496 2177 NA NA 2792 749 2977 NA NA
1681074000.0 118.0 102 134 291 NA NA 323 293 538 NA NA 2731 515 2332 NA NA 2311 1032 3449 NA NA
1681074000.0 120.0 82 126 273 NA NA 255 284 524 NA NA 608 403 1903 NA NA 1269 743 2928 NA NA
1681074000.0 121.0 102 128 299 NA NA 318 289 543 NA NA 2837 516 2363 NA NA 2713 943 3234 NA NA
1681074000.0 122.0 77 0 0 NA NA 241 0 0 NA NA 664 208 1753 NA NA 1195 558 3253 NA NA
1681074000.0 126.0 81 126 281 NA NA 268 275 519 NA NA 1115 446 2040 NA NA 1166 908 3185 NA NA
1681074000.0 128.0 81 128 272 NA NA 243 282 507 NA NA 580 414 1857 NA NA 1672 1319 3185 NA NA
1681074000.0 130.0 82 126 275 NA NA 244 280 524 NA NA 676 449 2010 NA NA 2182 1321 2864 NA NA
1681074000.0 131.0 84 123 277 NA NA 263 284 504 NA NA 941 442 2016 NA NA 1397 629 2943 NA NA
1681074000.0 132.0 94 131 288 NA NA 304 289 522 NA NA 2131 490 2166 NA NA 2815 1120 3073 NA NA
1681074000.0 133.0 107 134 291 NA NA 326 292 541 NA NA 2901 509 2391 NA NA 1968 1398 3399 NA NA
1681074000.0 134.0 NA 296 58 0 NA NA 560 184 0 NA NA 3416 185 114 NA NA 4147 397 362 NA
1681074000.0 139.005 NA 104 80 NA NA NA 300 303 NA NA NA 23578 11831 NA NA NA 46531 8005 NA NA
1681074000.0 144.6 NA 291 NA NA NA NA 550 NA NA NA NA 4215 NA NA NA NA 6035 NA NA NA
1681074000.0 20834.9 NA 498 446 0 144 NA 779 758 0 334 NA 2504 3771 877 1549 NA 3643 4774 1176 2475
1681074000.0 21061.97 943 NA NA NA NA 1524 NA NA NA NA 11100 NA NA NA NA 6342 NA NA NA NA
1681074000.0 23861.97 923 NA NA NA NA 1493 NA NA NA NA 10283 NA NA NA NA 6109 NA NA NA NA
1681074000.0 2500.311 NA 212 0 NA NA NA 489 0 NA NA NA 23055 209 NA NA NA 14842 624 NA NA
1681074000.0 2500.312 NA 202 0 NA NA NA 509 0 NA NA NA 24007 231 NA NA NA 14089 928 NA NA
1681074000.0 2500.33 NA 170 0 NA NA NA 382 0 NA NA NA 12351 231 NA NA NA 8119 1040 NA NA
1681074000.0 2500.332 NA 182 0 NA NA NA 392 0 NA NA NA 15542 223 NA NA NA 8502 571 NA NA
1681074000.0 2500.401 NA 123 0 NA NA NA 329 0 NA NA NA 13547 235 NA NA NA 8644 845 NA NA
1681074000.0 2500.511 NA 140 0 NA NA NA 364 0 NA NA NA 5733 227 NA NA NA 6692 532 NA NA
1681074000.0 2500.5111 NA 141 0 NA NA NA 325 0 NA NA NA 1593 207 NA NA NA 1965 480 NA NA
1681074000.0 250200.1 113 331 250 NA NA 304 589 511 NA NA 1973 1138 2334 NA NA 1295 1618 3127 NA NA
1681074000.0 25234.0 157 446 420 0 144 303 711 710 0 323 6609 2311 3935 978 1628 5443 3514 6055 1844 2486
1681074000.0 25234.911 148 447 428 0 145 321 715 706 0 333 15173 7413 8477 2923 1617 10799 7121 6525 3768 2213
1681074000.0 4.28 NA 80 290 0 NA NA 240 537 0 NA NA 467 3919 2172 NA NA 1086 5756 3109 NA
1681074000.0 4000.0 NA 155 312 NA NA NA 338 590 NA NA NA 1864 4637 NA NA NA 2007 3823 NA NA
1681074000.0 4001.0 NA 182 354 NA NA NA 385 636 NA NA NA 791 2659 NA NA NA 2003 3232 NA NA
1681074000.0 4002.0 NA 156 300 NA NA NA 326 562 NA NA NA 1466 3049 NA NA NA 1207 3169 NA NA
1681074000.0 4003.0 NA 148 304 NA NA NA 322 582 NA NA NA 1599 3473 NA NA NA 1112 4256 NA NA
1681074000.0 4006.0 82 188 359 NA NA 265 381 629 NA NA 933 891 2774 NA NA 1561 1691 3298 NA NA
1681074000.0 4008.0 77 0 0 NA NA 241 0 0 NA NA 624 190 1681 NA NA 1236 363 2876 NA NA
