Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1689238800.0 10224.15 NA 479 772 0 178 NA 619 1083 0 271 NA 3006 3196 446 545 NA 2491 3777 666 784
1689238800.0 103.0 116 0 0 NA NA 193 0 0 NA NA 575 117 1199 NA NA 1057 345 2114 NA NA
1689238800.0 11024.15 NA 532 850 0 183 NA 747 1194 0 261 NA 3888 3993 436 558 NA 4449 4269 524 791
1689238800.0 118.0 147 176 345 NA NA 263 244 486 NA NA 2301 357 1534 NA NA 1246 1368 2465 NA NA
1689238800.0 122.0 118 0 0 NA NA 195 0 0 NA NA 586 118 1235 NA NA 4720 400 3074 NA NA
1689238800.0 144.6 NA 348 NA NA NA NA 479 NA NA NA NA 2426 NA NA NA NA 4228 NA NA NA
1689238800.0 20834.0 NA 551 493 0 197 NA 754 730 0 289 NA 2140 2902 504 1089 NA 4149 4866 1387 1595
1689238800.0 23634.0 NA 576 493 0 197 NA 745 697 0 285 NA 2150 2770 511 1103 NA 3338 4605 1642 1520
1689238800.0 2500.0 NA 220 0 NA NA NA 328 0 NA NA NA 19881 148 NA NA NA 11045 305 NA NA
1689238800.0 25061.97 1032 NA NA NA NA 1477 NA NA NA NA 7215 NA NA NA NA 4834 NA NA NA NA
1689238800.0 522.0 63 88 0 NA NA 105 139 0 NA NA 1816 198 165 NA NA 2931 303 431 NA NA
1689238800.0 537.0 99 0 NA NA NA 166 0 NA NA NA 3654 149 NA NA NA 8273 287 NA NA NA
