Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1689066000.0 1.0 158 160 240 NA NA 260 237 386 NA NA 1344 317 895 NA NA 4617 555 2200 NA NA
1689066000.0 10224.15 NA 462 787 0 182 NA 602 1180 0 271 NA 3035 3144 451 542 NA 2197 3722 945 1073
1689066000.0 103.0 111 0 0 NA NA 192 0 0 NA NA 579 114 1202 NA NA 1465 357 1971 NA NA
1689066000.0 108.0 149 175 351 NA NA 276 248 468 NA NA 1833 312 1398 NA NA 1573 390 1916 NA NA
1689066000.0 10805.31 NA 276 516 NA NA NA 348 796 NA NA NA 1432 1583 NA NA NA 863 5029 NA NA
1689066000.0 109.0 148 173 351 NA NA 257 247 487 NA NA 1892 328 1410 NA NA 1460 865 1830 NA NA
1689066000.0 110.0 118 169 314 NA NA 195 240 472 NA NA 555 294 1284 NA NA 989 1204 1819 NA NA
1689066000.0 11024.15 NA 511 847 0 185 NA 704 1221 0 269 NA 3798 4043 452 579 NA 4150 4490 901 1361
1689066000.0 112.0 154 174 339 NA NA 263 244 486 NA NA 1319 302 1312 NA NA 1288 779 1980 NA NA
1689066000.0 114.0 154 173 314 NA NA 263 240 468 NA NA 1463 315 1362 NA NA 1386 473 2043 NA NA
1689066000.0 115.0 146 169 355 NA NA 261 239 482 NA NA 1657 335 1357 NA NA 1757 1566 1850 NA NA
1689066000.0 116.0 148 176 352 NA NA 273 246 485 NA NA 1799 331 1465 NA NA 1617 931 2247 NA NA
1689066000.0 119.0 145 170 348 NA NA 251 241 474 NA NA 1136 300 1332 NA NA 1691 746 2356 NA NA
1689066000.0 122.0 118 161 336 NA NA 207 225 478 NA NA 642 224 1332 NA NA 1411 907 2436 NA NA
1689066000.0 125.0 161 172 353 NA NA 274 244 496 NA NA 1548 315 1364 NA NA 1113 762 2015 NA NA
1689066000.0 126.0 122 171 309 NA NA 206 242 489 NA NA 929 292 1311 NA NA 1107 462 1965 NA NA
1689066000.0 127.0 123 168 341 NA NA 196 242 489 NA NA 696 291 1285 NA NA 1402 927 2107 NA NA
1689066000.0 130.0 123 169 333 NA NA 197 240 470 NA NA 535 288 1281 NA NA 1423 857 1991 NA NA
1689066000.0 141.013 NA 371 789 0 NA NA 548 1294 0 NA NA 2889 13532 365 NA NA 1984 7043 648 NA
1689066000.0 144.6 NA 356 NA NA NA NA 491 NA NA NA NA 2642 NA NA NA NA 4258 NA NA NA
1689066000.0 24834.21 NA 403 319 230 NA NA 598 459 314 NA NA 1821 1375 1231 NA NA 1802 1498 1382 NA
1689066000.0 2500.01 NA 232 0 NA NA NA 338 0 NA NA NA 10396 132 NA NA NA 5375 363 NA NA
1689066000.0 2500.012 NA 243 0 NA NA NA 352 0 NA NA NA 14347 136 NA NA NA 6656 227 NA NA
1689066000.0 2500.31 NA 219 0 NA NA NA 399 0 NA NA NA 5130 125 NA NA NA 5384 210 NA NA
1689066000.0 250200.1 158 357 344 NA NA 245 528 494 NA NA 1519 647 1596 NA NA 1418 1381 1867 NA NA
1689066000.0 25061.97 1040 NA NA NA NA 1477 NA NA NA NA 7755 NA NA NA NA 5230 NA NA NA NA
1689066000.0 4.29 NA 94 361 0 246 NA 151 506 0 317 NA 145 2591 274 912 NA 306 2780 409 1610
1689066000.0 4001.0 NA 242 429 NA NA NA 332 582 NA NA NA 560 1904 NA NA NA 923 2753 NA NA
1689066000.0 4006.0 122 234 417 NA NA 206 323 562 NA NA 643 548 1755 NA NA 1346 952 2882 NA NA
1689066000.0 500200.1 144 273 324 NA NA 252 373 424 NA NA 1562 442 1559 NA NA 1860 1494 1828 NA NA
