Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1680728400.0 1.0 148 184 295 NA NA NA NA NA NA 518 521 805 NA NA NA NA NA NA 2309 658 1212 NA NA NA NA NA NA 5142 4041 3294 NA NA NA NA NA NA
1680728400.0 10.0 NA 207 469 0 NA NA NA NA NA NA 581 1077 0 NA NA NA NA NA NA 3162 8713 545 NA NA NA NA NA NA 4178 4308 701 NA NA NA NA NA
1680728400.0 1000.0 NA 413 239 0 167 NA NA NA NA NA 1022 646 0 398 NA NA NA NA NA 7311 1130 415 324 NA NA NA NA NA 4358 2609 470 623 NA NA NA NA
1680728400.0 10001.0 NA 291 617 0 156 182 NA NA NA NA 668 1343 0 489 531 NA NA NA NA 3157 2164 623 469 506 NA NA NA NA 5233 5467 1997 3255 1599 NA NA NA
1680728400.0 10002.0 NA 291 645 0 163 223 NA NA NA NA 658 1346 0 489 537 NA NA NA NA 3151 2259 619 454 500 NA NA NA NA 3242 7870 1345 893 1039 NA NA NA
1680728400.0 10003.0 NA 291 607 0 154 185 NA NA NA NA 662 1359 0 491 529 NA NA NA NA 3165 2398 628 465 513 NA NA NA NA 4540 9744 1840 1581 788 NA NA NA
1680728400.0 10004.0 NA 289 628 0 158 225 NA NA NA NA 656 1408 0 481 530 NA NA NA NA 3283 2186 636 469 509 NA NA NA NA 2092 4155 1372 1094 1254 NA NA NA
1680728400.0 10005.0 NA 292 617 0 168 165 NA NA NA NA 675 1350 0 491 527 NA NA NA NA 3160 2157 624 456 506 NA NA NA NA 2703 7726 2044 1442 1796 NA NA NA
1680728400.0 10006.0 NA 291 607 0 162 185 NA NA NA NA 654 1341 0 491 528 NA NA NA NA 3318 2181 657 498 511 NA NA NA NA 3624 8364 2281 5902 1166 NA NA NA
1680728400.0 10007.0 NA 306 696 0 185 190 NA NA NA NA 672 1345 0 564 530 NA NA NA NA 3184 2279 620 485 504 NA NA NA NA 1805 4301 1158 3285 862 NA NA NA
1680728400.0 10008.0 NA 304 699 0 184 189 NA NA NA NA 669 1355 0 564 530 NA NA NA NA 3189 2249 609 476 512 NA NA NA NA 2059 4609 1051 2250 1451 NA NA NA
1680728400.0 10009.0 NA 293 620 0 191 205 NA NA NA NA 660 1366 0 567 533 NA NA NA NA 3180 2382 624 483 507 NA NA NA NA 2311 6603 1341 1268 1142 NA NA NA
1680728400.0 1001.0 NA 424 196 0 0 0 0 0 0 NA 970 529 0 0 0 0 0 0 NA 6832 697 171 119 164 342 199 336 NA 11420 10376 819 1288 1242 1759 1443 1753
1680728400.0 1001.2 NA 653 236 0 0 0 0 NA NA NA 1417 614 0 0 0 0 NA NA NA 61503 2289 220 186 178 189 NA NA NA 26765 1157 309 457 227 226 NA NA
1680728400.0 1001.3 NA 634 230 0 NA NA NA NA NA NA 1400 609 0 NA NA NA NA NA NA 44270 1135 406 NA NA NA NA NA NA 15574 5141 1142 NA NA NA NA NA
1680728400.0 1002.0 NA 424 135 NA NA NA NA NA NA NA 1014 338 NA NA NA NA NA NA NA 6887 250 NA NA NA NA NA NA NA 4507 281 NA NA NA NA NA NA
1680728400.0 1002.3 NA 631 235 0 NA NA NA NA NA NA 1395 602 0 NA NA NA NA NA NA 27469 1286 404 NA NA NA NA NA NA 11597 1848 1596 NA NA NA NA NA
1680728400.0 1002.4 NA 643 0 NA NA NA NA NA NA NA 1420 0 NA NA NA NA NA NA NA 49214 625 NA NA NA NA NA NA NA 18672 1036 NA NA NA NA NA NA
1680728400.0 10023.0 NA 293 616 0 156 229 NA NA NA NA 661 1349 0 491 526 NA NA NA NA 3180 2106 628 471 482 NA NA NA NA 4786 5303 1196 2918 925 NA NA NA
1680728400.0 10024.0 NA 302 667 0 186 166 NA NA NA NA 689 1349 0 565 532 NA NA NA NA 3255 3396 655 501 538 NA NA NA NA 4890 7302 1919 3090 1106 NA NA NA
1680728400.0 10024.1 NA 312 341 0 NA NA NA NA NA NA 692 874 0 NA NA NA NA NA NA 3215 1327 503 NA NA NA NA NA NA 1613 1132 614 NA NA NA NA NA
1680728400.0 10024.2 NA 314 705 0 NA NA NA NA NA NA 680 1359 0 NA NA NA NA NA NA 3230 3295 627 NA NA NA NA NA NA 2614 3556 1078 NA NA NA NA NA
1680728400.0 10024.3 NA 308 349 0 NA NA NA NA NA NA 678 858 0 NA NA NA NA NA NA 3235 1411 471 NA NA NA NA NA NA 1420 2154 901 NA NA NA NA NA
1680728400.0 10024.4 NA 302 691 0 NA NA NA NA NA NA 678 1369 0 NA NA NA NA NA NA 3218 3156 617 NA NA NA NA NA NA 1699 6226 848 NA NA NA NA NA
1680728400.0 10024.5 NA 311 194 0 NA NA NA NA NA NA 677 616 0 NA NA NA NA NA NA 3208 645 252 NA NA NA NA NA NA 1449 1154 349 NA NA NA NA NA
