Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1681203600.0 108.0 88 118 271 NA 263 238 486 NA 2358 397 1509 NA 1720 1057 1962 NA
1681203600.0 110.0 66 113 256 NA 195 230 468 NA 684 378 1381 NA 1139 1274 1944 NA
1681203600.0 111.0 85 107 268 NA 258 238 492 NA 1224 349 1423 NA 1929 994 2389 NA
1681203600.0 112.0 84 118 266 NA 260 234 474 NA 1569 393 1440 NA 1219 1065 2464 NA
1681203600.0 114.0 90 109 267 NA 262 240 473 NA 1776 407 1445 NA 1486 1016 2085 NA
1681203600.0 115.0 91 119 270 NA 263 238 477 NA 2067 406 1503 NA 1862 1238 2498 NA
1681203600.0 117.0 89 119 271 NA 259 234 469 NA 2278 410 1531 NA 2390 899 2150 NA
1681203600.0 119.0 84 117 268 NA 258 234 488 NA 1443 398 1443 NA 1492 1897 2309 NA
1681203600.0 125.0 89 112 269 NA 274 234 481 NA 1969 400 1459 NA 1807 1212 2086 NA
1681203600.0 126.0 70 113 259 NA 220 234 451 NA 1154 373 1389 NA 2111 821 2086 NA
1681203600.0 130.0 69 112 257 NA 219 228 451 NA 627 374 1389 NA 1009 1301 2345 NA
1681203600.0 1303.0 87 157 212 NA 233 279 453 NA 4402 386 1296 NA 3114 1085 1743 NA
1681203600.0 131.0 68 113 259 NA 198 232 475 NA 923 383 1399 NA 1315 1692 2432 NA
1681203600.0 133.0 98 121 279 NA 276 244 470 NA 2844 418 1665 NA 1882 949 2338 NA
1681203600.0 139.005 NA 93 68 NA NA 255 249 NA NA 19673 8642 NA NA 46482 5242 NA
1681203600.0 144.6 NA 277 NA NA NA 480 NA NA NA 2518 NA NA NA 3845 NA NA
1681203600.0 21061.97 848 NA NA NA 1372 NA NA NA 8277 NA NA NA 5423 NA NA NA
1681203600.0 2500.331 NA 169 0 NA NA 357 0 NA NA 7563 185 NA NA 5442 456 NA
1681203600.0 2500.332 NA 166 0 NA NA 336 0 NA NA 6913 182 NA NA 4484 495 NA
1681203600.0 2500.511 NA 129 0 NA NA 321 0 NA NA 4197 189 NA NA 4808 817 NA
1681203600.0 4.28 NA 71 276 0 NA 183 470 0 NA 271 3100 1571 NA 688 5133 2176
1681203600.0 500200.1 95 189 223 NA 243 358 410 NA 1915 580 1745 NA 2312 2111 2341 NA
