Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1681246800.0 10805.31 NA 200 436 NA NA NA 347 786 NA NA NA 1615 1554 NA NA NA 2897 5659 NA NA
1681246800.0 109.0 91 118 273 NA NA 265 237 475 NA NA 2321 379 1466 NA NA 2154 1058 2251 NA NA
1681246800.0 131.0 70 113 262 NA NA 199 228 473 NA NA 874 348 1327 NA NA 1195 1121 2181 NA NA
1681246800.0 144.6 NA 279 NA NA NA NA 484 NA NA NA NA 2529 NA NA NA NA 4170 NA NA NA
1681246800.0 20834.21 NA 297 205 150 NA NA 576 447 311 NA NA 1845 1530 1309 NA NA 2456 2172 1475 NA
1681246800.0 21061.97 864 NA NA NA NA 1460 NA NA NA NA 8427 NA NA NA NA 5405 NA NA NA NA
1681246800.0 2500.31 NA 141 0 NA NA NA 303 0 NA NA NA 12004 177 NA NA NA 7449 689 NA NA
1681246800.0 2500.332 NA 164 0 NA NA NA 329 0 NA NA NA 7051 179 NA NA NA 4545 391 NA NA
1681246800.0 2500.401 NA 119 0 NA NA NA 279 0 NA NA NA 10843 173 NA NA NA 6729 502 NA NA
1681246800.0 2500.511 NA 129 0 NA NA NA 327 0 NA NA NA 4420 184 NA NA NA 5290 610 NA NA
1681246800.0 250200.1 97 324 233 NA NA 246 546 451 NA NA 1786 714 1537 NA NA 1325 1706 2069 NA NA
1681246800.0 3.0 82 113 191 NA NA 252 233 393 NA NA 3924 333 1368 NA NA 2665 1040 1863 NA NA
1681246800.0 4.17 NA 52 277 0 154 NA 148 499 0 324 NA 168 2505 332 980 NA 454 2829 666 1545
1681246800.0 4.28 NA 88 279 0 NA NA 188 483 0 NA NA 237 2962 1525 NA NA 823 4204 2064 NA
1681246800.0 4.29 NA 40 288 0 158 NA 152 509 0 310 NA 174 2720 333 1012 NA 366 2883 625 1606
1681246800.0 4006.0 70 164 323 NA NA 211 325 554 NA NA 798 593 1744 NA NA 1369 1210 2543 NA NA
