Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1689195600.0 1.0 123 168 250 NA NA NA 287 266 415 NA NA NA 1346 319 904 NA NA NA 1532 464 1935 NA NA NA
1689195600.0 10042.0 NA 291 550 0 179 150 NA 396 817 0 306 256 NA 1435 1514 417 317 415 NA 1138 2712 856 664 918
1689195600.0 10071.0 NA 295 554 0 149 152 NA 405 839 0 238 256 NA 1433 1587 417 311 425 NA 841 2944 697 629 820
1689195600.0 103.0 124 162 317 NA NA NA 240 262 513 NA NA NA 639 209 1309 NA NA NA 1047 432 2507 NA NA NA
1689195600.0 106.0 109 0 0 NA NA NA 222 0 0 NA NA NA 557 115 1144 NA NA NA 1164 288 1781 NA NA NA
1689195600.0 107.0 154 175 354 NA NA NA 288 273 503 NA NA NA 1510 310 1396 NA NA NA 1316 459 2265 NA NA NA
1689195600.0 108.0 159 169 355 NA NA NA 299 271 519 NA NA NA 1811 356 1515 NA NA NA 1654 1004 2473 NA NA NA
1689195600.0 10804.31 NA 261 515 NA NA NA NA 383 886 NA NA NA NA 1393 1520 NA NA NA NA 1761 3884 NA NA NA
1689195600.0 109.0 157 177 358 NA NA NA 285 277 508 NA NA NA 1937 321 1454 NA NA NA 1634 586 2099 NA NA NA
1689195600.0 110.0 120 172 331 NA NA NA 225 266 510 NA NA NA 594 306 1436 NA NA NA 1505 760 2540 NA NA NA
1689195600.0 111.0 153 175 343 NA NA NA 283 273 500 NA NA NA 1096 282 1381 NA NA NA 1255 683 2193 NA NA NA
1689195600.0 112.0 124 167 348 NA NA NA 287 274 513 NA NA NA 1382 338 1413 NA NA NA 1145 1046 2259 NA NA NA
1689195600.0 113.0 159 168 349 NA NA NA 292 267 509 NA NA NA 1466 348 1420 NA NA NA 1573 1062 2137 NA NA NA
1689195600.0 114.0 146 178 352 NA NA NA 289 271 526 NA NA NA 1596 337 1492 NA NA NA 1899 1166 2297 NA NA NA
1689195600.0 115.0 153 177 356 NA NA NA 293 275 526 NA NA NA 1745 344 1442 NA NA NA 1959 652 2118 NA NA NA
1689195600.0 116.0 164 175 356 NA NA NA 299 275 533 NA NA NA 1744 335 1471 NA NA NA 1275 579 2157 NA NA NA
1689195600.0 11634.914 135 250 526 0 146 NA 235 366 784 0 238 NA 2098 429 1808 423 327 NA 1531 739 3726 560 1279 NA
1689195600.0 117.0 154 175 356 NA NA NA 292 272 512 NA NA NA 1746 337 1426 NA NA NA 1468 1385 2078 NA NA NA
1689195600.0 11723.17 NA 271 563 0 NA NA NA 380 805 0 NA NA NA 448 2026 445 NA NA NA 878 2745 833 NA NA
1689195600.0 119.0 160 163 346 NA NA NA 282 266 508 NA NA NA 1194 339 1431 NA NA NA 1361 750 2297 NA NA NA
1689195600.0 120.0 121 169 338 NA NA NA 233 267 506 NA NA NA 571 314 1400 NA NA NA 1368 760 2252 NA NA NA
1689195600.0 121.0 160 172 359 NA NA NA 294 277 505 NA NA NA 2249 343 1536 NA NA NA 1099 595 2624 NA NA NA
1689195600.0 122.0 113 0 0 NA NA NA 222 0 0 NA NA NA 543 123 1163 NA NA NA 762 654 1888 NA NA NA
1689195600.0 123.1 431 NA NA NA NA NA 582 NA NA NA NA NA 849 NA NA NA NA NA 2255 NA NA NA NA NA
1689195600.0 12434.7 NA 373 725 0 NA NA NA 570 1055 0 NA NA NA 1055 2556 541 NA NA NA 2667 3462 832 NA NA
1689195600.0 125.0 158 178 350 NA NA NA 302 277 499 NA NA NA 1670 348 1486 NA NA NA 1451 1219 2477 NA NA NA
1689195600.0 126.0 126 162 341 NA NA NA 239 260 500 NA NA NA 993 325 1430 NA NA NA 1110 870 2493 NA NA NA
1689195600.0 127.0 113 172 327 NA NA NA 223 264 505 NA NA NA 720 293 1307 NA NA NA 953 960 1831 NA NA NA
