Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1680991200.0 139902.0 NA 159 250 0 NA NA NA NA NA 225 314 0 NA NA NA NA NA 496 1056 1275 NA NA NA NA NA 609 1190 1325 NA NA NA NA
1680991200.0 13992501.0 NA 196 323 0 NA NA NA NA NA 276 412 0 NA NA NA NA NA 2542 3789 1434 NA NA NA NA NA 3064 4190 1488 NA NA NA NA
1680991200.0 13992502.0 NA 203 327 0 NA NA NA NA NA 280 412 0 NA NA NA NA NA 2570 3493 1423 NA NA NA NA NA 3113 3876 1457 NA NA NA NA
1680991200.0 14.0 NA 77 193 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 1398 1226 401 NA NA NA NA NA 1452 1278 442 NA NA NA NA
1680991200.0 140.52 NA 191 182 0 NA NA NA NA NA 253 235 0 NA NA NA NA NA 1229 914 186 NA NA NA NA NA 1301 965 220 NA NA NA NA
1680991200.0 145.0 NA 228 281 0 NA NA NA NA NA 303 359 0 NA NA NA NA NA 2390 2035 168 NA NA NA NA NA 2480 2136 215 NA NA NA NA
1680991200.0 15.0 NA 74 190 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1175 601 346 NA NA NA NA NA 1204 650 378 NA NA NA NA
1680991200.0 16.0 NA 78 188 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 1238 773 339 NA NA NA NA NA 1270 808 362 NA NA NA NA
1680991200.0 17.0 NA 74 188 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1179 654 333 NA NA NA NA NA 1217 700 352 NA NA NA NA
1680991200.0 2.0 55 79 130 NA NA NA NA NA 99 146 186 NA NA NA NA NA 3908 270 642 NA NA NA NA NA 3959 313 695 NA NA NA NA NA
1680991200.0 20.0 NA 78 188 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1232 772 359 NA NA NA NA NA 1258 808 380 NA NA NA NA
1680991200.0 204.0 53 88 207 0 NA NA NA NA 97 151 273 0 NA NA NA NA 2571 522 822 381 NA NA NA NA 2623 596 915 400 NA NA NA NA
1680991200.0 21.0 NA 78 189 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1250 900 362 NA NA NA NA NA 1271 934 395 NA NA NA NA
1680991200.0 22.0 NA 80 191 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1305 1182 354 NA NA NA NA NA 1345 1238 379 NA NA NA NA
1680991200.0 23.0 NA 78 193 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1445 1148 400 NA NA NA NA NA 1474 1205 426 NA NA NA NA
1680991200.0 24.0 NA 79 194 0 NA NA NA NA NA 146 257 0 NA NA NA NA NA 1555 1678 415 NA NA NA NA NA 1610 1750 444 NA NA NA NA
1680991200.0 25.0 NA 80 221 0 84 NA NA NA NA 146 273 0 124 NA NA NA NA 1660 2037 416 87 NA NA NA NA 1927 2337 441 109 NA NA NA
1680991200.0 250199.0 146 NA NA NA NA NA NA NA 204 NA NA NA NA NA NA NA 3939 NA NA NA NA NA NA NA 4612 NA NA NA NA NA NA NA
1680991200.0 250200.1 62 0 NA NA NA NA NA NA 107 0 NA NA NA NA NA NA 3834 0 NA NA NA NA NA NA 3977 0 NA NA NA NA NA NA
1680991200.0 250202.0 NA 239 293 0 NA NA NA NA NA 314 362 0 NA NA NA NA NA 13419 3404 1394 NA NA NA NA NA 13924 3503 1418 NA NA NA NA
1680991200.0 250400.0 231 0 108 NA NA NA NA NA 312 0 157 NA NA NA NA NA 889 215 430 NA NA NA NA NA 1039 231 499 NA NA NA NA NA
1680991200.0 250402.0 233 0 108 NA NA NA NA NA 313 0 158 NA NA NA NA NA 1002 221 476 NA NA NA NA NA 1138 250 557 NA NA NA NA NA
1680991200.0 250403.0 233 0 109 NA NA NA NA NA 312 0 156 NA NA NA NA NA 845 210 427 NA NA NA NA NA 983 238 497 NA NA NA NA NA
1680991200.0 250405.0 230 0 110 NA NA NA NA NA 310 0 155 NA NA NA NA NA 785 213 414 NA NA NA NA NA 920 239 501 NA NA NA NA NA
1680991200.0 250406.0 227 0 110 NA NA NA NA NA 312 0 154 NA NA NA NA NA 735 237 485 NA NA NA NA NA 853 260 589 NA NA NA NA NA
1680991200.0 25202.0 NA 202 322 0 NA NA NA NA NA 275 411 0 NA NA NA NA NA 2645 3792 1433 NA NA NA NA NA 3296 4361 1498 NA NA NA NA
1680991200.0 25210.0 67 208 326 0 NA NA NA NA 156 275 403 0 NA NA NA NA 3243 1916 2689 1421 NA NA NA NA 4992 2260 3019 1467 NA NA NA NA
1680991200.0 25211.0 64 207 328 0 NA NA NA NA 156 277 415 0 NA NA NA NA 2324 2658 3464 1351 NA NA NA NA 3994 3419 3825 1402 NA NA NA NA
1680991200.0 25212.0 62 202 323 0 NA NA NA NA 156 281 406 0 NA NA NA NA 2889 2398 3071 1366 NA NA NA NA 5011 2879 3573 1432 NA NA NA NA
1680991200.0 25213.0 62 211 330 0 NA NA NA NA 156 277 405 0 NA NA NA NA 4059 2413 3184 1302 NA NA NA NA 6200 2701 3571 1352 NA NA NA NA
1680991200.0 25400.0 259 0 108 NA NA NA NA NA 359 0 157 NA NA NA NA NA 2573 272 432 NA NA NA NA NA 3088 317 537 NA NA NA NA NA
1680991200.0 25402.0 266 0 108 NA NA NA NA NA 363 0 156 NA NA NA NA NA 2897 276 491 NA NA NA NA NA 3340 299 568 NA NA NA NA NA
1680991200.0 25403.0 259 0 107 NA NA NA NA NA 356 0 153 NA NA NA NA NA 2443 265 420 NA NA NA NA NA 2777 291 501 NA NA NA NA NA
1680991200.0 25405.0 259 0 109 NA NA NA NA NA 358 0 153 NA NA NA NA NA 2294 268 410 NA NA NA NA NA 2859 307 510 NA NA NA NA NA
1680991200.0 25406.0 265 0 118 NA NA NA NA NA 358 0 155 NA NA NA NA NA 2082 262 386 NA NA NA NA NA 2328 285 451 NA NA NA NA NA
1680991200.0 25407.0 251 0 118 NA NA NA NA NA 343 0 154 NA NA NA NA NA 2032 253 377 NA NA NA NA NA 2333 274 439 NA NA NA NA NA
1680991200.0 25408.0 264 0 110 NA NA NA NA NA 376 0 161 NA NA NA NA NA 3778 282 579 NA NA NA NA NA 4129 330 670 NA NA NA NA NA
1680991200.0 25409.0 254 0 109 NA NA NA NA NA 356 0 160 NA NA NA NA NA 2801 266 469 NA NA NA NA NA 3135 285 546 NA NA NA NA NA
1680991200.0 26.0 NA 77 200 0 NA NA NA NA NA 146 266 0 NA NA NA NA NA 1371 976 379 NA NA NA NA NA 1398 1034 406 NA NA NA NA
1680991200.0 27.0 NA 78 193 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 1372 961 394 NA NA NA NA NA 1416 1012 420 NA NA NA NA
1680991200.0 28.0 NA 78 192 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1510 1400 405 NA NA NA NA NA 1550 1452 428 NA NA NA NA
1680991200.0 280.0 58 81 192 0 NA NA NA NA 169 148 254 0 NA NA NA NA 3897 275 352 345 NA NA NA NA 3952 295 391 368 NA NA NA NA
1680991200.0 281.0 73 136 224 0 NA NA NA NA 216 195 288 0 NA NA NA NA 2842 353 848 416 NA NA NA NA 3198 499 972 452 NA NA NA NA
1680991200.0 29.0 NA 78 200 0 NA NA NA NA NA 146 267 0 NA NA NA NA NA 1396 1066 387 NA NA NA NA NA 1426 1112 427 NA NA NA NA
1680991200.0 3.0 56 74 136 NA NA NA NA NA 101 146 187 NA NA NA NA NA 5069 204 804 NA NA NA NA NA 5216 247 843 NA NA NA NA NA
1680991200.0 30.0 NA 78 192 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1411 1163 400 NA NA NA NA NA 1439 1226 425 NA NA NA NA
1680991200.0 300.0 81 203 283 0 NA NA NA NA 136 279 356 0 NA NA NA NA 1872 871 1463 165 NA NA NA NA 1981 979 1621 199 NA NA NA NA
1680991200.0 302.0 81 206 284 0 NA NA NA NA 134 279 355 0 NA NA NA NA 1590 835 1420 166 NA NA NA NA 1672 919 1571 196 NA NA NA NA
1680991200.0 31.0 NA 76 191 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 1371 915 385 NA NA NA NA NA 1401 947 409 NA NA NA NA
1680991200.0 32.0 NA 78 192 0 NA NA NA NA NA 146 256 0 NA NA NA NA NA 1419 1097 390 NA NA NA NA NA 1453 1165 427 NA NA NA NA
1680991200.0 33.0 NA 76 192 0 NA NA NA NA NA 146 256 0 NA NA NA NA NA 1373 914 380 NA NA NA NA NA 1398 963 417 NA NA NA NA
1680991200.0 34.0 53 77 192 0 NA NA NA NA 97 148 254 0 NA NA NA NA 2558 271 349 352 NA NA NA NA 2606 313 394 381 NA NA NA NA
1680991200.0 35.0 NA 78 191 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1462 1242 396 NA NA NA NA NA 1538 1296 433 NA NA NA NA
1680991200.0 36.0 NA 78 199 0 NA NA NA NA NA 146 259 0 NA NA NA NA NA 1655 5719 456 NA NA NA NA NA 1708 5967 504 NA NA NA NA
1680991200.0 37.0 NA 78 194 0 NA NA NA NA NA 146 257 0 NA NA NA NA NA 1599 2021 419 NA NA NA NA NA 1697 2122 450 NA NA NA NA
1680991200.0 39.0 NA 80 205 0 NA NA NA NA NA 146 259 0 NA NA NA NA NA 1680 3049 417 NA NA NA NA NA 1983 3363 441 NA NA NA NA
1680991200.0 4.17 NA 33 212 0 124 NA NA NA NA 72 277 0 182 NA NA NA NA 91 1664 308 421 NA NA NA NA 103 1714 338 461 NA NA NA
1680991200.0 4.23 NA 59 221 0 NA NA NA NA NA 105 288 0 NA NA NA NA NA 99 1628 427 NA NA NA NA NA 147 1680 457 NA NA NA NA
1680991200.0 4.24 NA 52 218 0 NA NA NA NA NA 91 281 0 NA NA NA NA NA 80 1719 370 NA NA NA NA NA 99 1797 398 NA NA NA NA
1680991200.0 4.25 NA 53 217 0 NA NA NA NA NA 92 282 0 NA NA NA NA NA 79 1652 376 NA NA NA NA NA 86 1702 399 NA NA NA NA
1680991200.0 4.26 NA 53 218 0 NA NA NA NA NA 89 282 0 NA NA NA NA NA 79 2031 381 NA NA NA NA NA 87 2103 400 NA NA NA NA
1680991200.0 4.27 NA 52 218 0 NA NA NA NA NA 91 282 0 NA NA NA NA NA 92 2198 359 NA NA NA NA NA 100 2257 381 NA NA NA NA
1680991200.0 4.28 NA 59 223 0 NA NA NA NA NA 110 282 0 NA NA NA NA NA 89 1269 758 NA NA NA NA NA 282 1337 798 NA NA NA NA
1680991200.0 4.29 NA 32 214 0 127 NA NA NA NA 73 279 0 182 NA NA NA NA 97 1901 339 453 NA NA NA NA 119 1973 375 541 NA NA NA
1680991200.0 4.34 NA 58 224 0 NA NA NA NA NA 102 288 0 NA NA NA NA NA 107 2048 381 NA NA NA NA NA 176 2113 400 NA NA NA NA
1680991200.0 4.36 NA 51 219 0 NA NA NA NA NA 90 287 0 NA NA NA NA NA 92 2259 346 NA NA NA NA NA 105 2333 371 NA NA NA NA
1680991200.0 4.37 NA 51 221 0 NA NA NA NA NA 90 293 0 NA NA NA NA NA 98 2695 368 NA NA NA NA NA 114 2803 394 NA NA NA NA
1680991200.0 4.4 NA 34 219 0 NA NA NA NA NA 74 292 0 NA NA NA NA NA 98 2565 337 NA NA NA NA NA 119 2633 371 NA NA NA NA
1680991200.0 4.41 NA 39 220 0 NA NA NA NA NA 73 292 0 NA NA NA NA NA 117 3641 354 NA NA NA NA NA 134 3702 387 NA NA NA NA
1680991200.0 4.43 NA 33 216 0 NA NA NA NA NA 75 287 0 NA NA NA NA NA 94 2336 341 NA NA NA NA NA 106 2402 369 NA NA NA NA
1680991200.0 4.44 NA 34 217 0 NA NA NA NA NA 73 284 0 NA NA NA NA NA 112 3126 346 NA NA NA NA NA 139 3205 375 NA NA NA NA
1680991200.0 4.51 NA 32 224 0 NA NA NA NA NA 73 303 0 NA NA NA NA NA 119 4078 354 NA NA NA NA NA 255 4499 376 NA NA NA NA
1680991200.0 4.52 NA 29 228 0 NA NA NA NA NA 73 304 0 NA NA NA NA NA 142 5708 391 NA NA NA NA NA 162 5767 408 NA NA NA NA
