Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1681117200.0 1.0 82 120 183 NA NA NA 282 256 411 NA NA NA 1515 378 1011 NA NA NA 1604 842 1697 NA NA NA
1681117200.0 10003.0 NA 207 455 0 87 87 NA 400 829 0 229 254 NA 1631 1670 461 383 479 NA 1433 3691 858 1133 708
1681117200.0 10005.0 NA 215 452 0 87 89 NA 383 881 0 233 255 NA 1826 1789 514 425 537 NA 1825 3123 1296 1308 1158
1681117200.0 10009.0 NA 216 459 0 116 89 NA 379 834 0 309 257 NA 1657 1656 467 403 460 NA 1340 2687 1071 1083 620
1681117200.0 1001.3 NA 509 160 0 NA NA NA 930 359 0 NA NA NA 8357 935 288 NA NA NA 4018 1226 808 NA NA
1681117200.0 1002.3 NA 497 160 0 NA NA NA 883 357 0 NA NA NA 6677 766 289 NA NA NA 3653 1405 748 NA NA
1681117200.0 1002.4 NA 509 0 NA NA NA NA 893 0 NA NA NA NA 10313 470 NA NA NA NA 4657 623 NA NA NA
1681117200.0 10023.0 NA 215 452 0 96 96 NA 400 805 0 233 252 NA 1631 1613 461 381 457 NA 1319 3852 685 1053 966
1681117200.0 10024.0 NA 228 467 0 119 93 NA 406 828 0 312 257 NA 1672 1836 492 397 482 NA 1089 3741 1080 878 615
1681117200.0 10024.2 NA 228 469 0 NA NA NA 407 809 0 NA NA NA 1658 1833 470 NA NA NA 1369 3140 592 NA NA
1681117200.0 10025.0 NA 209 465 0 89 94 NA 389 813 0 236 255 NA 1640 1667 480 382 467 NA 1428 3354 906 956 596
1681117200.0 10026.0 NA 225 478 0 91 92 NA 404 830 0 237 253 NA 1873 2231 543 431 542 NA 1902 5244 1100 1347 1059
1681117200.0 10042.0 NA 222 458 0 117 90 NA 395 873 0 305 247 NA 1658 1725 488 396 465 NA 1042 3976 688 788 605
1681117200.0 10059.0 NA 231 470 0 98 92 NA 405 868 0 239 259 NA 1704 2276 486 384 505 NA 1342 2270 792 795 862
1681117200.0 10071.0 NA 224 464 0 89 93 NA 392 818 0 230 256 NA 1667 1771 495 388 473 NA 1301 2050 1115 1024 592
1681117200.0 10224.0 NA 389 690 0 94 NA NA 618 1127 0 256 NA NA 3434 3641 559 545 NA NA 2384 5467 832 1021 NA
1681117200.0 10224.15 NA 406 703 0 122 NA NA 619 1136 0 287 NA NA 3324 3550 519 637 NA NA 2354 4577 662 1388 NA
1681117200.0 10225.0 NA 378 678 0 93 NA NA 663 1150 0 256 NA NA 3592 3481 538 538 NA NA 2902 4627 828 992 NA
1681117200.0 103.0 65 0 0 NA NA NA 221 0 0 NA NA NA 631 151 1353 NA NA NA 1048 419 2210 NA NA NA
1681117200.0 10424.0 NA 177 430 0 NA NA NA 349 754 0 NA NA NA 468 1981 539 NA NA NA 958 3316 824 NA NA
1681117200.0 106.0 61 0 0 NA NA NA 221 0 0 NA NA NA 628 146 1344 NA NA NA 1472 421 2152 NA NA NA
1681117200.0 107.0 90 117 272 NA NA NA 291 270 502 NA NA NA 1893 411 1690 NA NA NA 1896 1570 2787 NA NA NA
1681117200.0 108.0 86 137 274 NA NA NA 289 274 502 NA NA NA 1966 372 1585 NA NA NA 1686 649 2153 NA NA NA
1681117200.0 10803.0 NA 200 447 0 95 94 NA 378 826 0 225 257 NA 1602 1634 468 388 479 NA 1551 2527 949 1091 620
1681117200.0 10804.31 NA 208 442 0 88 94 NA 376 867 0 236 252 NA 1702 1788 469 393 499 NA 2006 4699 762 745 750
1681117200.0 10805.31 NA 210 441 0 89 94 NA 387 802 0 235 257 NA 1698 2117 477 398 497 NA 1921 6728 871 1019 683
1681117200.0 10806.0 NA 210 441 0 87 93 NA 384 799 0 234 250 NA 1599 1592 461 373 457 NA 1372 1956 1025 611 608
1681117200.0 10807.0 NA 207 444 0 115 93 NA 370 832 0 313 256 NA 1600 1623 461 394 477 NA 1346 3491 678 914 705
1681117200.0 10808.0 NA 211 449 0 115 95 NA 382 811 0 305 254 NA 1599 1655 471 396 465 NA 1210 2813 1077 954 623
1681117200.0 10809.0 NA 201 444 0 114 100 NA 375 828 0 312 256 NA 1808 1865 520 445 545 NA 1525 3206 1094 1477 1083
1681117200.0 10823.0 NA 207 444 0 89 92 NA 375 806 0 233 252 NA 1594 1653 467 381 478 NA 1109 3063 752 919 800
1681117200.0 10824.0 NA 214 460 0 116 94 NA 380 832 0 308 263 NA 1640 1790 489 394 504 NA 1482 2036 792 749 754
