Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1681074000.0 107.0 89 118 269 258 229 486 1698 360 1366 1337 540 1937
1681074000.0 111.0 83 117 269 249 233 473 1119 315 1291 1349 742 1638
1681074000.0 112.0 83 116 262 260 234 476 1415 348 1329 1184 690 2660
1681074000.0 114.0 97 118 269 269 233 468 1658 366 1356 1561 925 2317
1681074000.0 115.0 89 120 271 254 234 471 1848 363 1386 1336 720 2675
1681074000.0 116.0 96 119 275 267 237 482 1905 368 1384 1571 1142 2056
1681074000.0 117.0 85 115 271 267 238 479 2066 373 1410 1376 1359 1740
1681074000.0 118.0 91 124 281 263 233 481 2474 391 1454 1736 893 2224
1681074000.0 121.0 91 123 275 265 239 474 2567 383 1507 2065 641 2474
1681074000.0 126.0 70 112 262 219 226 464 1028 336 1291 1498 1558 1989
1681074000.0 127.0 68 113 260 203 223 471 744 336 1279 1049 560 2159
1681074000.0 128.0 73 112 260 188 225 442 544 343 1272 1273 657 2000
1681074000.0 144.6 NA 279 NA NA 484 NA NA 2497 NA NA 4188 NA
1681074000.0 21061.97 821 NA NA 1422 NA NA 7652 NA NA 5180 NA NA
1681074000.0 2500.33 NA 155 0 NA 312 0 NA 5454 176 NA 4921 566
