Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1681333200.0 1.0 92 123 223 NA NA NA NA 281 236 409 NA NA NA NA 4363 918 2105 NA NA NA NA 5179 732 2050 NA NA NA NA
1681333200.0 10.0 NA 146 322 0 NA NA NA NA 311 531 0 NA NA NA NA 4106 7119 964 NA NA NA NA 3454 4225 1090 NA NA NA
1681333200.0 1000.0 NA 321 183 0 57 NA NA NA 524 349 0 176 NA NA NA 6630 1978 784 580 NA NA NA 7625 1821 845 612 NA NA
1681333200.0 10003.0 NA 281 554 0 133 140 NA NA 410 809 0 213 248 NA NA 1093 1269 379 253 359 NA NA 799 1481 448 343 513 NA
1681333200.0 10005.0 NA 260 623 0 133 139 NA NA 399 820 0 221 240 NA NA 1082 1209 372 255 346 NA NA 797 1416 519 323 462 NA
1681333200.0 10007.0 NA 225 482 0 127 110 NA NA 415 815 0 298 237 NA NA 3564 4483 1235 897 1236 NA NA 3947 4179 1301 977 1332 NA
1681333200.0 10009.0 NA 267 521 0 162 138 NA NA 407 828 0 287 240 NA NA 1061 1265 343 258 337 NA NA 489 1305 367 314 382 NA
1681333200.0 1001.2 NA 545 170 0 0 0 0 NA 946 345 0 0 0 0 NA 29488 2375 291 360 303 393 NA 13380 1525 364 501 373 463
1681333200.0 1002.0 NA 302 84 NA NA NA NA NA 523 174 NA NA NA NA NA 7022 557 NA NA NA NA NA 4510 483 NA NA NA NA
1681333200.0 10024.1 NA 243 254 0 NA NA NA NA 420 515 0 NA NA NA NA 3420 2147 1199 NA NA NA NA 1435 2045 1365 NA NA NA
1681333200.0 10024.3 NA 272 329 0 NA NA NA NA 414 497 0 NA NA NA NA 1068 494 266 NA NA NA NA 453 454 282 NA NA NA
1681333200.0 10024.4 NA 229 491 0 NA NA NA NA 415 827 0 NA NA NA NA 3556 5453 1237 NA NA NA NA 1500 4847 1372 NA NA NA
1681333200.0 10024.5 NA 288 142 0 NA NA NA NA 415 297 0 NA NA NA NA 1056 348 142 NA NA NA NA 445 360 156 NA NA NA
1681333200.0 10026.0 NA 230 504 0 101 119 NA NA 409 846 0 229 255 NA NA 3929 5090 1451 830 1255 NA NA 3868 4021 1540 950 1352 NA
1681333200.0 1003.0 NA 329 0 NA NA NA NA NA 663 0 NA NA NA NA NA 6206 667 NA NA NA NA NA 3156 721 NA NA NA NA
1681333200.0 1004.0 NA 216 104 0 0 0 0 NA 415 220 0 0 0 0 NA 2408 555 155 237 534 537 NA 2745 628 179 266 567 572
1681333200.0 10042.0 NA 225 494 0 131 114 NA NA 402 815 0 295 245 NA NA 4040 4866 1128 795 1182 NA NA 3945 5067 1186 873 1214 NA
1681333200.0 1005.0 NA 194 138 0 NA NA NA NA 385 270 0 NA NA NA NA 370 175 79 NA NA NA NA 405 200 132 NA NA NA
1681333200.0 10059.0 NA 276 540 0 137 142 NA NA 429 834 0 224 249 NA NA 1118 1800 373 240 338 NA NA 521 1442 398 259 361 NA
1681333200.0 10071.0 NA 289 533 0 137 141 NA NA 418 835 0 219 245 NA NA 1078 1336 359 257 347 NA NA 499 1403 379 323 373 NA
1681333200.0 101.0 150 NA NA NA NA NA NA 325 NA NA NA NA NA NA 571 NA NA NA NA NA NA 519 NA NA NA NA NA NA
1681333200.0 1010.0 NA 66 87 0 NA NA NA NA 166 174 0 NA NA NA NA 120 144 153 NA NA NA NA 192 172 192 NA NA NA
1681333200.0 102.0 151 NA NA NA NA NA NA 311 NA NA NA NA NA NA 537 NA NA NA NA NA NA 520 NA NA NA NA NA NA
1681333200.0 1020.0 NA 71 62 0 69 NA NA NA 175 157 0 178 NA NA NA 134 101 48 125 NA NA NA 260 128 66 170 NA NA
1681333200.0 10224.0 NA 411 726 0 118 NA NA NA 661 1157 0 249 NA NA NA 8657 6581 1137 871 NA NA NA 5675 3931 1180 876 NA NA
1681333200.0 10225.0 NA 449 853 0 140 NA NA NA 642 1054 0 241 NA NA NA 2225 2205 386 343 NA NA NA 1135 1994 458 419 NA NA
1681333200.0 1030.0 NA 214 54 0 0 NA NA NA 519 163 0 0 NA NA NA 14619 475 199 183 NA NA NA 4751 457 286 220 NA NA
1681333200.0 1040.1 NA 107 66 0 NA NA NA NA 210 143 0 NA NA NA NA 266 108 98 NA NA NA NA 386 129 150 NA NA NA
1681333200.0 1041.0 NA 106 73 0 NA NA NA NA 209 152 0 NA NA NA NA 193 113 60 NA NA NA NA 278 131 92 NA NA NA
1681333200.0 1042.0 NA 107 69 0 NA NA NA NA 209 152 0 NA NA NA NA 299 125 58 NA NA NA NA 796 157 93 NA NA NA
1681333200.0 10424.0 NA 193 459 0 NA NA NA NA 368 731 0 NA NA NA NA 1189 5097 1194 NA NA NA NA 2740 4394 1309 NA NA NA
1681333200.0 1043.0 NA 93 75 0 NA NA NA NA 200 161 0 NA NA NA NA 203 124 57 NA NA NA NA 210 146 83 NA NA NA
1681333200.0 1044.0 NA 93 99 0 NA NA NA NA 202 199 0 NA NA NA NA 212 161 63 NA NA NA NA 324 224 134 NA NA NA
1681333200.0 1045.0 NA 94 91 0 NA NA NA NA 200 183 0 NA NA NA NA 201 151 54 NA NA NA NA 219 165 76 NA NA NA
1681333200.0 105.0 129 152 66 NA NA NA NA 287 256 143 NA NA NA NA 1000 256 126 NA NA NA NA 630 231 174 NA NA NA NA
