Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1681333200.0 1000.0 NA 277 153 0 52 NA NA NA 531 338 0 188 NA NA NA 2394 738 311 265 NA NA NA 3430 1188 365 780 NA NA
1681333200.0 10001.0 NA 214 449 0 86 98 NA NA 389 807 0 231 246 NA NA 1436 1542 421 343 432 NA NA 2007 2659 703 653 830 NA
1681333200.0 10002.0 NA 212 453 0 87 91 NA NA 386 822 0 231 250 NA NA 1437 1561 428 354 450 NA NA 986 2868 732 921 703 NA
1681333200.0 10004.0 NA 215 448 0 87 89 NA NA 383 889 0 236 244 NA NA 1452 1546 416 362 440 NA NA 1377 2896 707 1273 809 NA
1681333200.0 10007.0 NA 216 456 0 115 91 NA NA 384 897 0 309 251 NA NA 1439 1562 422 360 428 NA NA 1478 2320 563 730 669 NA
1681333200.0 10008.0 NA 221 453 0 116 90 NA NA 403 809 0 313 252 NA NA 1433 1559 433 357 436 NA NA 1219 2745 812 1102 1001 NA
1681333200.0 10009.0 NA 219 460 0 115 92 NA NA 399 836 0 311 251 NA NA 1446 1593 429 367 428 NA NA 1744 2628 749 1699 587 NA
1681333200.0 1001.2 NA 522 169 0 0 0 0 NA 959 370 0 0 0 0 NA 10286 801 117 118 136 147 NA 5510 1327 726 193 366 245
1681333200.0 1001.3 NA 511 158 0 NA NA NA NA 932 357 0 NA NA NA NA 7792 852 258 NA NA NA NA 4029 1696 984 NA NA NA
1681333200.0 10024.2 NA 223 463 0 NA NA NA NA 403 830 0 NA NA NA NA 1459 1763 444 NA NA NA NA 1008 3375 809 NA NA NA
1681333200.0 10025.0 NA 221 454 0 87 91 NA NA 393 831 0 238 250 NA NA 1440 1567 432 343 451 NA NA 1937 2500 589 610 1143 NA
1681333200.0 10026.0 NA 226 478 0 90 90 NA NA 406 860 0 236 256 NA NA 1486 1891 452 352 461 NA NA 1425 2342 755 921 836 NA
1681333200.0 10042.0 NA 212 462 0 125 91 NA NA 389 819 0 310 260 NA NA 1475 1626 452 369 448 NA NA 2302 3256 1027 1205 841 NA
1681333200.0 10071.0 NA 218 464 0 96 93 NA NA 397 851 0 235 253 NA NA 1479 1731 451 356 461 NA NA 1635 2998 865 1229 1050 NA
1681333200.0 10224.0 NA 420 701 0 93 NA NA NA 675 1098 0 256 NA NA NA 3025 3322 473 463 NA NA NA 3245 3457 911 1082 NA NA
1681333200.0 103.0 62 0 0 NA NA NA NA 219 0 0 NA NA NA NA 587 127 1190 NA NA NA NA 2877 317 1628 NA NA NA NA
1681333200.0 10424.0 NA 182 428 0 NA NA NA NA 346 720 0 NA NA NA NA 402 1718 454 NA NA NA NA 811 2922 728 NA NA NA
1681333200.0 107.0 91 118 269 NA NA NA NA 290 263 498 NA NA NA NA 1724 352 1463 NA NA NA NA 1890 1911 2235 NA NA NA NA
1681333200.0 108.0 87 119 272 NA NA NA NA 292 267 515 NA NA NA NA 2049 366 1522 NA NA NA NA 2168 1126 2426 NA NA NA NA
1681333200.0 10801.0 NA 209 442 0 87 100 NA NA 385 820 0 230 259 NA NA 1401 1539 427 343 447 NA NA 1631 2607 610 699 884 NA
1681333200.0 10802.0 NA 210 442 0 87 95 NA NA 383 815 0 235 249 NA NA 1396 1573 440 362 450 NA NA 1736 2807 844 2027 662 NA
1681333200.0 10803.0 NA 205 448 0 87 94 NA NA 391 846 0 231 255 NA NA 1410 1578 438 354 451 NA NA 1326 3174 946 1258 608 NA
1681333200.0 10804.0 NA 200 444 0 87 93 NA NA 382 870 0 234 255 NA NA 1416 1566 431 352 462 NA NA 1661 3071 906 1039 806 NA
1681333200.0 10808.0 NA 201 449 0 119 89 NA NA 385 822 0 309 251 NA NA 1424 1586 436 365 459 NA NA 1128 3253 907 874 805 NA
1681333200.0 10823.0 NA 211 443 0 86 91 NA NA 386 821 0 227 255 NA NA 1405 1543 434 348 445 NA NA 1480 2704 676 1233 853 NA
1681333200.0 10824.0 NA 212 462 0 118 96 NA NA 380 864 0 314 252 NA NA 1451 1750 456 361 466 NA NA 1689 2702 869 1132 669 NA
1681333200.0 10825.0 NA 208 453 0 89 95 NA NA 380 820 0 228 262 NA NA 1428 1612 443 346 456 NA NA 1694 2753 689 728 754 NA
1681333200.0 10826.0 NA 220 461 0 91 99 NA NA 389 923 0 237 258 NA NA 1466 1818 457 347 461 NA NA 1713 2603 809 681 706 NA
1681333200.0 10842.0 NA 215 455 0 117 94 NA NA 381 803 0 313 258 NA NA 1422 1630 455 372 463 NA NA 1340 2767 947 1650 1161 NA
1681333200.0 10859.0 NA 227 469 0 91 96 NA NA 400 860 0 240 261 NA NA 1495 2447 461 346 467 NA NA 1986 3435 816 662 787 NA
1681333200.0 10871.0 NA 209 461 0 90 96 NA NA 383 842 0 235 259 NA NA 1446 1756 448 351 469 NA NA 1680 2674 656 696 775 NA
1681333200.0 109.0 91 120 276 NA NA NA NA 289 271 490 NA NA NA NA 2204 371 1538 NA NA NA NA 1624 1022 2132 NA NA NA NA
1681333200.0 11.0 NA 122 298 0 72 NA NA NA 284 557 0 200 NA NA NA 1188 1635 450 287 NA NA NA 1027 2756 661 1158 NA NA
1681333200.0 110.0 65 114 261 NA NA NA NA 234 252 499 NA NA NA NA 618 327 1385 NA NA NA NA 1586 1199 2048 NA NA NA NA
1681333200.0 111.0 84 118 270 NA NA NA NA 274 263 512 NA NA NA NA 1117 305 1426 NA NA NA NA 1539 1554 2629 NA NA NA NA
1681333200.0 112.0 82 117 266 NA NA NA NA 285 266 504 NA NA NA NA 1375 341 1424 NA NA NA NA 1382 1030 2641 NA NA NA NA
1681333200.0 11224.0 NA 185 431 0 NA NA NA NA 354 744 0 NA NA NA NA 424 1720 458 NA NA NA NA 1095 3725 624 NA NA NA
1681333200.0 113.0 94 119 271 NA NA NA NA 298 268 505 NA NA NA NA 1497 352 1427 NA NA NA NA 1401 1512 2312 NA NA NA NA
1681333200.0 114.0 92 121 269 NA NA NA NA 304 262 491 NA NA NA NA 1589 351 1455 NA NA NA NA 1375 1036 2382 NA NA NA NA
1681333200.0 115.0 90 121 274 NA NA NA NA 301 266 527 NA NA NA NA 1847 368 1471 NA NA NA NA 1756 1309 2098 NA NA NA NA
1681333200.0 116.0 89 115 273 NA NA NA NA 291 264 512 NA NA NA NA 1814 360 1492 NA NA NA NA 1506 1715 2427 NA NA NA NA
1681333200.0 11634.601 NA 196 203 611 0 NA NA NA 367 410 1004 0 NA NA NA 458 741 2637 605 NA NA NA 997 1054 3383 954 NA NA
1681333200.0 11634.7 NA 319 613 0 NA NA NA NA 549 1015 0 NA NA NA NA 1023 2641 604 NA NA NA NA 1083 3563 1069 NA NA NA
1681333200.0 117.0 80 117 272 NA NA NA NA 280 269 504 NA NA NA NA 1958 375 1514 NA NA NA NA 2520 1924 2031 NA NA NA NA
1681333200.0 11723.17 NA 330 623 0 NA NA NA NA 584 1026 0 NA NA NA NA 1124 2928 617 NA NA NA NA 1259 3459 853 NA NA NA
1681333200.0 118.0 91 130 277 NA NA NA NA 292 272 513 NA NA NA NA 2349 374 1574 NA NA NA NA 2179 1125 2568 NA NA NA NA
1681333200.0 11834.24 NA 233 563 0 NA NA NA NA 457 961 0 NA NA NA NA 733 2261 577 NA NA NA NA 1186 3968 907 NA NA NA
1681333200.0 119.0 90 118 267 NA NA NA NA 282 263 500 NA NA NA NA 1175 347 1436 NA NA NA NA 1873 1383 1976 NA NA NA NA
1681333200.0 120.0 66 113 259 NA NA NA NA 234 255 486 NA NA NA NA 575 330 1395 NA NA NA NA 1815 2021 2747 NA NA NA NA
1681333200.0 12034.0 NA 306 611 0 NA NA NA NA 559 1047 0 NA NA NA NA 988 2557 605 NA NA NA NA 1569 3368 872 NA NA NA
1681333200.0 121.0 91 125 282 NA NA NA NA 298 275 528 NA NA NA NA 2532 388 1598 NA NA NA NA 1858 1199 2099 NA NA NA NA
1681333200.0 125.0 88 121 272 NA NA NA NA 288 267 517 NA NA NA NA 1672 354 1447 NA NA NA NA 1897 1962 2178 NA NA NA NA
1681333200.0 126.0 69 114 261 NA NA NA NA 247 263 501 NA NA NA NA 1027 331 1413 NA NA NA NA 1652 1116 2573 NA NA NA NA
1681333200.0 12634.0 NA 503 848 0 NA NA NA NA 806 1331 0 NA NA NA NA 2742 4280 621 NA NA NA NA 2516 4176 768 NA NA NA
1681333200.0 127.0 67 115 262 NA NA NA NA 223 258 475 NA NA NA NA 712 331 1390 NA NA NA NA 1652 1944 2529 NA NA NA NA
1681333200.0 128.0 64 114 258 NA NA NA NA 222 257 486 NA NA NA NA 549 338 1360 NA NA NA NA 1932 1535 1941 NA NA NA NA
1681333200.0 129.0 66 113 258 NA NA NA NA 219 257 492 NA NA NA NA 553 340 1363 NA NA NA NA 1159 1267 2402 NA NA NA NA
1681333200.0 130.0 67 114 261 NA NA NA NA 235 260 495 NA NA NA NA 587 326 1388 NA NA NA NA 979 733 2079 NA NA NA NA
1681333200.0 1303.0 90 155 212 NA NA NA NA 262 307 468 NA NA NA NA 4039 354 1363 NA NA NA NA 3004 1408 2126 NA NA NA NA
1681333200.0 13034.0 NA 508 859 0 NA NA NA NA 811 1330 0 NA NA NA NA 2858 4351 617 NA NA NA NA 2845 4475 1022 NA NA NA
1681333200.0 1309.0 NA 157 326 0 NA NA NA NA 326 570 0 NA NA NA NA 398 1552 377 NA NA NA NA 1415 2551 763 NA NA NA
1681333200.0 131.0 69 115 262 NA NA NA NA 238 260 499 NA NA NA NA 839 333 1387 NA NA NA NA 1390 1321 1856 NA NA NA NA
1681333200.0 1311.0 NA 153 403 0 67 NA NA NA 314 732 0 200 NA NA NA 367 1220 407 291 NA NA NA 1707 3104 701 774 NA NA
1681333200.0 132.0 85 117 277 NA NA NA NA 289 265 505 NA NA NA NA 1902 365 1525 NA NA NA NA 2069 1762 2789 NA NA NA NA
1681333200.0 1320.0 NA 150 309 0 81 NA NA NA 316 548 0 244 NA NA NA 361 1485 349 351 NA NA NA 1022 3347 554 867 NA NA
1681333200.0 1321.0 NA 149 315 0 84 NA NA NA 320 552 0 247 NA NA NA 368 1470 353 349 NA NA NA 915 2733 455 652 NA NA
1681333200.0 1324.0 NA 158 323 0 NA NA NA NA 318 566 0 NA NA NA NA 392 1549 383 NA NA NA NA 1325 2884 718 NA NA NA
1681333200.0 1325.9 NA 187 328 0 68 NA NA NA 355 584 0 210 NA NA NA 450 1614 387 296 NA NA NA 762 3161 909 600 NA NA
1681333200.0 1325.91 NA 187 329 0 68 NA NA NA 368 564 0 206 NA NA NA 462 1629 385 308 NA NA NA 1556 3686 562 784 NA NA
1681333200.0 1326.0 NA 154 319 0 NA NA NA NA 318 567 0 NA NA NA NA 363 1488 367 NA NA NA NA 520 3195 465 NA NA NA
1681333200.0 1328.0 NA 160 324 0 NA NA NA NA 324 571 0 NA NA NA NA 396 1562 374 NA NA NA NA 1033 2336 569 NA NA NA
