Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1681074000.0 10024.2 NA 229 467 0 NA NA NA 397 820 0 NA NA NA 1487 1790 438 NA NA NA 1250 2126 483 NA NA
1681074000.0 10042.0 NA 221 461 0 118 89 NA 401 828 0 305 250 NA 1488 1697 473 389 438 NA 1651 3080 662 1685 491
1681074000.0 10071.0 NA 227 463 0 90 92 NA 401 831 0 236 254 NA 1492 1779 475 392 452 NA 1584 3117 776 1876 492
1681074000.0 10224.0 NA 395 680 0 95 NA NA 619 1128 0 256 NA NA 2946 3181 487 457 NA NA 2609 3793 608 501 NA
1681074000.0 10224.15 NA 398 682 0 123 NA NA 672 1149 0 295 NA NA 3010 3316 485 590 NA NA 2248 3912 604 729 NA
1681074000.0 10225.0 NA 375 681 0 91 NA NA 647 1097 0 254 NA NA 3030 3047 494 441 NA NA 2137 3817 1233 492 NA
1681074000.0 107.0 89 120 270 NA NA NA 296 263 503 NA NA NA 1691 364 1540 NA NA NA 1301 559 3044 NA NA NA
1681074000.0 10801.0 NA 199 440 0 101 93 NA 372 806 0 231 255 NA 1433 1605 453 384 503 NA 1513 2981 761 1665 2089
1681074000.0 10805.31 NA 210 436 0 88 96 NA 387 823 0 235 258 NA 1416 1734 445 393 472 NA 970 5355 556 2648 691
1681074000.0 10823.0 NA 209 441 0 87 95 NA 377 807 0 237 249 NA 1422 1623 464 359 447 NA 1541 3160 762 596 517
1681074000.0 10824.0 NA 215 465 0 119 98 NA 394 865 0 313 255 NA 1470 1810 475 377 514 NA 1275 2911 630 572 1599
1681074000.0 10826.0 NA 221 456 0 90 100 NA 385 856 0 236 257 NA 1482 1906 475 393 491 NA 1958 2978 745 2335 760
1681074000.0 10859.0 NA 224 468 0 91 97 NA 400 921 0 238 265 NA 1515 2497 504 375 460 NA 1268 3264 1798 711 498
1681074000.0 110.0 69 115 261 NA NA NA 227 259 504 NA NA NA 617 348 1501 NA NA NA 1048 1367 4240 NA NA NA
1681074000.0 11024.0 NA 448 738 0 102 NA NA 737 1256 0 259 NA NA 3947 4070 492 460 NA NA 2448 4124 648 501 NA
1681074000.0 111.0 85 121 270 NA NA NA 290 263 498 NA NA NA 1154 328 1521 NA NA NA 1424 2137 3801 NA NA NA
1681074000.0 113.0 91 119 268 NA NA NA 303 263 498 NA NA NA 1547 363 1506 NA NA NA 1473 609 4294 NA NA NA
1681074000.0 114.0 96 120 273 NA NA NA 293 267 498 NA NA NA 1662 374 1544 NA NA NA 1703 1074 3626 NA NA NA
1681074000.0 115.0 92 119 272 NA NA NA 296 265 510 NA NA NA 1861 376 1513 NA NA NA 1580 918 1689 NA NA NA
1681074000.0 116.0 94 116 273 NA NA NA 301 266 508 NA NA NA 1843 376 1582 NA NA NA 1970 1240 3937 NA NA NA
1681074000.0 117.0 85 122 271 NA NA NA 291 270 507 NA NA NA 2055 380 1559 NA NA NA 2349 1233 1707 NA NA NA
1681074000.0 118.0 93 125 280 NA NA NA 296 269 502 NA NA NA 2477 403 1590 NA NA NA 1772 1527 2032 NA NA NA
1681074000.0 120.0 69 110 258 NA NA NA 235 257 512 NA NA NA 573 349 1387 NA NA NA 1133 860 1622 NA NA NA
1681074000.0 126.0 71 109 263 NA NA NA 249 260 491 NA NA NA 1001 350 1482 NA NA NA 1084 1274 3309 NA NA NA
1681074000.0 12634.0 NA 507 857 0 NA NA NA 853 1376 0 NA NA NA 2814 4533 663 NA NA NA 2555 4866 1881 NA NA
1681074000.0 129.0 69 114 259 NA NA NA 236 258 508 NA NA NA 560 342 1476 NA NA NA 1080 596 3911 NA NA NA
1681074000.0 13034.0 NA 486 837 0 NA NA NA 794 1355 0 NA NA NA 2837 4341 650 NA NA NA 2645 4486 1051 NA NA
1681074000.0 1309.0 NA 158 326 0 NA NA NA 324 571 0 NA NA NA 403 1618 397 NA NA NA 824 2148 610 NA NA
1681074000.0 131.0 70 114 265 NA NA NA 240 264 477 NA NA NA 817 344 1438 NA NA NA 1328 628 1789 NA NA NA
1681074000.0 132.0 83 121 278 NA NA NA 285 270 521 NA NA NA 1886 385 1612 NA NA NA 1696 1336 4396 NA NA NA
1681074000.0 1326.0 NA 151 331 0 NA NA NA 318 575 0 NA NA NA 402 1576 374 NA NA NA 1150 3656 433 NA NA
1681074000.0 1331.0 NA 155 319 0 87 NA NA 321 576 0 243 NA NA 396 1562 387 358 NA NA 1368 3550 516 500 NA
1681074000.0 1343.0 NA 154 325 0 NA NA NA 328 582 0 NA NA NA 408 1671 389 NA NA NA 1136 3752 447 NA NA
1681074000.0 1356.0 95 154 323 0 127 NA 279 307 606 0 306 NA 1736 393 1593 412 633 NA 2155 919 2751 1667 867 NA
1681074000.0 136.828 NA 113 516 0 NA NA NA 269 1012 0 NA NA NA 458 14290 386 NA NA NA 1164 7071 575 NA NA
1681074000.0 136.833 NA 114 421 0 NA NA NA 268 902 0 NA NA NA 487 14407 290 NA NA NA 1453 6032 1102 NA NA
1681074000.0 136.876 NA 113 447 0 NA NA NA 266 933 0 NA NA NA 415 13477 315 NA NA NA 752 5842 1344 NA NA
1681074000.0 136.883 NA 112 440 0 NA NA NA 278 924 0 NA NA NA 416 13762 272 NA NA NA 998 5771 397 NA NA
1681074000.0 1360.0 84 154 325 0 NA NA 272 322 555 0 NA NA 2705 334 1552 395 NA NA 3956 665 3610 562 NA NA
1681074000.0 139.005 NA 94 72 NA NA NA NA 275 293 NA NA NA NA 19677 8167 NA NA NA NA 39738 4707 NA NA NA
1681074000.0 140.104 NA 277 641 125 NA NA NA 533 1207 271 NA NA NA 1684 7059 756 NA NA NA 2000 5317 1895 NA NA
1681074000.0 140.105 NA 292 650 128 NA NA NA 558 1288 273 NA NA NA 2574 11588 897 NA NA NA 1776 5777 2133 NA NA
1681074000.0 140.106 NA 296 655 123 NA NA NA 541 1250 311 NA NA NA 2463 11578 945 NA NA NA 1754 6595 1597 NA NA
1681074000.0 144.6 NA 278 NA NA NA NA NA 507 NA NA NA NA NA 2755 NA NA NA NA NA 5326 NA NA NA NA
1681074000.0 158.1 NA 191 476 0 NA NA NA 376 869 0 NA NA NA 449 1658 509 NA NA NA 998 3108 993 NA NA
1681074000.0 159.0 90 170 406 80 0 NA 247 319 751 214 0 NA 2152 311 1361 272 478 NA 3054 688 3277 394 1303 NA
1681074000.0 16.0 NA 121 278 0 NA NA NA 284 532 0 NA NA NA 1188 2128 390 NA NA NA 1350 3464 440 NA NA
1681074000.0 202.0 NA 181 337 0 NA NA NA 361 586 0 NA NA NA 629 2043 395 NA NA NA 1549 3693 435 NA NA
1681074000.0 20896.0 NA 457 374 0 123 NA NA 686 668 0 290 NA NA 1941 2398 510 597 NA NA 2630 3596 619 1166 NA
1681074000.0 20900.0 NA 456 365 0 124 NA NA 695 629 0 294 NA NA 1927 2370 505 602 NA NA 2593 3194 639 1095 NA
1681074000.0 21061.97 898 NA NA NA NA NA 1468 NA NA NA NA NA 8400 NA NA NA NA NA 5835 NA NA NA NA NA
1681074000.0 23.0 NA 144 295 0 NA NA NA 306 543 0 NA NA NA 1394 2560 458 NA NA NA 1362 2340 571 NA NA
1681074000.0 23634.21 NA 327 209 154 NA NA NA 602 480 338 NA NA NA 1851 1512 1315 NA NA NA 1740 1551 1224 NA NA
1681074000.0 23634.9 NA 496 431 0 133 NA NA 754 735 0 305 NA NA 2125 2834 550 1131 NA NA 2662 3756 735 1271 NA
1681074000.0 23696.0 NA 460 372 0 131 NA NA 681 660 0 296 NA NA 1985 2394 509 622 NA NA 2683 3980 660 2461 NA
1681074000.0 23700.0 NA 457 371 0 123 NA NA 685 658 0 294 NA NA 1946 2379 529 623 NA NA 2497 4074 1750 1659 NA
1681074000.0 23861.97 954 NA NA NA NA NA 1441 NA NA NA NA NA 8013 NA NA NA NA NA 5055 NA NA NA NA NA
1681074000.0 2500.312 NA 191 0 NA NA NA NA 504 0 NA NA NA NA 20742 168 NA NA NA NA 10496 316 NA NA NA
1681074000.0 2500.401 NA 111 0 NA NA NA NA 306 0 NA NA NA NA 10913 196 NA NA NA NA 6492 962 NA NA NA
1681074000.0 2500.501 NA 103 0 NA NA NA NA 297 0 NA NA NA NA 6134 154 NA NA NA NA 4831 202 NA NA NA
1681074000.0 2500.511 NA 129 0 NA NA NA NA 356 0 NA NA NA NA 4105 150 NA NA NA NA 5315 196 NA NA NA
1681074000.0 250200.17 NA 416 541 0 NA NA NA 754 923 0 NA NA NA 6912 2509 461 NA NA NA 3734 3600 513 NA NA
1681074000.0 250202.172 NA 427 553 0 NA NA NA 742 905 0 NA NA NA 7218 2660 493 NA NA NA 3351 3691 736 NA NA
1681074000.0 250203.17 NA 416 545 0 NA NA NA 720 900 0 NA NA NA 6936 2516 463 NA NA NA 3582 3580 512 NA NA
1681074000.0 250205.17 NA 416 556 0 NA NA NA 702 914 0 NA NA NA 6951 2589 456 NA NA NA 3596 3153 509 NA NA
1681074000.0 250206.17 NA 413 538 0 NA NA NA 707 899 0 NA NA NA 7045 2474 481 NA NA NA 4129 3785 577 NA NA
