Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1681117200.0 144.6 NA 287 NA NA 494 NA NA 2830 NA NA 4583 NA
1681117200.0 21061.97 863 NA NA 1451 NA NA 8609 NA NA 5729 NA NA
1681117200.0 2500.31 NA 147 0 NA 324 0 NA 12059 198 NA 7621 757
1681117200.0 2500.312 NA 192 0 NA 461 0 NA 12354 208 NA 7951 2509
1681117200.0 2500.33 NA 159 0 NA 331 0 NA 5231 187 NA 5232 476
1681117200.0 2500.331 NA 174 0 NA 352 0 NA 7030 189 NA 5614 423
1681117200.0 2500.4 NA 140 0 NA 329 0 NA 11342 205 NA 7335 994
1681117200.0 2500.401 NA 119 0 NA 301 0 NA 11247 195 NA 7296 421
1681117200.0 2500.5 NA 116 0 NA 288 0 NA 6572 195 NA 5419 522
1681117200.0 2500.501 NA 115 0 NA 273 0 NA 6590 195 NA 6013 716
1681117200.0 2500.51 NA 147 0 NA 352 0 NA 4493 198 NA 5744 834
1681117200.0 2500.511 NA 147 0 NA 357 0 NA 4413 190 NA 4853 477
